,id,words,label,terms,hash,features
698,699,"['ah', 'poop', 'looks', 'like', 'ill', 'prob', 'have', 'to', 'send', 'in', 'my', 'laptop', 'to', 'get', 'fixed', 'cuz', 'it', 'has', 'a', 'gpu', 'problem']",0,"['ah', 'poop', 'looks', 'like', 'ill', 'prob', 'send', 'laptop', 'get', 'fixed', 'cuz', 'gpu', 'problem']","(1024,[53,101,136,163,326,386,397,470,567,593,772,908,966],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[53,101,136,163,326,386,397,470,567,593,772,908,966],[4.618714411095849,5.070699534838906,4.5485101524226,3.317779898927115,5.129540034861839,3.0692195346287816,4.637063549764045,5.630315322774329,2.569263583099695,4.406539891152213,4.051336617824937,5.792834252272104,4.126237925998055])"
699,700,"['good', 'good', 'job', 'i', 'like', 'entrepreneurs']",0,"['good', 'good', 'job', 'like', 'entrepreneurs']","(1024,[306,386,792,870],[1.0,1.0,2.0,1.0])","(1024,[306,386,792,870],[5.7356758384321544,3.0692195346287816,5.9123333466956,4.39194109173106])"
700,701,"['aight', 'you', 'close', 'by', 'or', 'still', 'down', 'around', ""alex's"", 'place']",0,"['aight', 'close', 'still', 'around', ""alex's"", 'place']","(1024,[1,360,406,505,815,864],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[1,360,406,505,815,864],[5.160311693528593,3.2415525335392306,3.822026551595063,3.934699714099176,4.32198250312415,4.674803877746892])"
701,702,"['meet', 'you', 'in', 'corporation', 'st', 'outside', 'gap', 'you', 'can', 'see', 'how', 'my', 'mind', 'is', 'working']",0,"['meet', 'corporation', 'st', 'outside', 'gap', 'see', 'mind', 'working']","(1024,[210,233,362,424,704,935,948,955],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[210,233,362,424,704,935,948,955],[4.308559482792009,3.557143394108088,4.126237925998055,4.841857962410058,3.44989786375449,4.244020961654438,4.030927746193729,3.19232559277408])"
702,703,"['mum', 'ask', 'to', 'buy', 'food', 'home']",0,"['mum', 'ask', 'buy', 'food', 'home']","(1024,[230,242,301,485,757],[1.0,1.0,1.0,1.0,1.0])","(1024,[230,242,301,485,757],[4.436392854301894,4.01092707948706,4.39194109173106,2.8894752988491277,4.001074783044048])"
703,704,"['k', 'u', 'also', 'dont', 'msg', 'or', 'reply', 'to', 'his', 'msg']",0,"['k', 'u', 'also', 'dont', 'msg', 'reply', 'msg']","(1024,[173,192,233,704,789,982],[2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[173,192,233,704,789,982],[8.366792679676006,3.691573663197628,3.557143394108088,3.44989786375449,3.526181168504121,1.776981313694862])"
704,705,"['how', 'much', 'r', 'willing', 'to', 'pay']",0,"['much', 'r', 'willing', 'pay']","(1024,[226,315,945,988],[1.0,1.0,1.0,1.0])","(1024,[226,315,945,988],[3.5080537839115644,4.797406199839225,4.841857962410058,3.8469241032167902])"
705,706,"['sorry', ""i'll"", 'call', 'later']",0,"['sorry', 'call', 'later']","(1024,[138,344,378],[1.0,1.0,1.0])","(1024,[138,344,378],[2.2391682769656747,2.892706319430574,3.684405173719015])"
706,707,"['what', 'is', 'important', 'is', 'that', 'you', 'prevent', 'dehydration', 'by', 'giving', 'her', 'enough', 'fluids']",0,"['important', 'prevent', 'dehydration', 'giving', 'enough', 'fluids']","(1024,[1,19,197,734,889,952],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[1,19,197,734,889,952],[5.160311693528593,2.836087425431066,5.917997395226109,5.630315322774329,4.451660326432682,4.754846585420428])"
707,708,"['thats', 'a', 'bit', 'weird', 'even', 'where', 'is', 'the', 'do', 'supposed', 'to', 'be', 'happening', 'but', 'good', 'idea', 'sure', 'they', 'will', 'be', 'in', 'pub']",0,"['thats', 'bit', 'weird', 'even', 'supposed', 'happening', 'good', 'idea', 'sure', 'pub']","(1024,[116,344,542,726,792,871,886,899,1005,1010],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[116,344,542,726,792,871,886,899,1005,1010],[3.7282077963774083,2.892706319430574,4.498913211283228,4.734227298217693,2.9561666733478,3.822026551595063,4.231598441655881,5.160311693528593,4.256599743861298,4.4671645129686475])"
708,709,"['true', 'dear', 'i', 'sat', 'to', 'pray', 'evening', 'and', 'felt', 'so', 'so', 'i', ""sms'd"", 'you', 'in', 'some', 'time']",0,"['true', 'dear', 'sat', 'pray', 'evening', 'felt', ""sms'd"", 'time']","(1024,[43,340,425,451,532,619,685,782],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[43,340,425,451,532,619,685,782],[4.5656045857819,4.093448103175064,4.183396339838003,5.535005142970004,4.60069590559317,4.421354976937353,3.2600715813064682,3.582622479409073])"
709,710,"['i', ""don't"", 'think', 'i', 'can', 'get', 'away', 'for', 'a', 'trek', 'that', 'long', 'with', 'family', 'in', 'town', 'sorry']",0,"['think', 'get', 'away', 'trek', 'long', 'family', 'town', 'sorry']","(1024,[344,396,488,567,816,875,929,937],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[344,396,488,567,816,875,929,937],[2.892706319430574,3.3843005812686773,4.618714411095849,2.569263583099695,3.201097578846917,5.129540034861839,5.070699534838906,4.295314256041989])"
710,711,"['so', 'when', 'do', 'you', 'wanna', 'gym', 'harri']",0,"['wanna', 'gym', 'harri']","(1024,[136,787,810],[1.0,1.0,1.0])","(1024,[136,787,810],[4.5485101524226,6.4288230189921,4.797406199839225])"
711,712,"['quite', 'late', 'lar', 'ard', 'anyway', 'i', 'wun', 'b', 'drivin']",0,"['quite', 'late', 'lar', 'ard', 'anyway', 'wun', 'b', 'drivin']","(1024,[15,119,141,193,220,225,295,966],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[15,119,141,193,220,225,295,966],[5.099687071712158,3.1836298858065257,4.694221963603994,2.8269549418677937,5.367951058306837,4.001074783044048,4.674803877746892,4.126237925998055])"
712,713,"['to', 'review', 'and', 'keep', 'the', 'fantastic', 'nokia', 'n', 'gage', 'game', 'deck', 'with', 'club', 'nokia', 'go', 'www', 'cnupdates', 'com/newsletter', 'unsubscribe', 'from', 'alerts', 'reply', 'with', 'the', 'word', 'out']",1,"['review', 'keep', 'fantastic', 'nokia', 'n', 'gage', 'game', 'deck', 'club', 'nokia', 'go', 'www', 'cnupdates', 'com/newsletter', 'unsubscribe', 'alerts', 'reply', 'word']","(1024,[24,105,122,180,257,345,391,445,479,620,655,683,720,789,884,934,1019],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[24,105,122,180,257,345,391,445,479,620,655,683,720,789,884,934,1019],[4.195230797485006,5.917997395226109,3.557143394108088,8.02185415897412,3.9626085022162525,4.195230797485006,3.595609674935884,2.691153400708732,4.797406199839225,4.5317030341062186,5.070699534838906,5.070699534838906,5.681608617161879,3.526181168504121,5.581525158604896,4.5151737321550085,4.674803877746892])"
713,714,"['mths', 'half', 'price', 'orange', 'line', 'rental', '&', 'latest', 'camera', 'phones', 'free', 'had', 'your', 'phone', 'mths+', 'call', 'mobilesdirect', 'free', 'on', 'to', 'update', 'now', 'or', 'stoptxt', 't&cs']",1,"['mths', 'half', 'price', 'orange', 'line', 'rental', '&', 'latest', 'camera', 'phones', 'free', 'phone', 'mths+', 'call', 'mobilesdirect', 'free', 'update', 'stoptxt', 't&cs']","(1024,[14,138,168,193,252,344,429,510,563,677,691,711,758,818,868,912,1002],[1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[14,138,168,193,252,344,429,510,563,677,691,711,758,818,868,912,1002],[3.953218761866413,4.478336553931349,5.853458874088538,5.6539098837355874,4.819385106557999,2.892706319430574,4.3775523542789605,3.9913186080986836,5.293843086153116,5.407171771460119,5.447993765980374,4.841857962410058,4.694221963603994,3.120716060395957,3.981656697186947,4.148710781850113,4.819385106557999])"
714,715,"['height', 'of', 'confidence', 'all', 'the', 'aeronautics', 'professors', 'wer', 'calld', '&', 'they', 'wer', 'askd', 'sit', 'in', 'an', 'aeroplane', 'aftr', 'they', 'sat', 'they', 'wer', 'told', 'dat', 'the', 'plane', 'ws', 'made', 'by', 'their', 'students', 'dey', 'all', 'hurried', 'out', 'of', 'd', 'plane', 'bt', 'only', 'didnt', 'move', 'he', 'said', 'if', 'it', 'is', 'made', 'by', 'my', 'students', 'this', 'wont', 'even', 'start', 'datz', 'confidence']",0,"['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', '&', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurried', 'd', 'plane', 'bt', 'didnt', 'move', 'said', 'made', 'students', 'wont', 'even', 'start', 'datz', 'confidence']","(1024,[16,136,181,251,346,394,401,445,467,474,486,496,525,532,533,621,690,772,818,824,886,888,890,892,902,912,963,974,986],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0])","(1024,[16,136,181,251,346,394,401,445,467,474,486,496,525,532,533,621,690,772,818,824,886,888,890,892,902,912,963,974,986],[3.595609674935884,4.5485101524226,4.6557556827761974,4.5317030341062186,4.674803877746892,10.08505731574442,5.581525158604896,2.691153400708732,5.535005142970004,6.061098238866783,5.070699534838906,10.08505731574442,8.165505628116632,4.60069590559317,4.841857962410058,5.49055338039917,3.9913186080986836,4.051336617824937,3.120716060395957,5.49055338039917,4.231598441655881,6.061098238866783,5.447993765980374,16.74457547581469,4.093448103175064,4.148710781850113,10.141399069677812,4.406539891152213,4.451660326432682])"
715,716,"['it', 'just', 'seems', 'like', 'weird', 'timing', 'that', 'the', 'night', 'that', 'all', 'you', 'and', 'g', 'want', 'is', 'for', 'me', 'to', 'come', 'smoke', 'is', 'the', 'same', 'day', 'as', 'when', 'a', 'shitstorm', 'is', 'attributed', 'to', 'me', 'always', 'coming', 'over', 'and', 'making', 'everyone', 'smoke']",0,"['seems', 'like', 'weird', 'timing', 'night', 'g', 'want', 'come', 'smoke', 'day', 'shitstorm', 'attributed', 'always', 'coming', 'making', 'everyone', 'smoke']","(1024,[237,277,305,386,433,556,595,604,645,662,702,744,816,868,871,1021],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[237,277,305,386,433,556,595,604,645,662,702,744,816,868,871,1021],[3.1288793710351177,3.5508737810944924,4.60069590559317,3.0692195346287816,4.797406199839225,3.8811154679650697,4.171700300074812,3.104586678466073,2.8894752988491277,4.148710781850113,10.384120783686347,4.421354976937353,3.201097578846917,3.981656697186947,3.822026551595063,5.447993765980374])"
716,717,"['between', 'am', 'pm', 'cost', 'p']",1,"['pm', 'cost', 'p']","(1024,[148,276,362],[1.0,1.0,1.0])","(1024,[148,276,362],[3.813863240955902,3.889849147933824,4.126237925998055])"
717,718,"['save', 'yourself', 'the', 'stress', 'if', 'the', 'person', 'has', 'a', 'dorm', 'account', 'just', 'send', 'your', 'account', 'details', 'and', 'the', 'money', 'will', 'be', 'sent', 'to', 'you']",0,"['save', 'stress', 'person', 'dorm', 'account', 'send', 'account', 'details', 'money', 'sent']","(1024,[163,165,437,442,505,549,672,791,840],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1024,[163,165,437,442,505,549,672,791,840],[3.317779898927115,5.293843086153116,4.030927746193729,3.8638736615305636,3.934699714099176,9.729694961269514,4.819385106557999,6.228152323529949,4.888377978044951])"
718,719,"['he', 'also', 'knows', 'about', 'lunch', 'menu', 'only', 'da', 'i', 'know']",0,"['also', 'knows', 'lunch', 'menu', 'da', 'know']","(1024,[19,177,299,483,643,704],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,177,299,483,643,704],[2.836087425431066,3.5890949939146903,5.49055338039917,4.308559482792009,3.0313362167264803,3.44989786375449])"
719,720,"['when', 'i', 'have', 'stuff', 'to', 'sell', 'i', 'll', 'tell', 'you']",0,"['stuff', 'sell', 'll', 'tell']","(1024,[159,441,538,565],[1.0,1.0,1.0,1.0])","(1024,[159,441,538,565],[4.308559482792009,4.051336617824937,3.5384512610959353,4.256599743861298])"
720,721,"['+', 'urgent', 'this', 'is', 'the', 'nd', 'attempt', 'to', 'contact', 'u', 'u', 'have', 'won', 'call', 'b', 't&csbcm', 'wc', 'n', 'xx', 'callcost', 'ppm', 'mobilesvary', 'max']",1,"['+', 'urgent', 'nd', 'attempt', 'contact', 'u', 'u', 'won', 'call', 'b', 't&csbcm', 'wc', 'n', 'xx', 'callcost', 'ppm', 'mobilesvary', 'max']","(1024,[39,138,149,176,193,300,391,518,645,699,731,747,887,945,982,989,1007],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(1024,[39,138,149,176,193,300,391,518,645,699,731,747,887,945,982,989,1007],[4.020877410340228,2.2391682769656747,4.5656045857819,4.6557556827761974,2.8269549418677937,4.5317030341062186,3.595609674935884,3.642440974619983,2.8894752988491277,4.295314256041989,3.358189437264991,4.618714411095849,3.532297395521557,4.841857962410058,3.553962627389724,4.126237925998055,4.674803877746892])"
721,722,"['book', 'which', 'lesson', 'then', 'you', 'msg', 'me', 'i', 'will', 'call', 'up', 'after', 'work', 'or', 'sth', ""i'm"", 'going', 'to', 'get', 'specs', 'my', 'membership', 'is', 'px']",0,"['book', 'lesson', 'msg', 'call', 'work', 'sth', 'going', 'get', 'specs', 'membership', 'px']","(1024,[138,154,173,237,411,551,567,697,704,881,990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[138,154,173,237,411,551,567,697,704,881,990],[2.2391682769656747,5.630315322774329,4.183396339838003,3.1288793710351177,5.7356758384321544,3.9720872461707963,2.569263583099695,4.030927746193729,3.44989786375449,4.841857962410058,4.498913211283228])"
722,723,"['you', 'have', 'won', 'a', 'guaranteed', 'cash', 'or', 'a', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on', 'between', 'am', 'pm']",1,"['won', 'guaranteed', 'cash', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', 'pm']","(1024,[31,37,69,138,148,189,518,550,561,906,995],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[31,37,69,138,148,189,518,550,561,906,995],[3.7897656893768414,3.981656697186947,7.284881949239966,2.2391682769656747,3.813863240955902,4.148710781850113,3.642440974619983,3.595609674935884,3.7977338590260183,5.015129683684095,4.7758999946182605])"
723,724,"['macha', 'dont', 'feel', 'upset', 'i', 'can', 'assume', 'your', 'mindset', 'believe', 'me', 'one', 'evening', 'with', 'me', 'and', 'i', 'have', 'some', 'wonderful', 'plans', 'for', 'both', 'of', 'us', 'let', 'life', 'begin', 'again', 'call', 'me', 'anytime']",0,"['macha', 'dont', 'feel', 'upset', 'assume', 'mindset', 'believe', 'one', 'evening', 'wonderful', 'plans', 'us', 'let', 'life', 'begin', 'call', 'anytime']","(1024,[2,43,138,233,306,368,444,459,485,569,665,700,755,759,775,794,828],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[2,43,138,233,306,368,444,459,485,569,665,700,755,759,775,794,828],[5.535005142970004,4.5656045857819,2.2391682769656747,3.557143394108088,5.7356758384321544,4.093448103175064,3.394938979473733,4.3493814773122645,2.8894752988491277,5.04252865787221,4.841857962410058,3.2278848948105665,5.447993765980374,5.7356758384321544,6.141140946540319,5.330210730323991,5.160311693528593])"
724,725,"['oh', 'is', 'it', 'send', 'me', 'the', 'address']",0,"['oh', 'send', 'address']","(1024,[163,693,716],[1.0,1.0,1.0])","(1024,[163,693,716],[3.317779898927115,3.872457405221955,5.099687071712158])"
725,726,"[""s'fine"", 'anytime', 'all', 'the', 'best', 'with', 'it']",0,"[""s'fine"", 'anytime', 'best']","(1024,[139,190,828],[1.0,1.0,1.0])","(1024,[139,190,828],[4.58299632849377,6.061098238866783,5.160311693528593])"
726,727,"['that', 'is', 'wondar', 'full', 'flim']",0,"['wondar', 'full', 'flim']","(1024,[183,732,865],[1.0,1.0,1.0])","(1024,[183,732,865],[5.7356758384321544,5.293843086153116,4.734227298217693])"
727,728,"['ya', 'even', 'those', 'cookies', 'have', 'jelly', 'on', 'them']",0,"['ya', 'even', 'cookies', 'jelly']","(1024,[415,886,919,974],[1.0,1.0,1.0,1.0])","(1024,[415,886,919,974],[5.535005142970004,4.231598441655881,4.4671645129686475,4.406539891152213])"
728,729,"['the', 'world', 'is', 'running', 'and', 'i', 'am', 'still', 'maybe', 'all', 'are', 'feeling', 'the', 'same', 'so', 'be', 'it', 'or', 'i', 'have', 'to', 'admit', 'i', 'am', 'mad', 'then', 'where', 'is', 'the', 'correction', 'or', 'let', 'me', 'call', 'this', 'is', 'life', 'and', 'keep', 'running', 'with', 'the', 'world', 'may', 'be', 'u', 'r', 'also', 'running', 'lets', 'run']",0,"['world', 'running', 'still', 'maybe', 'feeling', 'admit', 'mad', 'correction', 'let', 'call', 'life', 'keep', 'running', 'world', 'may', 'u', 'r', 'also', 'running', 'lets', 'run']","(1024,[39,122,138,194,226,298,360,478,485,514,542,627,678,700,704,836,921,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[39,122,138,194,226,298,360,478,485,514,542,627,678,700,704,836,921,982],[4.020877410340228,3.557143394108088,2.2391682769656747,4.58299632849377,3.5080537839115644,4.451660326432682,3.2415525335392306,8.144341409455556,2.8894752988491277,6.228152323529949,4.498913211283228,16.34398129794112,4.988461436601934,3.2278848948105665,3.44989786375449,4.60069590559317,4.60069590559317,1.776981313694862])"
729,730,"['got', 'it', 'it', 'looks', 'scrumptious', 'daddy', 'wants', 'to', 'eat', 'you', 'all', 'night', 'long']",0,"['got', 'looks', 'scrumptious', 'daddy', 'wants', 'eat', 'night', 'long']","(1024,[23,101,488,556,617,743,782,976],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[23,101,488,556,617,743,782,976],[5.853458874088538,5.070699534838906,4.618714411095849,3.8811154679650697,4.864847480634757,3.0425512875466203,3.582622479409073,5.581525158604896])"
730,731,"['of', 'cos', 'can', 'lar', ""i'm"", 'not', 'so', 'ba', 'dao', 'ok', 'pm', 'lor', 'y', 'u', 'never', 'ask', 'where', 'we', 'go', 'ah', 'i', 'said', 'u', 'would', 'ask', 'on', 'fri', 'but', 'he', 'said', 'u', 'will', 'ask', 'today']",0,"['cos', 'lar', 'ba', 'dao', 'ok', 'pm', 'lor', 'y', 'u', 'never', 'ask', 'go', 'ah', 'said', 'u', 'ask', 'fri', 'said', 'u', 'ask', 'today']","(1024,[16,46,91,130,148,159,242,445,534,660,772,801,966,982,1003],[2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0])","(1024,[16,46,91,130,148,159,242,445,534,660,772,801,966,982,1003],[7.191219349871768,4.4671645129686475,5.986990266713061,3.8302570507315785,3.813863240955902,4.308559482792009,12.03278123846118,2.691153400708732,3.496148881405246,2.9492937940600377,4.051336617824937,3.5508737810944924,8.25247585199611,5.330943941084586,3.4727560018305406])"
731,732,"['alright', 'omw', 'gotta', 'change', 'my', 'order', 'to', 'a', 'half', 'th']",0,"['alright', 'omw', 'gotta', 'change', 'order', 'half', 'th']","(1024,[134,445,486,598,670,813,868],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[134,445,486,598,670,813,868],[4.5656045857819,2.691153400708732,5.070699534838906,3.108594699863612,4.937168142214383,4.498913211283228,3.981656697186947])"
732,733,"['exactly', 'anyways', 'how', 'far', 'is', 'jide', 'her', 'to', 'study', 'or', 'just', 'visiting']",0,"['exactly', 'anyways', 'far', 'jide', 'study', 'visiting']","(1024,[51,185,210,593,754,814],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[51,185,210,593,754,814],[5.7356758384321544,4.734227298217693,4.308559482792009,4.406539891152213,4.988461436601934,5.853458874088538])"
733,734,"['dunno', 'y', 'u', 'ask', 'me']",0,"['dunno', 'y', 'u', 'ask']","(1024,[45,242,982,1003],[1.0,1.0,1.0,1.0])","(1024,[45,242,982,1003],[3.758513145872737,4.01092707948706,1.776981313694862,3.4727560018305406])"
734,735,"['email', 'alertfrom', 'jeri', 'stewartsize', 'kbsubject', 'low', 'cost', 'prescripiton', 'drvgsto', 'listen', 'to', 'email', 'call']",1,"['email', 'alertfrom', 'jeri', 'stewartsize', 'kbsubject', 'low', 'cost', 'prescripiton', 'drvgsto', 'listen', 'email', 'call']","(1024,[38,89,138,202,223,362,423,562,744,756,1006],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[38,89,138,202,223,362,423,562,744,756,1006],[5.581525158604896,4.421354976937353,2.2391682769656747,6.061098238866783,5.129540034861839,4.126237925998055,10.587686172306231,4.60069590559317,4.421354976937353,5.04252865787221,4.244020961654438])"
735,736,"['no', 'he', ""didn't"", 'spring', 'is', 'coming', 'early', 'yay']",0,"['spring', 'coming', 'early', 'yay']","(1024,[181,212,274,662],[1.0,1.0,1.0,1.0])","(1024,[181,212,274,662],[4.6557556827761974,4.451660326432682,4.7140245909001735,4.148710781850113])"
736,737,"['lol', 'you', ""won't"", 'feel', 'bad', 'when', 'i', 'use', 'her', 'money', 'to', 'take', 'you', 'out', 'to', 'a', 'steak', 'dinner', '=d']",0,"['lol', 'feel', 'bad', 'use', 'money', 'take', 'steak', 'dinner', '=d']","(1024,[137,145,206,343,382,388,442,459,626],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[137,145,206,343,382,388,442,459,626],[4.498913211283228,4.030927746193729,4.104259019279279,3.520102122427739,4.962485950198674,5.192060391843174,3.8638736615305636,4.3493814773122645,4.754846585420428])"
737,738,"['even', 'u', 'dont', 'get', 'in', 'trouble', 'while', 'convincing', 'just', 'tel', 'him', 'once', 'or', 'twice', 'and', 'just', 'tel', 'neglect', 'his', 'msgs', 'dont', 'c', 'and', 'read', 'it', 'just', 'dont', 'reply']",0,"['even', 'u', 'dont', 'get', 'trouble', 'convincing', 'tel', 'twice', 'tel', 'neglect', 'msgs', 'dont', 'c', 'read', 'dont', 'reply']","(1024,[26,70,178,233,322,567,704,743,789,886,975,982,1020],[1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(1024,[26,70,178,233,322,567,704,743,789,886,975,982,1020],[3.2741894628522528,6.061098238866783,5.792834252272104,10.671430182324263,4.451660326432682,2.569263583099695,3.44989786375449,3.0425512875466203,3.526181168504121,4.231598441655881,10.384120783686347,1.776981313694862,4.7140245909001735])"
