,mon,dom,dow,carrier,flight,org,mile,depart,duration,delay,org_idx
9321,0,16,3,US,208,SJC,621,16.2,110,-6.0,4.0
9322,3,13,0,OH,5526,JFK,267,20.58,96,17.0,2.0
9323,3,6,0,B6,31,JFK,944,12.83,173,17.0,2.0
9324,6,22,2,AA,1425,ORD,1726,9.5,245,-7.0,0.0
9325,3,7,1,US,1646,LGA,544,10.0,127,10.0,3.0
9326,2,13,4,UA,463,ORD,334,21.83,80,38.0,0.0
9327,9,15,3,AA,411,ORD,258,8.08,70,,0.0
9328,6,20,0,UA,1532,ORD,1005,13.27,163,-6.0,0.0
9329,11,9,2,UA,180,SFO,2704,22.42,332,3.0,1.0
9330,1,27,3,OO,6750,ORD,264,6.5,75,-3.0,0.0
9331,0,5,6,UA,178,SFO,2704,14.08,335,82.0,1.0
9332,4,19,1,OO,6040,ORD,584,19.0,109,-13.0,0.0
9333,10,14,5,OO,6418,SFO,599,19.15,102,32.0,1.0
9334,11,11,4,OH,6614,JFK,187,22.0,95,17.0,2.0
9335,7,31,0,OH,5313,JFK,213,20.5,100,78.0,2.0
9336,4,18,0,US,1865,LGA,544,18.92,128,11.0,3.0
9337,2,28,5,UA,824,SFO,2704,13.17,333,7.0,1.0
9338,6,23,3,AA,2464,ORD,740,17.0,150,305.0,0.0
9339,11,16,2,AA,791,LGA,1389,21.25,245,23.0,3.0
9340,5,7,6,OO,5756,SFO,153,13.6,56,17.0,1.0
9341,3,22,2,OH,5501,JFK,340,8.42,110,-15.0,2.0
9342,3,3,4,OO,5790,SFO,153,16.68,57,-4.0,1.0
9343,3,11,5,UA,524,ORD,867,6.6,136,-5.0,0.0
9344,11,26,5,B6,171,JFK,2521,19.33,406,24.0,2.0
9345,11,9,2,UA,332,ORD,235,21.75,74,,0.0
9346,7,20,3,US,2118,LGA,185,8.0,64,-7.0,3.0
9347,6,26,6,AA,1807,ORD,606,18.92,120,-9.0,0.0
9348,8,22,1,UA,886,SFO,337,12.97,88,-18.0,1.0
9349,5,12,4,OO,5870,ORD,475,6.8,96,-17.0,0.0
9350,5,25,3,UA,180,SFO,2704,23.42,331,149.0,1.0
9351,11,15,1,UA,534,ORD,867,11.98,142,-10.0,0.0
9352,5,2,1,OO,6088,ORD,240,21.42,61,-9.0,0.0
9353,11,12,5,US,658,SFO,2521,10.92,311,23.0,1.0
9354,9,5,0,US,274,SJC,621,6.33,111,23.0,4.0
9355,8,15,1,WN,347,SMF,389,15.0,75,-8.0,5.0
9356,8,11,4,US,961,SFO,2521,8.25,318,20.0,1.0
9357,1,4,1,B6,703,JFK,1597,15.42,237,70.0,2.0
9358,5,23,1,OO,5548,SFO,329,18.3,93,113.0,1.0
9359,7,25,1,US,17,JFK,2153,17.98,339,39.0,2.0
9360,10,16,0,HA,318,OGG,84,15.7,31,7.0,7.0
9361,0,14,1,UA,636,ORD,412,6.5,86,1.0,0.0
9362,7,17,0,B6,643,JFK,2586,10.75,370,374.0,2.0
9363,1,17,0,OO,5756,SFO,153,13.0,58,-5.0,1.0
9364,7,8,5,AA,352,ORD,733,17.58,140,101.0,0.0
9365,6,6,0,OO,5472,SFO,77,12.23,46,25.0,1.0
9366,9,25,6,OO,5986,ORD,222,18.33,62,-16.0,0.0
9367,8,7,0,AA,1621,LGA,1097,14.08,190,0.0,3.0
9368,0,3,4,OO,6102,ORD,286,19.58,80,42.0,0.0
9369,11,25,4,AA,59,JFK,2586,7.08,400,34.0,2.0
9370,10,25,2,B6,61,JFK,1069,12.5,183,53.0,2.0
9371,8,18,4,UA,852,SFO,2586,13.58,339,-18.0,1.0
9372,5,25,3,UA,398,ORD,783,10.75,126,73.0,0.0
9373,1,10,0,OO,6026,SFO,372,14.75,88,37.0,1.0
9374,0,13,0,UA,1248,ORD,264,18.5,75,-2.0,0.0
9375,8,12,5,AA,305,ORD,1440,9.92,230,-10.0,0.0
9376,0,5,6,UA,393,ORD,1829,20.0,285,306.0,0.0
9377,3,22,2,B6,31,JFK,944,12.83,173,-4.0,2.0
9378,10,22,6,US,658,SFO,2521,10.92,311,3.0,1.0
9379,4,24,6,AA,1048,ORD,1197,8.58,175,-6.0,0.0
9380,4,5,1,UA,395,ORD,1723,17.75,259,5.0,0.0
9381,7,1,5,UA,74,SFO,2419,22.17,307,10.0,1.0
9382,7,4,1,US,2181,LGA,214,16.0,80,-6.0,3.0
9383,7,13,3,WN,3774,SMF,358,10.08,70,-4.0,5.0
9384,5,29,0,OH,5161,LGA,866,13.92,171,106.0,3.0
9385,2,23,0,AA,1709,LGA,1097,20.33,190,67.0,3.0
9386,7,9,6,UA,638,ORD,719,8.98,126,0.0,0.0
9387,7,14,4,HA,549,OGG,100,18.42,34,19.0,7.0
9388,5,1,0,OO,6085,ORD,122,6.83,47,-14.0,0.0
9389,7,13,3,AA,1276,SFO,1736,12.42,230,-24.0,1.0
9390,9,28,2,UA,395,ORD,1723,16.92,267,-27.0,0.0
9391,0,8,2,UA,392,ORD,594,18.17,107,7.0,0.0
9392,6,24,4,UA,896,ORD,606,16.8,127,41.0,0.0
9393,8,17,3,B6,1,JFK,1069,10.83,175,-9.0,2.0
9394,6,27,0,UA,315,LGA,1619,15.8,277,122.0,3.0
9395,9,12,0,UA,1588,ORD,849,21.0,136,-10.0,0.0
9396,9,10,5,AA,1918,ORD,719,18.33,140,-12.0,0.0
9397,11,5,5,AA,150,SFO,2704,23.58,320,4.0,1.0
9398,11,3,3,UA,818,ORD,719,21.23,128,,0.0
9399,0,10,4,UA,390,SJC,948,16.97,147,37.0,4.0
9400,0,31,4,UA,831,ORD,1846,7.05,277,36.0,0.0
9401,7,14,4,UA,1524,SFO,414,16.05,94,36.0,1.0
9402,8,26,5,UA,734,ORD,412,14.15,80,37.0,0.0
9403,10,20,4,WN,1519,SJC,697,18.08,135,27.0,4.0
9404,1,11,1,WN,1478,SJC,342,20.83,75,6.0,4.0
9405,1,27,3,B6,1608,JFK,274,20.08,97,103.0,2.0
9406,7,27,3,US,2173,LGA,214,12.0,76,5.0,3.0
9407,3,12,6,AA,363,LGA,733,19.42,154,1.0,3.0
9408,6,13,0,AA,194,SFO,2704,13.83,335,6.0,1.0
9409,9,31,5,HA,165,OGG,100,13.23,34,74.0,7.0
9410,10,21,5,OO,5841,ORD,654,13.25,107,20.0,0.0
9411,2,24,1,UA,5,JFK,2586,6.18,396,-26.0,2.0
9412,4,15,4,UA,150,SFO,1846,16.37,243,24.0,1.0
9413,7,2,6,B6,606,JFK,274,17.58,100,,2.0
9414,7,10,0,UA,331,ORD,1721,9.72,267,-8.0,0.0
9415,3,13,0,UA,399,LGA,1619,6.0,252,-26.0,3.0
9416,7,29,5,UA,466,SFO,967,16.08,155,90.0,1.0
9417,8,21,0,OH,6715,LGA,1011,14.5,183,21.0,3.0
9418,9,20,1,AA,1637,ORD,1437,9.33,220,-4.0,0.0
9419,2,30,0,AA,775,LGA,1097,8.5,195,-2.0,3.0
9420,10,5,3,UA,19,JFK,2586,20.25,410,27.0,2.0
9421,2,15,6,UA,624,ORD,612,18.0,106,-19.0,0.0
9422,6,28,1,UA,722,ORD,589,15.85,117,-12.0,0.0
9423,2,10,1,UA,1510,SFO,651,8.67,117,4.0,1.0
9424,4,10,6,UA,536,SJC,1829,6.33,255,-17.0,4.0
9425,6,24,4,OH,5231,JFK,340,8.25,119,1.0,2.0
9426,1,15,5,UA,502,ORD,837,20.92,146,66.0,0.0
9427,3,26,6,UA,109,ORD,1745,10.0,261,22.0,0.0
9428,5,20,5,UA,907,ORD,1846,16.92,270,36.0,0.0
9429,1,22,5,US,2163,LGA,214,7.0,73,,3.0
9430,10,6,4,WN,2635,TUS,451,16.83,95,-5.0,6.0
9431,5,25,3,B6,359,JFK,2465,18.67,371,-16.0,2.0
9432,9,6,1,UA,512,ORD,594,13.17,107,-15.0,0.0
9433,1,25,1,AA,150,SFO,2704,23.42,320,0.0,1.0
9434,6,24,4,OH,5692,JFK,274,22.08,94,81.0,2.0
9435,2,25,2,WN,328,TUS,365,15.42,75,-1.0,6.0
9436,5,13,5,B6,95,JFK,2576,18.08,391,120.0,2.0
9437,2,3,1,OO,5564,SMF,86,20.92,45,5.0,5.0
9438,5,14,6,UA,736,SFO,967,20.58,142,-12.0,1.0
9439,0,26,6,WN,138,SMF,480,14.25,85,20.0,5.0
9440,8,30,2,OO,5738,SFO,462,21.0,118,15.0,1.0
9441,6,31,4,OO,5839,ORD,978,8.32,152,-7.0,0.0
9442,6,22,2,UA,1629,ORD,1440,6.0,218,,0.0
9443,0,16,3,B6,197,JFK,2248,8.92,363,-13.0,2.0
9444,11,10,3,UA,314,ORD,412,21.33,91,-7.0,0.0
9445,8,25,4,UA,34,SFO,2586,22.48,328,54.0,1.0
9446,4,9,5,WN,2907,SMF,480,12.17,85,0.0,5.0
9447,11,16,2,OH,6799,JFK,740,12.0,173,-4.0,2.0
9448,0,11,5,UA,682,ORD,733,13.08,129,,0.0
9449,5,1,0,UA,1236,ORD,622,13.25,115,22.0,0.0
9450,4,17,6,WN,3994,SFO,337,17.75,80,-10.0,1.0
9451,1,23,6,AA,1031,ORD,1236,18.75,195,-23.0,0.0
9452,6,6,0,US,291,JFK,2248,7.75,333,-32.0,2.0
9453,7,20,3,UA,725,ORD,802,20.58,136,32.0,0.0
9454,2,2,0,WN,1663,SJC,569,21.33,105,25.0,4.0
9455,3,30,3,AA,269,JFK,2421,16.75,360,22.0,2.0
9456,11,16,2,US,92,ORD,1440,14.17,231,59.0,0.0
9457,9,10,5,OO,5964,ORD,174,6.97,53,-20.0,0.0
9458,5,2,1,UA,1510,SFO,651,8.47,122,-10.0,1.0
9459,5,20,5,AA,1059,ORD,606,14.78,120,-15.0,0.0
9460,5,8,0,UA,1018,SFO,1846,23.83,240,-3.0,1.0
9461,9,2,4,OO,5672,SFO,158,18.63,58,2.0,1.0
9462,6,9,3,AA,1651,LGA,1097,9.42,190,20.0,3.0
9463,0,14,1,AA,353,LGA,733,19.48,160,73.0,3.0
9464,6,27,0,AA,2093,LGA,1097,11.83,185,39.0,3.0
9465,3,8,2,US,58,SMF,397,20.67,83,-8.0,5.0
9466,4,5,1,WN,504,SMF,358,16.5,70,-3.0,5.0
9467,1,9,6,AA,1772,ORD,1005,8.42,155,37.0,0.0
9468,6,16,3,OH,5659,JFK,425,12.92,104,19.0,2.0
9469,6,10,4,AA,1807,ORD,606,18.92,120,140.0,0.0
9470,11,23,2,AA,382,ORD,733,9.83,129,73.0,0.0
9471,10,10,1,UA,685,ORD,334,18.08,89,-11.0,0.0
9472,4,30,5,UA,132,ORD,849,7.68,129,49.0,0.0
9473,0,18,5,AA,716,ORD,1005,7.17,150,14.0,0.0
9474,7,20,3,AA,780,ORD,1197,6.25,170,19.0,0.0
9475,5,18,3,UA,684,ORD,733,14.17,135,114.0,0.0
9476,4,19,1,WN,89,SMF,647,16.58,115,-17.0,5.0
9477,10,26,3,AA,2481,ORD,1440,10.0,240,-24.0,0.0
9478,0,10,4,WN,2114,SJC,333,9.17,70,-13.0,4.0
9479,5,23,1,OH,5710,LGA,647,21.0,134,44.0,3.0
9480,11,4,4,US,85,SFO,651,12.17,117,-22.0,1.0
9481,5,30,1,OH,5079,ORD,264,10.17,74,121.0,0.0
9482,5,9,1,OO,5796,SFO,153,20.42,58,0.0,1.0
9483,7,21,4,WN,2785,SMF,605,20.83,105,88.0,5.0
9484,3,22,2,B6,171,JFK,2521,19.67,398,-16.0,2.0
9485,3,28,1,UA,388,ORD,599,9.67,109,21.0,0.0
9486,10,26,3,WN,1427,SMF,389,21.92,75,17.0,5.0
9487,2,2,0,US,851,LGA,544,10.0,130,-29.0,3.0
9488,7,7,4,HA,345,OGG,100,15.68,34,,7.0
9489,7,30,6,AA,1745,ORD,1745,9.75,250,35.0,0.0
9490,2,9,0,WN,380,SFO,414,8.83,90,-7.0,1.0
9491,6,4,5,UA,842,ORD,1745,8.1,261,-18.0,0.0
9492,5,29,0,B6,130,JFK,301,21.75,103,,2.0
9493,6,27,0,UA,378,ORD,783,21.33,126,90.0,0.0
9494,10,26,3,UA,136,SFO,1846,9.92,253,-13.0,1.0
9495,10,7,5,AA,1276,SFO,1736,13.08,220,-6.0,1.0
9496,1,11,1,UA,245,ORD,888,9.0,163,45.0,0.0
9497,9,3,5,OO,5783,SFO,304,11.57,94,21.0,1.0
9498,10,19,3,UA,288,SFO,1846,23.5,243,-5.0,1.0
9499,2,30,0,AA,860,ORD,235,21.92,64,88.0,0.0
9500,11,24,3,OH,6485,JFK,184,16.17,90,137.0,2.0
9501,8,7,0,WN,1676,SFO,337,21.17,85,60.0,1.0
9502,9,5,0,WN,627,SMF,479,10.83,90,-5.0,5.0
9503,2,27,4,B6,172,SMF,2521,0.25,310,-12.0,5.0
9504,0,29,2,OO,5575,SFO,238,19.25,75,75.0,1.0
9505,9,15,3,OO,6690,ORD,84,12.13,44,-15.0,0.0
9506,0,1,2,UA,184,SFO,2521,9.18,326,-7.0,1.0
9507,1,4,1,AA,1120,SJC,1829,6.92,255,,4.0
9508,0,10,4,UA,1524,SFO,414,16.03,92,13.0,1.0
9509,6,10,4,AA,454,ORD,647,18.25,115,165.0,0.0
9510,5,9,1,HA,545,OGG,100,17.92,34,-8.0,7.0
9511,9,2,4,US,740,ORD,678,13.75,126,0.0,0.0
9512,11,7,0,AA,257,JFK,2248,16.75,360,19.0,2.0
9513,2,19,3,B6,59,JFK,944,11.0,173,5.0,2.0
9514,8,30,2,UA,730,ORD,622,17.92,112,,0.0
9515,4,12,1,UA,310,ORD,473,21.42,91,-1.0,0.0
9516,1,22,5,US,2130,LGA,185,14.0,74,,3.0
9517,4,13,2,OO,5796,SFO,153,20.0,57,25.0,1.0
9518,6,19,6,OO,6571,ORD,1041,17.75,165,18.0,0.0
9519,3,11,5,OO,5564,SFO,86,19.85,42,-3.0,1.0
9520,2,20,4,HA,180,OGG,84,12.08,31,-6.0,7.0
9521,6,11,5,WN,2726,SFO,447,14.0,85,33.0,1.0
9522,1,21,4,AA,1869,ORD,258,19.75,70,64.0,0.0
9523,5,22,0,AA,154,ORD,867,17.67,145,79.0,0.0
9524,11,18,4,WN,1522,SJC,296,7.08,60,1.0,4.0
9525,11,20,6,AA,1247,ORD,1745,11.25,275,28.0,0.0
9526,3,18,5,AA,895,ORD,888,12.67,150,-8.0,0.0
9527,4,31,6,WN,323,TUS,365,14.92,75,-6.0,6.0
9528,1,4,1,UA,508,SMF,910,16.92,139,44.0,5.0
9529,3,23,3,AA,1144,SFO,1464,13.25,210,61.0,1.0
9530,3,26,6,AA,413,ORD,1726,11.67,255,,0.0
9531,1,23,6,AA,1165,JFK,1090,8.25,190,53.0,2.0
9532,5,27,5,UA,294,SFO,2457,15.0,319,55.0,1.0
9533,7,18,1,WN,1896,SFO,337,12.0,80,114.0,1.0
9534,11,14,0,UA,1582,SFO,414,19.23,93,,1.0
9535,8,4,4,UA,909,ORD,888,15.43,151,113.0,0.0
9536,5,14,6,OH,5435,JFK,760,21.5,183,272.0,2.0
9537,0,6,0,OO,5954,ORD,323,7.92,78,40.0,0.0
9538,0,17,4,UA,909,ORD,888,14.92,158,101.0,0.0
9539,1,18,1,AA,2352,ORD,740,16.67,139,64.0,0.0
9540,8,19,5,UA,442,ORD,316,18.57,73,0.0,0.0
9541,7,3,0,UA,500,ORD,177,15.82,64,62.0,0.0
9542,6,30,3,UA,125,ORD,2846,9.72,394,20.0,0.0
9543,11,30,2,OO,5446,SFO,191,10.23,66,,1.0
9544,9,6,1,OH,6719,JFK,301,12.58,89,-1.0,2.0
9545,10,25,2,OH,6571,LGA,610,9.5,149,18.0,3.0
9546,11,19,5,UA,266,ORD,240,18.75,70,-14.0,0.0
9547,1,29,5,OO,3910,SMF,532,9.92,100,-18.0,5.0
9548,7,18,1,WN,2056,SJC,569,21.25,100,-4.0,4.0
9549,6,18,5,OO,6112,ORD,235,21.88,71,68.0,0.0
9550,1,12,2,AA,1750,ORD,1005,19.92,150,128.0,0.0
9551,9,22,3,WN,1041,SFO,414,9.58,100,-1.0,1.0
9552,8,1,1,US,740,ORD,678,13.83,126,-5.0,0.0
9553,1,6,3,OO,6415,SFO,316,20.72,77,52.0,1.0
9554,11,19,5,UA,1204,ORD,412,19.25,91,92.0,0.0
9555,4,6,2,AA,2301,ORD,802,6.0,140,45.0,0.0
9556,8,15,1,OO,6408,SFO,451,13.17,87,92.0,1.0
9557,8,1,1,US,408,SFO,651,17.25,119,-4.0,1.0
9558,1,15,5,B6,803,JFK,1069,6.0,175,-9.0,2.0
9559,7,17,0,US,92,ORD,1440,14.17,219,87.0,0.0
9560,9,28,2,UA,870,SFO,1846,13.92,248,13.0,1.0
9561,5,14,6,B6,83,JFK,2421,20.58,380,434.0,2.0
9562,1,5,2,OO,5984,ORD,174,21.5,57,,0.0
9563,5,3,2,AA,269,JFK,2421,16.75,370,-8.0,2.0
9564,6,19,6,AA,1447,ORD,837,13.67,135,42.0,0.0
9565,0,13,0,UA,1575,ORD,1515,10.68,240,-13.0,0.0
9566,9,28,2,UA,720,SFO,967,13.6,154,12.0,1.0
9567,8,4,4,AA,2077,ORD,585,10.17,115,10.0,0.0
9568,10,25,2,OO,6108,SFO,77,11.23,43,-6.0,1.0
9569,3,9,3,OO,6059,ORD,738,10.75,135,-27.0,0.0
9570,0,14,1,WN,1363,SJC,342,13.42,75,-8.0,4.0
9571,5,6,5,OO,6023,ORD,491,16.62,98,,0.0
9572,10,15,6,AA,18,SFO,2586,22.92,320,39.0,1.0
9573,1,6,3,OO,6376,SFO,326,7.02,71,16.0,1.0
9574,1,27,3,B6,803,JFK,1069,6.0,175,21.0,2.0
9575,4,24,6,OO,5477,SFO,158,14.58,63,61.0,1.0
9576,1,29,5,WN,3775,SJC,296,19.58,60,5.0,4.0
9577,11,28,0,B6,1434,SFO,354,11.42,90,-9.0,1.0
9578,0,3,4,OH,5217,JFK,766,19.58,200,-51.0,2.0
9579,5,15,0,AA,394,ORD,733,6.75,125,6.0,0.0
9580,11,9,2,OO,5861,ORD,299,19.3,75,328.0,0.0
9581,7,5,2,OO,5553,SFO,329,12.73,93,56.0,1.0
9582,6,15,2,UA,64,SFO,372,7.83,90,-12.0,1.0
9583,10,29,6,HA,555,OGG,100,20.92,34,60.0,7.0
9584,11,16,2,OO,5792,SFO,462,15.33,116,14.0,1.0
9585,6,6,0,B6,1051,JFK,340,8.0,102,-12.0,2.0
9586,11,12,5,HA,145,OGG,100,9.8,34,,7.0
9587,5,9,1,UA,600,ORD,612,6.08,106,22.0,0.0
9588,11,3,3,AA,1589,LGA,887,11.83,180,-31.0,3.0
9589,11,22,1,UA,302,ORD,723,19.38,116,33.0,0.0
9590,0,13,0,WN,529,SJC,386,21.58,80,1.0,4.0
9591,4,13,2,OO,6138,ORD,911,14.75,152,123.0,0.0
9592,1,13,3,OO,5863,ORD,438,8.6,99,-15.0,0.0
9593,9,10,5,OO,5979,ORD,122,16.95,49,-1.0,0.0
9594,10,16,0,AA,1571,ORD,334,12.17,85,-12.0,0.0
9595,7,25,1,AA,360,ORD,733,15.33,135,-7.0,0.0
9596,6,18,5,UA,717,ORD,888,22.92,147,44.0,0.0
9597,9,13,1,UA,132,SFO,1846,6.18,250,5.0,1.0
9598,3,9,3,UA,1499,ORD,1440,20.03,226,66.0,0.0
9599,1,1,5,US,2134,LGA,185,16.0,79,72.0,3.0
9600,6,6,0,UA,850,ORD,733,19.08,129,12.0,0.0
9601,6,13,0,OO,6161,ORD,693,8.83,126,,0.0
9602,3,24,4,UA,357,ORD,802,17.53,148,4.0,0.0
9603,3,25,5,OH,5196,LGA,461,8.75,113,-5.0,3.0
9604,11,2,2,OO,5478,SFO,250,11.8,81,48.0,1.0
9605,1,11,1,US,1564,ORD,678,13.83,126,31.0,0.0
9606,6,28,1,UA,745,LGA,1619,14.17,259,20.0,3.0
9607,10,28,5,B6,195,JFK,2248,18.67,378,-53.0,2.0
9608,10,14,5,AA,1041,ORD,1829,8.92,285,-19.0,0.0
9609,7,14,4,WN,3598,SFO,447,10.75,85,6.0,1.0
9610,10,3,1,UA,1547,ORD,1515,14.78,246,93.0,0.0
9611,3,5,6,OO,3793,SMF,532,16.22,97,,5.0
9612,8,5,5,OO,6111,SFO,77,22.42,41,-10.0,1.0
9613,2,19,3,OO,5857,ORD,130,21.67,52,-3.0,0.0
9614,1,19,2,AA,1021,ORD,1515,8.58,240,32.0,0.0
9615,10,16,0,B6,739,JFK,1617,23.83,229,2.0,2.0
9616,5,25,3,B6,175,JFK,2421,12.0,358,-9.0,2.0
9617,11,20,6,AA,2357,ORD,802,20.83,150,43.0,0.0
9618,0,29,2,AA,2247,ORD,1120,9.08,170,2.0,0.0
9619,9,20,1,AA,2466,SFO,1464,0.83,190,2.0,1.0
9620,5,12,4,UA,847,LGA,229,19.48,92,-10.0,3.0
9621,2,6,4,OH,5236,JFK,144,13.05,67,-15.0,2.0
9622,6,10,4,AA,2218,SJC,1438,7.5,210,20.0,4.0
9623,11,29,1,OO,6198,ORD,286,15.9,76,-12.0,0.0
9624,9,21,2,WN,1352,SJC,417,21.0,80,16.0,4.0
9625,2,23,0,OO,6150,SFO,363,18.02,80,-13.0,1.0
9626,6,6,0,OO,5868,ORD,631,13.58,110,24.0,0.0
9627,7,12,2,OH,5364,JFK,288,19.17,116,53.0,2.0
9628,7,13,3,WN,3232,TUS,451,8.83,90,-4.0,6.0
9629,2,28,5,UA,531,ORD,925,14.73,175,-2.0,0.0
9630,3,10,4,OH,5059,JFK,264,13.75,96,109.0,2.0
9631,1,14,4,OO,6384,SFO,522,8.33,93,23.0,1.0
9632,5,24,2,UA,398,ORD,783,10.75,126,2.0,0.0
9633,7,17,0,OO,6517,TUS,451,5.0,90,-20.0,6.0
9634,7,17,0,UA,1234,ORD,783,18.92,131,26.0,0.0
9635,5,22,0,AA,3,JFK,2475,12.0,350,58.0,2.0
9636,10,13,4,UA,642,ORD,719,10.3,147,35.0,0.0
9637,2,30,0,OO,6175,ORD,654,16.67,111,-12.0,0.0
9638,4,21,3,OO,5952,ORD,585,12.55,110,-5.0,0.0
9639,7,29,5,WN,608,SJC,569,21.0,95,33.0,4.0
9640,4,18,0,AA,2337,ORD,802,16.08,150,3.0,0.0
9641,1,20,3,WN,1320,SJC,308,14.67,70,33.0,4.0
9642,2,20,4,AA,185,JFK,2475,20.75,389,16.0,2.0
9643,5,26,4,WN,621,SFO,414,16.75,90,126.0,1.0
9644,10,25,2,US,2171,LGA,214,11.0,75,-13.0,3.0
9645,5,17,2,UA,1186,ORD,296,7.73,72,131.0,0.0
9646,11,13,6,OO,6703,ORD,491,20.3,106,-10.0,0.0
9647,7,11,1,US,2179,LGA,214,15.0,72,64.0,3.0
9648,1,19,2,B6,1012,JFK,187,20.58,90,5.0,2.0
9649,8,5,5,UA,956,SFO,2419,8.67,310,17.0,1.0
9650,11,9,2,US,5,ORD,678,18.75,126,59.0,0.0
9651,1,29,5,AA,1763,ORD,1726,16.83,260,41.0,0.0
9652,2,19,3,OH,5421,JFK,740,19.08,195,,2.0
9653,3,2,3,AA,375,JFK,1391,17.42,260,47.0,2.0
9654,5,16,1,US,908,ORD,678,5.83,122,-14.0,0.0
9655,3,30,3,B6,112,JFK,301,22.92,83,-23.0,2.0
9656,2,14,5,UA,152,SFO,1846,18.08,241,14.0,1.0
9657,1,10,0,UA,17,JFK,2586,17.75,394,92.0,2.0
9658,7,3,0,UA,866,ORD,590,13.78,115,118.0,0.0
9659,8,25,4,US,206,SMF,647,12.55,112,12.0,5.0
9660,9,22,3,UA,36,OGG,2338,21.22,290,0.0,7.0
9661,2,16,0,B6,193,JFK,2248,10.5,355,27.0,2.0
9662,7,21,4,UA,1629,ORD,1440,8.15,218,-19.0,0.0
9663,6,27,0,UA,955,SFO,447,16.07,93,114.0,1.0
9664,2,19,3,B6,907,JFK,740,9.5,169,19.0,2.0
9665,11,4,4,AA,1201,ORD,258,14.75,70,-8.0,0.0
9666,3,25,5,AA,1558,TUS,813,15.83,130,35.0,6.0
9667,9,29,3,UA,581,ORD,1739,11.98,266,-18.0,0.0
9668,3,28,1,AA,1037,LGA,1020,10.92,180,19.0,3.0
9669,9,8,3,UA,673,LGA,733,9.0,153,2.0,3.0
9670,2,28,5,AA,368,ORD,733,13.33,130,81.0,0.0
9671,1,26,2,OO,5978,ORD,978,20.28,168,,0.0
9672,0,8,2,AA,496,ORD,612,6.58,105,-8.0,0.0
9673,2,4,2,AA,127,JFK,2446,18.33,385,-40.0,2.0
9674,1,16,6,AA,325,ORD,258,10.0,70,112.0,0.0
9675,5,21,6,AA,1943,SFO,337,18.83,80,-12.0,1.0
9676,4,22,4,AA,1551,LGA,764,19.75,145,42.0,3.0
9677,6,8,2,AA,1551,LGA,764,19.92,140,39.0,3.0
9678,0,13,0,UA,557,ORD,1162,9.75,190,39.0,0.0
9679,10,18,2,AA,1864,TUS,1437,7.08,210,-18.0,6.0
9680,6,31,4,B6,383,LGA,1076,21.75,162,83.0,3.0
9681,6,23,3,AA,177,JFK,2586,17.42,143,,2.0
9682,5,4,3,AA,2079,ORD,1723,8.33,245,11.0,0.0
9683,6,16,3,OO,6397,SFO,363,15.53,82,60.0,1.0
9684,5,29,0,AA,1407,ORD,1745,12.33,255,28.0,0.0
9685,5,13,5,UA,518,ORD,412,16.3,86,282.0,0.0
9686,2,14,5,HA,132,OGG,121,9.08,36,-5.0,7.0
9687,6,21,1,UA,59,SFO,2367,9.08,319,-5.0,1.0
9688,1,12,2,AA,1359,ORD,606,11.33,120,,0.0
9689,3,19,6,OO,5494,SFO,199,10.38,65,44.0,1.0
9690,2,19,3,AA,860,ORD,235,21.92,64,58.0,0.0
9691,3,8,2,UA,186,SFO,2521,14.67,328,46.0,1.0
9692,3,2,3,AA,1169,ORD,1041,14.0,175,15.0,0.0
9693,7,15,5,UA,269,ORD,403,21.07,86,174.0,0.0
9694,7,1,5,B6,641,JFK,2586,8.17,379,-6.0,2.0
9695,4,18,0,UA,1477,ORD,1440,8.02,231,-32.0,0.0
9696,5,19,4,OO,5704,SJC,234,20.07,62,,4.0
9697,6,16,3,OO,5946,ORD,588,15.55,113,67.0,0.0
9698,5,15,0,B6,119,JFK,1182,14.83,193,8.0,2.0
9699,11,20,6,WN,3877,SJC,296,7.5,60,42.0,4.0
9700,0,29,2,OO,5567,SFO,158,16.08,59,106.0,1.0
9701,4,14,3,AA,566,SFO,1464,19.17,200,-1.0,1.0
9702,3,3,4,UA,955,SFO,447,15.92,87,-11.0,1.0
9703,10,30,0,OO,6108,SFO,77,11.13,43,-10.0,1.0
9704,2,20,4,AA,392,ORD,733,8.0,120,38.0,0.0
9705,2,29,6,UA,1463,ORD,1515,11.92,240,27.0,0.0
9706,0,20,0,WN,338,SFO,337,9.08,90,,1.0
9707,8,12,5,AA,1472,SFO,1846,14.08,250,89.0,1.0
9708,1,4,1,WN,3073,SMF,373,12.17,80,15.0,5.0
9709,1,22,5,UA,382,ORD,589,8.73,105,6.0,0.0
9710,11,23,2,B6,1436,SFO,354,16.08,84,16.0,1.0
9711,11,8,1,UA,580,ORD,622,10.42,113,-14.0,0.0
9712,6,20,0,AA,2099,ORD,1745,7.25,250,-1.0,0.0
9713,2,28,5,UA,634,ORD,719,7.63,119,3.0,0.0
9714,11,24,3,OO,5790,SFO,153,17.17,62,19.0,1.0
9715,0,15,2,UA,575,ORD,1721,15.25,268,100.0,0.0
9716,5,27,5,US,2132,LGA,185,15.0,70,48.0,3.0
9717,8,6,6,B6,137,JFK,1074,18.67,208,45.0,2.0
9718,8,24,3,WN,274,SMF,647,18.83,110,-11.0,5.0
9719,11,21,0,OO,6044,ORD,1118,9.83,189,65.0,0.0
9720,8,12,5,UA,722,ORD,589,16.17,113,17.0,0.0
