,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
934,N483UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
935,N483WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
936,N484UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
937,N484WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
938,N485UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
939,N485WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
940,N486AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
941,N486UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
942,N486WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
943,N487AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
944,N487UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
945,N487WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
946,N488UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
947,N488WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
948,N489UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
949,N489WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
950,N490AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
951,N490UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
952,N490WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
953,N491UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
954,N491WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
955,N492UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
956,N492WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
957,N493UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
958,N493WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
959,N494CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
960,N494UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
961,N494WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
962,N495CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
963,N495UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
964,N495WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
965,N496AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
966,N496UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
967,N496WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
968,N497UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
969,N497WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
970,N498CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
971,N498UA,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
972,N498WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
973,N499AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
974,N499WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
975,N500WR,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
976,N503JB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
977,N504JB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
978,N505JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
979,N506AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
980,N506JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
981,N507AY,2008,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
982,N507CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
983,N508AA,1975,Rotorcraft,BELL,206B,1,5,112,Turbo-shaft
984,N508AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
985,N508AY,2008,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
986,N508JB,2007,Fixed wing single engine,CIRRUS DESIGN CORP,SR22,1,4,NA,Reciprocating
987,N509AY,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
988,N509JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
989,N509SW,1990,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
990,N510JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
991,N510UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
992,N512AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
993,N512UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
994,N513AA,1990,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
995,N513AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
996,N513UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
997,N514AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
998,N514SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
999,N516AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1000,N516JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1001,N516UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1002,N517AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1003,N517JB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1004,N518AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1005,N519AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1006,N519JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1007,N519US,1986,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1008,N519UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1009,N520AA,1985,Fixed wing single engine,KILDALL GARY,FALCON-XP,1,2,NA,Reciprocating
1010,N520AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1011,N520JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1012,N520SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1013,N520UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1014,N520UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1015,N521JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1016,N521SW,1991,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1017,N521US,1986,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1018,N521UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1019,N521VA,2006,Fixed wing multi engine,AIRBUS,A319-115,2,147,NA,Turbo-fan
1020,N522SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1021,N522UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1022,N522US,1987,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1023,N522VA,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1024,N523AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1025,N523JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1026,N523UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1027,N523US,1987,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1028,N523UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1029,N523VA,2007,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1030,N524AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1031,N524JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1032,N524SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1033,N524UA,1990,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1034,N524UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1035,N524VA,2007,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1036,N525AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1037,N525SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1038,N525VA,2007,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1039,N526AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1040,N526SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1041,N526UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1042,N526VA,2008,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1043,N527AS,NA,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1044,N527SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1045,N527VA,2008,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1046,N528AA,NA,Fixed wing single engine,LAMBERT RICHARD,FALCON XP,1,2,NA,Reciprocating
1047,N528AS,2009,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1048,N528SW,1992,Fixed wing multi engine,BOEING,737-5H4,2,149,NA,Turbo-jet
1049,N528UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1050,N528VA,2008,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1051,N529AS,2010,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1052,N529JB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1053,N529UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1054,N529VA,2008,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1055,N530AS,2010,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1056,N530US,1988,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1057,N530VA,2008,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
1058,N531AS,2010,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1059,N531JB,NA,Fixed wing single engine,BARKER JACK L,ZODIAC 601HDS,1,2,NA,Reciprocating
1060,N532AS,2010,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1061,N532US,1988,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1062,N533AS,2011,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1063,N533US,1988,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1064,N53441,NA,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1065,N53442,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1066,N534AS,2011,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1067,N534JB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1068,N534US,1988,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1069,N534UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1070,N535AS,2011,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1071,N535JB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1072,N535UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1073,N535UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1074,N536AS,2012,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1075,N536JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1076,N536UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1077,N536UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1078,N537AS,2012,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1079,N537JB,2012,Rotorcraft,ROBINSON HELICOPTER CO,R66,1,5,NA,Turbo-shaft
1080,N537UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1081,N537UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1082,N538AS,2012,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1083,N538UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1084,N539US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1085,N539UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1086,N540US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1087,N540UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1088,N541US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1089,N541UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1090,N54241,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
1091,N542US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1092,N542UW,2009,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1093,N543UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1094,N543US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1095,N543UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1096,N544UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1097,N544US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1098,N544UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1099,N545AA,1976,Fixed wing single engine,PIPER,PA-32R-300,1,7,126,Reciprocating
1100,N545UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1101,N545US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1102,N545UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1103,N546AS,2005,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1104,N546US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1105,N546UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1106,N54711,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
1107,N547JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1108,N547UA,1991,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1109,N547US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1110,N547UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1111,N548AS,2005,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1112,N548CA,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1113,N548UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1114,N548US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1115,N548UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1116,N549AS,2005,Fixed wing multi engine,BOEING,737-8FH,2,149,NA,Turbo-fan
1117,N549CA,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1118,N549UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1119,N549US,1996,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1120,N549UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1121,N550AA,2003,Fixed wing multi engine,GULFSTREAM AEROSPACE,GV-SP (G550),2,20,NA,Turbo-fan
1122,N550NW,2001,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1123,N550UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1124,N550UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1125,N550WN,2001,Fixed wing multi engine,BOEING,737-76Q,2,149,NA,Turbo-fan
1126,N551AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1127,N551NW,2001,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1128,N551UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1129,N551UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1130,N551WN,2001,Fixed wing multi engine,BOEING,737-76Q,2,149,NA,Turbo-fan
1131,N552AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1132,N552JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1133,N552UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1134,N552UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1135,N552WN,2002,Fixed wing multi engine,BOEING,737-7BX,2,149,NA,Turbo-fan
1136,N553AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
1137,N553AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1138,N553NW,2001,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1139,N553UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1140,N553UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1141,N553WN,2002,Fixed wing multi engine,BOEING,737-7BX,2,149,NA,Turbo-fan
1142,N554AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
1143,N554CA,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
1144,N554JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1145,N554NW,2001,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1146,N554UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1147,N554WN,2002,Fixed wing multi engine,BOEING,737-7BX,2,149,NA,Turbo-fan
1148,N555AY,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1149,N555LV,2011,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
1150,N555NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1151,N556AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1152,N556JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1153,N556NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1154,N556UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1155,N556UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1156,N556WN,2011,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
1157,N557AA,1993,Fixed wing single engine,MARZ BARRY,KITFOX IV,1,2,NA,Reciprocating
1158,N557AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1159,N557NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
1160,N557UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1161,N557WN,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1162,N558AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1163,N558JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1164,N558UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1165,N558UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1166,N559AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
1167,N559AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1168,N559JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1169,N559UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1170,N559UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1171,N559WN,2002,Fixed wing multi engine,BOEING,737-73V,2,149,NA,Turbo-fan
1172,N560AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1173,N560UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1174,N560WN,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1175,N561AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
1176,N561JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1177,N561SW,1998,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1178,N561UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1179,N561UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1180,N562AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1181,N562JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1182,N562SW,1998,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1183,N562UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1184,N562UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1185,N562WN,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1186,N563AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1187,N563JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1188,N563SW,1998,Fixed wing multi engine,EMBRAER,EMB-120,2,32,NA,Turbo-prop
1189,N563UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1190,N563UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1191,N564AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1192,N564AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1193,N564JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1194,N564SW,1998,Fixed wing multi engine,EMBRAER,EMB-120,2,32,NA,Turbo-prop
1195,N564UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1196,N564UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1197,N565AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1198,N565AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1199,N565JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1200,N565SW,1998,Fixed wing multi engine,EMBRAER,EMB-120,2,32,NA,Turbo-prop
1201,N565UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1202,N565UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1203,N566AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1204,N566AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1205,N566JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1206,N566SW,1998,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1207,N566UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1208,N566UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1209,N567SW,1998,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1210,N567UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1211,N568AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1212,N568AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1213,N568JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1214,N568SW,1998,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1215,N568UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1216,N568UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
