,Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
5437,270,158,212,820,772
5438,187,150,203,865,822
5439,215,153,210,862,797
5440,197,158,231,823,762
5441,213,166,237,850,824
5442,211,146,203,789,722
5443,234,145,197,780,716
5444,203,158,228,827,784
5445,248,169,247,837,787
5446,243,140,187,757,727
5447,227,164,219,793,741
5448,267,170,242,815,730
5449,213,146,202,886,864
5450,253,148,205,776,699
5451,235,178,234,893,852
5452,255,154,224,804,747
5453,185,150,212,775,741
5454,238,150,188,827,760
5455,191,143,193,889,839
5456,230,150,203,798,751
5457,218,157,204,850,788
5458,247,182,225,881,822
5459,203,162,232,812,761
5460,277,170,232,884,787
5461,166,153,211,812,783
5462,257,149,220,809,780
5463,203,155,207,837,762
5464,225,139,197,832,787
5465,254,143,207,808,754
5466,255,156,207,842,780
5467,230,153,229,825,780
5468,243,152,214,791,766
5469,224,154,213,813,747
5470,284,147,210,754,690
5471,228,155,210,868,821
5472,240,137,193,751,709
5473,256,152,193,862,805
5474,237,153,208,858,816
5475,231,144,195,829,780
5476,265,158,233,810,752
5477,258,162,225,893,883
5478,223,164,225,762,717
5479,251,158,227,806,733
5480,224,158,239,761,719
5481,205,158,203,812,754
5482,232,153,204,840,783
5483,243,165,212,875,806
5484,280,155,222,786,742
5485,263,161,227,843,838
5486,226,144,200,791,753
5487,228,151,213,833,774
5488,200,158,217,866,829
5489,243,155,212,849,800
5490,250,154,227,861,843
5491,264,149,210,855,829
5492,231,155,219,851,817
5493,217,156,213,836,812
5494,247,159,232,783,719
5495,210,150,203,771,763
5496,198,145,202,817,794
5497,219,138,195,726,701
5498,248,170,230,846,780
5499,273,150,249,816,771
5500,237,154,224,869,805
5501,212,152,206,828,762
5502,212,162,219,858,821
5503,289,157,219,842,779
5504,220,157,220,839,787
5505,278,150,215,814,774
5506,231,150,206,821,770
5507,208,158,195,916,841
5508,230,148,230,800,744
5509,197,157,263,892,845
5510,240,140,200,772,733
5511,215,153,192,849,811
5512,215,145,198,857,806
5513,290,162,239,906,855
5514,216,156,210,791,747
5515,305,165,223,782,765
5516,220,154,231,802,768
5517,187,165,233,937,907
5518,230,155,228,828,804
5519,212,147,215,871,820
5520,192,150,201,823,767
5521,193,142,198,870,819
5522,255,163,227,843,818
5523,242,163,222,818,744
5524,274,160,223,868,804
5525,231,165,227,877,825
5526,210,149,193,801,756
5527,177,146,215,799,762
5528,198,155,206,848,821
5529,256,147,199,809,761
5530,177,147,200,819,755
5531,184,140,199,795,744
5532,237,151,216,808,775
5533,242,157,220,850,807
5534,238,147,203,842,780
5535,228,165,242,857,773
5536,235,150,213,789,734
5537,250,163,208,810,759
5538,240,150,213,790,765
5539,193,154,236,843,785
5540,229,142,196,736,708
5541,240,155,214,788,754
5542,228,153,213,821,804
5543,257,158,220,828,772
5544,241,158,216,853,784
5545,238,160,216,819,762
5546,260,150,202,852,792
5547,238,165,227,958,930
5548,185,147,198,857,817
5549,251,156,222,863,836
5550,262,147,203,771,723
5551,231,157,210,873,832
5552,178,160,220,863,837
5553,218,153,215,845,787
5554,225,161,233,836,781
5555,235,156,243,775,700
5556,212,153,212,860,838
5557,245,159,215,840,794
5558,242,154,236,834,763
5559,218,144,196,787,737
5560,240,167,235,878,827
5561,188,145,200,838,804
5562,223,156,219,806,757
5563,265,162,230,835,789
5564,255,160,230,873,811
5565,267,154,205,899,843
5566,225,153,215,831,799
5567,258,150,221,803,753
5568,270,159,248,826,765
5569,262,151,194,802,739
5570,235,142,199,821,745
5571,224,164,228,837,780
5572,245,149,210,830,775
5573,219,155,217,823,769
5574,194,144,199,832,790
5575,217,146,193,815,762
5576,207,153,203,851,793
5577,208,145,202,861,814
5578,219,160,217,871,827
5579,175,151,203,832,799
5580,225,150,212,846,811
5581,213,160,222,911,877
5582,228,159,210,841,783
5583,197,149,191,828,773
5584,236,163,236,875,804
5585,230,143,193,838,763
5586,210,154,213,815,759
5587,261,154,223,843,805
5588,273,148,214,810,753
5589,239,151,225,819,771
5590,233,152,212,828,787
5591,276,167,256,817,787
5592,241,158,216,863,833
5593,210,160,230,878,828
5594,213,154,220,836,781
5595,243,148,214,823,756
5596,230,147,208,811,752
5597,253,138,188,714,683
5598,190,155,221,783,732
5599,224,140,195,757,723
5600,265,152,212,804,742
5601,221,147,211,859,829
5602,220,152,204,819,764
5603,219,154,203,761,729
5604,207,139,196,814,754
5605,261,144,190,722,671
5606,231,145,203,786,734
5607,225,145,206,714,699
5608,215,152,188,871,813
5609,226,143,196,855,799
5610,279,154,205,812,774
5611,228,157,235,780,736
5612,235,143,206,780,741
5613,231,153,219,914,870
5614,245,158,216,819,768
5615,257,142,216,832,773
5616,244,148,224,837,789
5617,219,135,190,783,729
5618,221,152,213,840,787
5619,232,146,194,813,777
5620,241,150,210,815,762
5621,228,142,212,768,724
5622,225,145,208,820,764
5623,221,145,194,858,821
5624,250,165,239,902,858
5625,283,153,212,797,743
5626,246,150,214,836,783
5627,276,154,212,849,805
5628,203,152,202,801,759
5629,237,149,207,846,799
5630,223,142,212,783,733
5631,228,149,203,774,698
5632,230,162,215,821,773
5633,225,152,207,814,778
5634,235,153,196,857,805
5635,249,152,219,764,748
5636,253,152,203,880,808
5637,270,153,217,830,793
5638,180,143,180,801,762
5639,263,154,220,825,753
5640,238,154,223,811,778
5641,212,151,206,873,832
5642,219,146,194,805,755
5643,243,147,192,899,869
5644,239,142,192,769,742
5645,176,148,212,832,802
5646,259,147,211,760,739
5647,252,156,203,766,698
5648,243,164,248,801,748
5649,284,173,221,906,878
5650,199,155,215,889,846
5651,237,146,204,780,745
5652,240,163,219,890,831
5653,230,153,226,830,797
5654,197,138,182,809,749
5655,251,158,201,868,807
5656,205,160,220,794,755
5657,203,153,212,812,754
5658,197,151,205,841,777
5659,215,147,202,864,817
5660,250,159,225,818,749
5661,252,152,198,827,774
5662,203,135,179,825,764
5663,278,154,228,809,764
5664,221,153,205,916,854
5665,235,158,238,834,800
5666,196,142,196,762,728
5667,255,150,214,838,805
5668,241,153,233,788,724
5669,230,146,207,783,754
5670,213,170,229,896,813
5671,205,150,217,753,736
5672,243,149,210,790,745
5673,252,145,217,774,708
5674,202,146,202,789,752
5675,245,150,198,798,751
5676,223,157,210,845,811
5677,271,154,211,794,741
5678,246,158,214,914,875
5679,188,148,211,824,770
5680,239,160,230,896,848
5681,212,148,214,867,829
5682,291,153,215,751,703
5683,228,158,234,813,785
5684,248,148,202,807,750
5685,219,142,224,792,765
5686,225,146,223,850,806
5687,254,152,221,788,743
5688,253,158,215,776,726
5689,244,146,193,804,753
5690,249,157,212,866,820
5691,267,149,197,792,742
5692,185,142,187,863,847
5693,253,177,230,898,851
5694,228,163,224,858,819
5695,266,146,188,762,723
5696,169,147,188,870,831
5697,218,124,173,720,698
5698,224,153,219,857,813
5699,154,158,215,983,947
5700,240,152,210,804,735
5701,248,151,213,790,754
5702,195,170,233,924,869
5703,200,160,217,888,843
5704,218,160,222,878,818
5705,249,159,213,838,795
5706,277,148,200,812,740
5707,245,154,230,849,817
5708,237,145,195,821,766
5709,223,150,212,844,807
5710,277,145,210,797,726
5711,231,159,228,856,827
5712,223,160,227,894,851
5713,204,153,208,895,830
5714,227,161,233,825,794
5715,298,163,246,790,744
5716,213,163,231,832,783
5717,261,144,192,812,755
5718,245,161,220,807,747
5719,274,153,224,842,781
5720,230,142,188,804,777
5721,263,144,220,751,680
5722,239,159,222,890,851
5723,234,149,195,773,736
5724,251,154,202,819,755
5725,269,152,225,808,748
5726,251,148,215,815,764
5727,273,143,193,785,738
5728,254,154,217,815,773
5729,267,169,239,795,740
5730,205,150,210,820,765
5731,257,162,226,880,809
5732,265,148,196,841,794
5733,234,154,218,797,726
5734,265,157,225,818,737
5735,242,151,207,828,797
5736,263,154,217,838,789
5737,196,154,196,751,720
5738,217,150,203,782,723
5739,245,168,203,936,892
5740,189,166,217,926,870
5741,233,159,202,830,785
5742,215,156,211,832,777
5743,227,150,211,826,803
5744,217,145,205,822,773
5745,276,162,237,892,830
5746,250,146,190,800,729
5747,240,154,211,851,803
5748,190,161,247,856,826
5749,297,160,208,840,795
5750,227,133,182,812,758
5751,207,155,210,822,756
5752,217,155,205,768,713
5753,253,155,211,803,763
5754,224,149,210,805,773
5755,270,158,223,827,767
5756,259,148,183,798,731
5757,232,156,205,851,802
5758,233,167,225,820,773
5759,276,158,222,855,804
5760,255,154,210,858,804
5761,282,159,215,801,720
5762,260,156,210,860,783
5763,299,171,238,875,834
5764,237,172,225,869,811
5765,202,139,189,777,741
5766,227,156,210,821,757
5767,302,160,212,898,853
5768,200,163,213,834,778
5769,252,157,217,947,896
5770,260,157,220,855,795
5771,246,162,205,841,807
5772,280,164,237,850,793
5773,258,170,229,873,813
5774,193,159,210,911,847
5775,237,153,202,825,804
5776,205,159,221,859,820
5777,215,150,194,906,884
5778,199,153,196,864,803
5779,201,154,214,858,797
5780,256,150,202,830,773
5781,208,151,192,825,784
5782,208,158,205,817,755
5783,228,155,192,873,824
5784,177,163,205,906,846
5785,226,149,189,794,741
5786,226,151,217,798,753
5787,230,153,205,843,793
5788,278,160,238,830,777
5789,213,152,229,832,780
5790,231,158,212,842,796
5791,227,172,239,912,875
5792,244,163,240,848,804
5793,254,145,209,808,793
5794,241,156,224,876,833
5795,248,154,216,783,737
5796,223,164,228,824,753
5797,251,157,219,832,799
5798,262,160,230,850,799
5799,248,148,200,741,686
5800,245,155,205,844,792
5801,192,162,210,848,821
5802,237,139,199,772,747
5803,208,148,210,822,803
5804,242,164,230,781,748
5805,280,162,225,838,788
5806,225,148,232,842,774
5807,221,157,202,873,805
5808,272,156,225,896,824
5809,183,138,179,828,766
5810,254,143,202,811,758
5811,203,147,195,867,815
5812,202,148,194,772,714
5813,221,158,222,908,857
5814,264,162,238,864,836
5815,221,155,207,837,797
5816,228,163,230,898,826
5817,185,164,238,902,873
5818,190,170,242,870,807
5819,256,180,236,843,778
5820,263,163,229,822,743
5821,216,155,208,810,765
5822,255,163,217,822,769
5823,274,157,225,884,867
5824,270,156,227,857,784
5825,213,144,203,825,781
5826,240,154,206,801,744
5827,246,147,196,825,776
5828,212,158,205,846,794
5829,233,151,217,794,736
5830,249,153,218,839,800
5831,226,155,190,842,795
5832,226,157,222,802,764
5833,189,165,237,819,794
5834,220,153,205,809,752
5835,235,164,218,824,786
5836,248,160,217,841,802
5837,230,158,211,822,776
5838,217,159,220,804,760
5839,251,151,204,801,770
5840,235,153,220,811,759
5841,237,153,210,828,773
5842,209,144,205,839,793
5843,241,169,225,804,758
5844,157,156,190,904,864
5845,199,163,208,790,734
5846,252,165,225,818,773
5847,253,145,193,804,768
5848,280,148,200,787,755
5849,254,147,208,772,703
5850,227,152,210,808,744
5851,230,156,216,887,843
5852,217,166,223,912,880
5853,249,155,202,887,819
5854,218,145,201,840,804
5855,244,151,217,870,812
5856,266,152,214,868,823
5857,243,157,213,919,847
5858,240,152,212,812,768
5859,263,163,220,816,768
5860,207,137,193,811,768
5861,220,154,215,859,806
5862,282,165,216,828,781
5863,241,148,212,808,779
5864,244,155,205,847,784
5865,278,159,215,760,677
5866,215,162,213,890,850
5867,188,156,192,812,770
5868,249,164,210,896,857
5869,218,154,216,862,824
5870,217,153,197,850,799
5871,257,149,208,778,751
5872,212,147,205,875,820
5873,234,158,208,890,842
5874,267,171,239,877,844
5875,279,151,201,754,714
5876,185,153,186,926,872
5877,199,146,197,859,819
5878,196,154,222,897,871
5879,198,157,227,896,847
5880,232,164,225,864,829
5881,277,156,226,868,834
5882,248,155,222,878,825
5883,228,156,200,902,838
5884,256,159,216,768,724
5885,226,134,182,739,705
5886,219,143,210,820,790
5887,203,145,193,841,778
5888,240,153,223,823,769
5889,219,153,211,890,841
5890,234,162,220,797,738
5891,187,157,215,827,799
5892,298,161,221,834,776
5893,234,162,221,862,810
5894,263,160,198,896,845
5895,204,160,210,868,801
5896,206,170,232,933,861
5897,229,153,202,727,695
5898,258,168,210,785,709
5899,212,151,202,804,758
5900,226,146,193,805,767
5901,253,144,210,798,751
5902,220,163,217,865,816
5903,268,159,218,808,765
5904,241,156,219,800,757
5905,221,153,210,828,785
5906,203,167,212,900,853
5907,252,154,206,794,753
5908,252,154,208,760,726
5909,277,148,218,782,720
5910,258,160,233,867,837
5911,208,155,203,797,753
5912,247,152,202,812,779
5913,249,143,201,818,768
5914,249,140,198,780,719
5915,255,157,225,830,771
5916,239,170,241,909,857
5917,260,153,205,750,688
5918,221,154,215,798,759
5919,221,149,213,774,735
5920,243,135,184,783,740
5921,252,148,224,786,725
5922,237,157,215,803,765
5923,260,147,191,809,765
5924,287,158,215,755,708
5925,208,161,223,926,865
5926,203,146,189,844,790
5927,287,142,192,843,788
5928,261,161,221,860,802
5929,276,158,202,897,858
5930,254,152,224,807,795
5931,258,162,221,810,746
5932,279,154,218,839,804
5933,245,152,214,843,797
5934,272,154,215,822,767
5935,272,167,228,828,753
5936,254,152,204,785,761
5937,276,169,242,842,807
5938,212,150,208,777,759
5939,218,140,188,833,789
5940,233,160,225,850,817
5941,256,151,199,871,828
5942,192,150,207,775,746
5943,252,162,211,832,805
5944,274,162,225,809,793
5945,246,137,198,718,691
5946,238,152,216,797,774
5947,230,153,197,908,880
5948,240,148,204,803,782
5949,250,160,232,853,804
5950,239,153,205,752,698
5951,278,163,217,876,823
5952,246,157,220,879,857
5953,174,154,192,820,767
5954,224,153,199,821,766
5955,257,151,222,756,709
5956,263,136,197,798,757
5957,233,140,200,760,745
5958,240,163,226,825,780
5959,179,154,220,817,778
5960,257,154,210,757,731
5961,263,160,206,782,737
5962,223,160,214,791,734
5963,198,168,218,877,824
5964,220,159,226,718,689
5965,277,183,254,829,785
5966,234,151,204,795,765
5967,284,153,220,772,726
5968,227,146,183,802,740
5969,220,149,200,816,770
5970,272,163,212,761,728
5971,198,156,215,837,810
5972,310,146,201,830,786
5973,267,158,208,792,749
5974,261,148,211,763,734
5975,253,167,221,877,857
5976,240,147,205,825,790
5977,259,153,207,806,738
5978,195,153,204,936,893
5979,211,147,205,797,769
5980,206,150,195,839,797
5981,263,166,216,821,794
5982,254,141,194,788,761
5983,284,153,215,792,757
5984,259,150,203,819,794
5985,210,146,188,785,753
5986,260,155,230,771,754
5987,202,156,215,868,802
5988,207,160,211,875,820
5989,266,153,211,783,748
5990,193,142,186,847,807
5991,289,162,217,849,802
5992,224,159,203,805,738
5993,268,180,225,914,858
5994,217,167,212,869,807
5995,193,148,220,821,768
5996,255,170,218,839,769
5997,220,169,227,827,756
5998,242,143,203,782,747
5999,199,155,203,879,845
6000,264,163,222,828,798
6001,234,164,235,825,774
6002,234,161,222,862,814
6003,245,157,222,848,784
6004,208,162,212,893,814
6005,260,169,226,825,790
6006,293,156,200,770,727
6007,278,154,203,802,761
6008,220,168,249,830,781
6009,224,162,216,807,763
6010,204,145,188,778,728
6011,252,158,205,883,866
6012,254,170,231,876,823
6013,232,143,201,802,753
6014,221,154,202,841,826
6015,230,161,225,802,747
6016,173,154,204,810,766
6017,226,164,215,865,830
6018,279,155,228,832,771
6019,231,146,216,761,753
6020,221,172,224,792,723
6021,203,160,221,866,829
6022,204,157,210,910,849
6023,217,166,218,880,833
6024,244,161,207,807,762
6025,242,162,227,868,828
6026,214,153,213,765,745
6027,236,158,198,788,743
6028,271,153,201,764,723
6029,230,155,211,831,741
6030,240,149,179,761,712
6031,275,165,217,881,851
6032,220,144,201,794,762
6033,235,165,216,898,848
6034,220,167,229,835,808
6035,187,153,225,828,783
6036,243,176,224,860,834
6037,264,160,236,834,776
6038,203,152,202,805,764
6039,226,166,220,922,843
6040,243,176,240,898,867
6041,267,150,211,799,752
6042,223,142,195,784,738
6043,265,150,203,768,734
6044,262,159,210,780,716
6045,260,143,207,773,751
6046,293,157,205,775,731
6047,275,155,221,819,775
6048,208,150,210,825,791
6049,227,150,210,864,830
6050,296,155,210,799,768
6051,259,152,202,812,757
6052,228,175,242,902,853
6053,267,152,210,801,737
6054,222,158,219,855,815
6055,193,154,203,907,883
6056,245,155,200,870,821
6057,241,155,233,785,781
6058,197,143,204,805,767
6059,283,155,211,772,722
6060,219,140,177,777,733
6061,253,149,213,774,746
6062,256,150,207,848,812
6063,210,162,223,856,779
6064,274,157,202,818,732
6065,204,159,213,846,793
6066,222,146,199,786,763
6067,243,154,210,820,783
