,acromialheight,axillaheight,bideltoidbreadth,buttockcircumference,buttockkneelength,buttockpopliteallength,cervicaleheight,chestcircumference,chestheight,earprotrusion,footbreadthhorizontal,forearmcircumferenceflexed,handlength,headbreadth,heelbreadth,hipbreadth,iliocristaleheight,interscyeii,lateralfemoralepicondyleheight,lateralmalleolusheight,neckcircumferencebase,radialestylionlength,shouldercircumference,shoulderelbowlength,sleeveoutseam,thighcircumference,thighclearance,verticaltrunkcircumferenceusa,waistcircumference,waistdepth,wristheight,BMI
848,1498,1393,558,1103,654,525,1591,1163,1341,24,109,339,211,155,82,368,1108,487,512,80,465,297,1301,380,632,688,203,1779,1058,278,873,31.200028873449288
849,1537,1434,505,1051,684,569,1643,1045,1376,23,108,303,208,156,78,353,1166,465,519,79,422,294,1171,396,645,644,185,1737,954,248,885,25.96330309445277
850,1476,1359,505,996,635,516,1546,1056,1315,25,108,296,194,153,78,353,1075,446,488,66,427,263,1162,369,587,626,172,1737,985,248,878,26.596769362510237
851,1448,1349,498,1038,628,514,1540,1078,1310,25,99,331,192,167,70,346,1072,431,494,65,430,270,1174,356,585,669,188,1706,954,247,871,28.27981755242455
852,1446,1348,472,995,635,519,1528,1022,1283,23,98,302,187,153,76,341,1083,436,497,77,449,270,1120,364,572,611,179,1669,935,223,864,26.36746554454556
853,1493,1367,547,1093,638,520,1568,1165,1316,25,104,323,198,161,68,367,1084,458,479,68,457,256,1225,361,583,673,194,1842,1143,303,908,31.061762877817092
854,1427,1309,481,997,613,502,1509,1040,1266,23,100,300,182,151,68,336,1029,452,467,79,424,263,1120,356,586,616,181,1708,970,246,849,27.512126664243922
855,1412,1306,525,1102,633,522,1500,1142,1246,22,100,331,194,157,71,373,1037,464,464,74,455,261,1211,364,583,648,171,1741,1068,273,822,31.36561283313061
856,1401,1281,554,1106,610,492,1483,1226,1259,22,97,337,187,149,70,375,1051,476,464,65,475,278,1307,387,607,673,188,1713,1044,251,783,33.66280601442134
857,1519,1405,529,1105,674,563,1607,1126,1358,20,105,329,205,158,81,357,1113,480,489,70,460,282,1250,381,619,675,191,1816,1044,274,887,31.242074509935193
858,1421,1316,516,972,603,481,1522,1044,1260,25,107,312,194,163,67,336,1049,432,475,78,453,260,1198,364,587,559,159,1610,888,223,821,25.295123145198183
859,1453,1337,503,1012,627,504,1544,1094,1296,27,106,322,195,157,67,345,1094,478,503,74,462,274,1212,374,605,631,180,1706,893,223,835,27.584324141402373
860,1473,1358,543,1001,633,515,1563,1118,1330,21,100,336,204,153,74,322,1084,483,511,75,456,272,1270,368,609,618,181,1715,948,256,862,28.51684094993724
861,1459,1350,520,1052,609,496,1545,1026,1293,21,93,329,186,153,63,366,1056,476,487,69,448,266,1180,352,580,628,180,1692,952,236,875,26.611397164407787
862,1500,1380,495,1018,632,514,1591,1060,1350,24,112,322,207,147,76,343,1120,442,522,83,411,280,1161,382,624,602,166,1683,924,234,872,25.570762425191685
863,1423,1309,510,994,598,484,1500,1084,1235,23,97,288,183,157,73,341,1066,462,498,88,425,235,1181,359,560,614,169,1674,992,220,866,26.565524787475802
864,1417,1295,503,1012,584,468,1486,1099,1237,24,96,300,188,146,64,353,1008,448,484,73,432,272,1157,359,587,599,172,1688,994,233,829,27.938689641217238
865,1512,1403,507,1005,633,515,1605,1054,1348,24,104,313,197,154,74,351,1098,462,512,80,457,281,1157,381,610,597,178,1756,991,252,888,26.009691879599828
866,1462,1334,549,1047,615,501,1530,1070,1305,19,104,326,190,154,67,361,1075,439,493,69,462,268,1194,360,580,648,184,1664,928,227,877,28.31256169297563
867,1438,1315,514,1071,613,500,1518,1101,1257,18,105,331,197,160,75,355,1048,444,496,80,453,259,1202,364,580,654,189,1715,977,256,859,28.60176572518652
868,1466,1365,551,1088,650,507,1572,1103,1326,21,106,337,207,153,81,364,1085,470,502,63,482,279,1279,373,596,658,206,1748,1052,259,870,31.08491879179812
869,1478,1365,528,1052,621,499,1536,1009,1314,28,109,327,196,164,78,344,1062,436,496,79,472,265,1200,352,579,647,185,1726,921,233,899,28.407062090854996
870,1455,1335,504,1016,640,525,1536,1015,1306,19,101,300,198,150,74,351,1074,454,500,75,406,275,1148,362,600,600,170,1641,889,211,846,25.66503099173553
871,1534,1415,525,1030,667,549,1618,1117,1376,26,97,307,196,157,66,350,1156,467,530,80,420,275,1205,389,630,624,188,1696,1020,263,912,26.705963835746946
872,1409,1297,477,968,605,493,1492,1033,1261,27,104,278,193,153,66,347,1043,425,479,74,415,271,1098,348,586,574,166,1575,931,229,816,24.41169153732461
873,1475,1360,548,1073,680,548,1572,1206,1304,27,110,324,206,177,78,354,1070,545,521,75,475,276,1275,360,597,688,190,1747,1138,303,882,34.269021592636236
874,1432,1319,539,1081,612,493,1525,1113,1272,21,101,327,181,147,71,365,1043,487,498,75,446,265,1228,363,589,674,195,1702,1063,274,848,31.02993498921232
875,1341,1233,473,968,574,460,1406,1069,1179,24,95,290,176,154,73,338,965,445,449,70,427,238,1100,335,532,589,182,1568,932,231,804,27.794143777646852
876,1415,1302,502,1036,589,471,1498,1048,1253,22,100,294,186,155,72,341,1032,452,484,78,431,241,1200,355,569,647,186,1725,972,239,837,27.487459052060327
877,1457,1335,503,1006,636,521,1516,1038,1242,22,98,300,179,153,75,351,1058,397,474,81,386,262,1131,351,581,616,181,1697,941,224,874,26.12630466376007
878,1422,1294,534,1020,603,491,1500,1125,1271,23,96,313,194,153,68,357,1039,478,478,83,454,251,1225,349,561,598,182,1679,1001,248,853,28.14040840297064
879,1461,1366,470,1003,633,523,1552,1028,1317,23,99,291,205,153,66,341,1105,452,523,80,404,279,1138,371,601,607,162,1638,905,235,863,25.48397305943676
880,1496,1370,519,1051,646,520,1580,1140,1330,23,107,308,195,155,71,361,1100,451,520,79,466,277,1199,381,615,643,184,1743,1079,274,882,29.502304136112176
881,1418,1315,498,1022,631,506,1496,1043,1278,20,109,307,204,151,82,334,1074,415,487,71,421,283,1138,383,621,608,186,1591,900,234,800,27.729552469135804
882,1378,1277,500,1002,594,476,1476,1022,1233,24,98,287,190,153,68,341,1028,460,483,70,427,273,1156,355,585,611,176,1622,961,247,786,26.640675763482786
883,1413,1316,522,989,622,511,1502,1077,1285,23,100,325,200,156,78,336,1048,465,480,73,442,273,1212,342,572,616,183,1611,915,224,843,27.672350073499487
884,1361,1255,460,880,568,469,1438,879,1213,23,94,277,188,154,72,301,981,448,456,67,394,259,1082,339,569,522,160,1532,720,177,794,20.70021892809396
885,1471,1347,551,1103,618,484,1563,1178,1325,22,105,348,204,159,76,367,1071,445,498,80,452,267,1274,378,605,722,212,1792,1060,260,859,32.88980419187569
886,1458,1345,518,1069,607,485,1543,1076,1297,23,99,325,198,153,70,386,1081,471,502,77,458,266,1211,362,580,647,184,1701,980,238,876,27.901751036839013
887,1520,1405,538,1025,643,513,1609,1114,1379,24,108,328,203,157,78,344,1128,475,515,70,439,273,1232,367,597,639,188,1720,958,231,922,27.28907106196425
888,1397,1290,537,1026,603,484,1472,1143,1245,23,100,320,191,155,77,358,1020,478,467,70,480,246,1208,349,563,599,167,1697,1054,276,839,30.26328718665386
889,1438,1323,501,973,618,501,1538,1057,1275,22,102,332,201,148,73,334,1085,475,513,78,443,260,1195,363,577,579,164,1645,914,236,862,25.23965799471709
890,1510,1376,549,1087,644,515,1584,1149,1308,23,102,328,215,160,74,362,1115,460,529,83,458,289,1248,387,634,681,190,1765,1021,253,863,30.3865097253527
891,1535,1422,488,991,661,544,1621,978,1348,26,102,304,205,157,78,350,1122,466,514,68,448,291,1163,395,651,596,167,1664,861,217,908,23.93022213438484
892,1330,1196,511,984,588,468,1398,1076,1156,25,91,302,173,147,66,336,964,457,433,61,449,242,1159,336,537,571,186,1613,1046,276,784,29.781206629427928
893,1364,1258,512,1028,625,515,1437,1089,1211,29,107,311,197,151,74,347,1016,416,477,72,419,270,1165,352,572,626,172,1569,981,248,779,30.628538249383077
894,1559,1428,539,1062,651,525,1617,1160,1360,22,99,301,186,166,70,378,1141,481,521,73,455,278,1202,378,619,638,181,1773,1050,260,934,27.45789189657969
895,1495,1392,483,975,620,513,1573,1012,1342,25,108,302,202,156,69,344,1084,443,504,78,407,268,1129,378,610,574,155,1724,947,251,893,23.543556032001103
896,1430,1326,483,953,605,491,1498,961,1276,19,105,275,192,146,71,343,1058,445,485,73,394,262,1120,362,583,563,159,1614,930,244,836,23.933595517536308
897,1388,1277,554,1124,599,459,1470,1186,1236,24,107,361,195,161,74,380,1009,489,483,73,502,249,1293,344,562,706,206,1722,1094,268,841,36.091176351867254
898,1480,1348,509,1092,637,523,1552,1137,1308,24,98,321,199,156,76,385,1100,452,505,75,458,288,1160,389,640,657,193,1685,1099,274,835,30.406062659680142
899,1466,1340,479,984,622,513,1543,999,1326,19,107,308,208,150,75,333,1063,427,487,77,425,262,1128,353,574,586,172,1722,908,236,884,25.507601265177026
900,1460,1349,499,993,641,527,1541,1027,1308,20,99,312,199,156,79,327,1112,435,509,73,428,295,1156,389,643,611,180,1674,952,263,826,25.44461953365807
901,1441,1315,514,998,599,485,1502,1076,1259,23,95,308,189,158,82,341,1035,432,474,76,449,264,1150,351,584,610,178,1681,922,239,873,27.471467588324426
902,1273,1166,462,948,539,430,1324,997,1139,29,96,276,173,155,78,321,923,402,450,57,413,246,1048,321,536,610,183,1532,966,245,740,28.396631123050355
903,1426,1322,489,943,604,490,1492,1007,1266,25,100,300,190,154,72,323,1040,446,465,67,436,260,1151,367,588,545,163,1623,823,195,840,23.6734693877551
904,1472,1365,503,1000,648,535,1557,1003,1302,25,98,291,197,147,74,355,1108,460,528,78,431,287,1142,377,618,598,164,1641,920,225,848,23.82693557302381
905,1361,1268,494,974,606,480,1469,1027,1249,19,94,310,180,154,70,326,1026,412,491,76,418,272,1131,359,593,581,170,1586,956,262,796,26.31908071505437
906,1464,1349,535,1113,668,548,1559,1143,1315,25,113,340,203,157,78,371,1091,494,526,71,463,278,1265,409,629,701,190,1702,1051,282,828,32.531328881481556
907,1436,1334,505,950,619,504,1523,1009,1279,28,101,283,193,153,74,337,1074,467,510,80,434,269,1182,372,604,576,167,1568,878,210,826,22.99698476947973
908,1388,1277,511,1024,624,501,1468,1052,1262,22,98,302,190,152,73,358,1053,471,506,75,448,268,1168,377,605,628,180,1532,976,241,780,27.577854671280278
909,1375,1256,564,1012,602,481,1462,1272,1211,26,108,358,198,153,74,350,1014,493,476,77,507,249,1300,358,565,583,167,1604,1013,252,792,33.30153912702995
910,1349,1256,513,1065,585,460,1445,1094,1204,25,100,341,188,161,74,357,997,445,468,73,436,265,1210,336,551,658,201,1657,969,240,793,31.75547845586988
911,1359,1213,555,1037,574,448,1422,1134,1191,30,110,333,192,170,72,344,982,467,460,73,455,244,1220,346,559,659,194,1673,996,260,812,33.450336314951386
912,1353,1244,559,1032,572,457,1432,1135,1205,28,94,318,190,166,76,353,997,460,475,72,453,267,1231,344,574,607,183,1632,1041,259,786,31.40887610414918
913,1474,1362,508,972,626,511,1543,983,1332,23,98,317,201,155,74,335,1124,442,496,78,425,283,1172,373,615,579,174,1681,838,218,876,24.29751593631193
914,1372,1277,504,982,587,476,1454,1073,1216,27,93,294,183,158,68,337,1025,460,472,74,453,257,1147,357,588,597,170,1561,947,242,802,26.966187161617704
915,1390,1275,536,1033,578,460,1464,1125,1229,28,102,310,175,166,75,350,1011,487,489,75,448,253,1204,342,567,646,188,1692,1043,268,832,31.41868512110727
916,1438,1335,513,968,612,501,1523,1021,1296,24,108,304,198,158,78,332,1087,466,500,77,436,276,1187,363,597,578,173,1587,851,206,831,24.902395272765652
917,1390,1281,495,1053,611,491,1464,1042,1227,25,103,302,181,157,69,358,1015,450,458,73,445,252,1146,345,550,635,184,1628,1004,260,830,29.376560309154957
918,1529,1419,546,1122,652,525,1594,1148,1387,20,105,343,197,161,76,383,1124,462,516,77,468,271,1258,363,585,689,195,1821,1043,256,958,31.345245701779515
919,1375,1260,501,1040,597,491,1463,1092,1236,22,101,312,181,162,78,343,1027,468,479,78,438,262,1150,347,571,633,183,1674,982,252,815,29.51589756140976
920,1464,1362,482,898,626,510,1556,922,1321,22,100,281,195,159,75,316,1100,457,510,76,441,270,1139,387,613,537,156,1588,840,212,848,21.79827008928571
921,1419,1317,476,931,590,481,1505,899,1260,25,102,281,178,152,72,328,1047,440,487,69,415,267,1106,364,590,533,166,1564,827,198,830,21.825611042363946
922,1370,1241,520,1013,600,478,1452,1087,1222,27,105,327,190,154,74,340,1030,482,477,78,418,261,1211,368,602,616,187,1642,951,241,777,30.04627125773691
923,1460,1351,550,1058,638,526,1558,1166,1306,26,100,344,197,163,73,362,1087,492,509,70,474,281,1281,375,604,658,194,1750,1047,268,846,31.61142354215129
924,1433,1333,503,1045,608,487,1519,1047,1274,24,97,302,190,160,72,360,1057,440,487,65,456,266,1148,361,588,647,181,1703,1001,272,843,27.951719519987112
925,1444,1323,552,1131,616,503,1520,1148,1306,22,110,329,203,152,78,382,1044,485,480,79,463,274,1271,361,589,735,208,1833,1086,285,851,33.39339884404517
926,1417,1307,506,1049,601,483,1490,1051,1247,21,100,330,187,158,74,355,1019,421,475,75,435,252,1150,363,581,629,178,1727,1059,263,831,29.63138949648538
927,1533,1410,537,1070,646,516,1636,1132,1368,27,108,347,190,157,77,356,1108,477,506,73,472,266,1245,368,582,680,185,1815,978,253,926,29.417390295510806
928,1427,1323,548,1080,617,500,1519,1069,1287,23,101,313,191,157,71,368,1059,450,482,80,447,269,1231,361,586,677,189,1685,957,227,848,29.42678014739064
929,1467,1367,477,942,592,480,1537,907,1324,21,105,296,187,152,67,334,1071,398,486,76,417,267,1100,357,586,554,164,1673,773,193,880,21.13866296369768
930,1405,1289,547,1012,605,486,1493,1163,1259,24,102,328,190,151,71,338,1044,487,493,77,449,253,1299,360,581,657,188,1651,936,215,809,30.189047888310018
931,1405,1298,588,1124,600,479,1496,1243,1248,23,101,325,193,172,86,370,1028,515,496,67,480,277,1347,349,586,709,196,1726,1112,293,813,36.2832235445136
932,1428,1310,517,992,611,491,1518,1074,1283,26,99,323,197,157,71,342,1074,451,501,72,438,274,1206,373,603,628,184,1607,941,227,832,27.18371840376432
933,1358,1241,499,1010,574,456,1421,993,1193,27,102,288,176,166,70,341,994,402,457,67,414,245,1119,346,545,611,172,1595,867,216,811,27.07214399767745
934,1346,1243,467,894,569,467,1432,940,1209,23,99,279,174,157,61,312,976,433,457,65,392,246,1093,345,558,505,151,1524,766,197,783,21.535048562075588
935,1464,1351,530,998,618,504,1527,1024,1302,26,108,302,197,162,84,343,1065,451,498,62,473,276,1192,377,623,598,181,1664,946,244,852,26.276201046658073
936,1424,1312,534,1003,607,484,1525,1151,1260,24,100,319,198,153,74,351,1061,488,494,74,449,268,1260,360,587,619,186,1669,951,237,815,30.13063807522693
937,1419,1307,543,972,610,494,1502,1133,1272,21,103,345,190,158,77,335,1036,485,494,70,468,276,1275,371,590,614,184,1615,930,239,818,29.54126159713467
938,1393,1293,496,925,562,456,1453,1017,1227,27,104,297,193,154,71,324,1035,455,490,72,434,267,1162,349,574,543,159,1556,822,193,806,23.898830841284198
939,1409,1309,506,989,589,477,1486,1027,1254,26,104,317,193,157,72,337,1034,470,471,74,412,249,1168,350,554,598,170,1632,908,220,841,25.686674811385465
940,1483,1354,570,1126,644,518,1557,1219,1348,21,100,346,197,154,80,374,1099,495,505,75,488,279,1296,372,599,677,194,1781,1082,274,877,33.03304129191277
941,1384,1271,478,1000,584,469,1438,1043,1228,26,97,303,185,153,70,352,1009,385,460,71,423,257,1099,346,565,618,179,1650,898,210,815,27.64804327420161
942,1463,1351,502,1044,625,495,1548,1042,1299,26,101,301,190,154,67,363,1079,465,486,79,406,262,1178,363,590,631,172,1682,909,237,871,26.31223963499306
943,1410,1287,501,1033,613,496,1486,1051,1266,30,99,300,187,168,68,350,1035,452,465,79,450,263,1153,366,583,634,191,1713,1010,250,796,28.734003927539344
944,1351,1252,484,953,564,457,1432,1009,1192,24,94,295,177,153,62,328,982,444,460,69,442,246,1129,345,550,569,167,1602,860,207,797,24.62909333927377
945,1386,1264,482,963,587,463,1471,1072,1246,20,98,332,187,150,69,310,1044,460,477,77,440,256,1127,349,567,601,187,1670,938,239,821,27.987967257550764
946,1457,1348,482,961,611,506,1535,1011,1275,18,93,286,183,156,67,343,1076,429,498,73,433,265,1109,355,585,590,166,1675,875,240,876,23.79261363636364
947,1437,1340,502,985,587,475,1519,1023,1282,28,107,308,201,151,65,332,1065,441,503,84,424,265,1160,353,579,588,178,1638,836,200,860,24.849651591852652
948,1377,1279,544,1128,597,476,1465,1152,1256,23,95,319,184,147,75,376,1003,473,470,73,490,255,1211,325,527,700,201,1796,1155,324,857,34.524781483185976
949,1479,1382,524,1021,645,533,1561,1036,1337,26,95,284,185,156,70,352,1103,431,507,76,425,273,1199,384,617,595,171,1692,1007,262,861,26.60229324140901
950,1367,1252,452,906,561,456,1443,872,1205,23,91,270,180,154,61,319,983,387,458,78,412,242,1035,330,530,531,150,1542,778,187,828,21.10193826781718
951,1416,1289,552,1096,606,477,1492,1167,1280,29,108,324,188,149,77,367,998,467,477,71,490,252,1239,348,538,662,196,1813,1129,290,880,32.07723175128251
952,1632,1511,515,1009,677,555,1715,995,1428,19,107,331,220,155,67,374,1218,482,575,80,452,320,1233,416,697,559,162,1796,880,204,919,23.20734273079793
953,1414,1284,561,1099,613,491,1487,1168,1248,19,112,332,195,161,77,370,1011,481,469,75,448,246,1266,357,568,685,199,1802,1034,265,851,33.67395064711323
954,1557,1415,556,1104,652,530,1632,1213,1373,29,103,348,194,162,76,366,1143,461,533,83,481,284,1290,381,625,672,202,1859,1036,276,924,32.24069363302485
955,1523,1415,488,948,622,502,1597,949,1345,30,95,290,204,157,60,354,1126,411,532,83,436,282,1123,382,614,538,163,1652,815,194,901,20.617964771988802
956,1524,1412,559,1114,647,521,1604,1157,1371,24,99,349,188,153,74,370,1123,475,525,86,463,266,1290,369,591,720,215,1776,1008,256,940,30.91727187396985
957,1516,1395,506,997,620,507,1590,1035,1351,20,107,295,193,164,66,347,1100,415,517,69,423,288,1135,371,625,616,173,1746,924,223,894,24.56320218719296
958,1403,1276,509,1011,599,481,1487,1037,1242,26,102,327,194,158,74,336,1027,460,477,72,455,270,1196,352,580,642,187,1633,939,235,811,28.433960372882485
959,1614,1504,526,1016,676,556,1701,1099,1452,25,107,324,207,145,76,364,1208,434,572,84,459,292,1223,397,638,652,190,1813,1030,253,962,27.534516765286003
960,1335,1233,508,991,593,480,1420,1038,1203,22,97,328,186,153,75,329,1005,426,472,61,422,265,1187,335,555,638,190,1545,909,225,786,29.14430310970834
961,1472,1366,537,1107,639,498,1537,1066,1314,25,107,324,185,148,76,373,1087,451,501,75,464,260,1205,356,581,686,202,1691,995,248,898,30.50580106249473
962,1370,1271,489,960,584,466,1461,1048,1225,24,107,315,200,152,68,326,1010,420,476,72,416,266,1133,346,569,581,172,1606,876,211,801,26.581772658428765
963,1320,1220,509,1010,572,453,1391,1003,1165,29,100,303,190,154,77,340,979,425,454,73,412,252,1141,336,547,660,191,1587,933,235,777,28.968186561188087
964,1313,1182,533,1157,584,459,1404,1137,1163,27,110,325,186,155,80,392,945,495,447,73,472,243,1230,319,513,743,211,1700,1105,284,801,36.9608291418991
965,1378,1275,543,1003,588,470,1475,1142,1235,30,99,334,188,163,73,344,1014,480,480,70,482,256,1279,355,576,632,185,1663,997,247,814,30.535468283217174
966,1410,1304,509,1028,584,474,1493,1046,1247,21,101,285,194,149,74,363,1015,440,466,67,420,266,1159,352,572,601,169,1686,955,230,855,26.335377914316968
967,1414,1309,507,1042,593,474,1494,1067,1282,23,92,297,180,146,67,348,999,430,467,72,435,241,1170,345,545,634,191,1774,1026,261,872,29.341913031387662
968,1476,1352,505,958,611,491,1535,1096,1289,23,94,301,188,156,70,322,1071,446,495,73,454,268,1160,358,580,557,170,1660,958,251,860,25.926530612244896
969,1449,1325,528,1140,613,499,1546,1167,1262,21,100,330,189,156,77,372,1030,442,465,66,457,257,1202,357,565,681,192,1832,1115,300,869,32.87514576420481
970,1465,1369,526,999,611,490,1565,1026,1333,23,103,318,203,157,83,341,1087,464,493,79,420,292,1219,366,621,628,185,1706,838,213,854,25.32174743945773
971,1398,1293,460,897,578,467,1487,964,1258,25,101,289,192,143,67,324,1034,435,475,70,392,266,1115,346,569,505,156,1592,801,201,813,21.519913947671085
972,1527,1392,608,1256,690,547,1610,1317,1365,22,113,348,194,157,86,416,1119,525,528,85,480,285,1350,369,607,762,220,1914,1263,332,917,39.6544281810803
973,1444,1344,569,1062,625,502,1545,1136,1301,21,108,314,199,154,81,359,1067,513,492,71,474,275,1299,368,596,682,191,1747,1008,245,848,30.60337026684631
974,1557,1458,493,989,650,529,1665,967,1412,18,102,292,200,156,72,337,1170,441,538,86,402,283,1155,379,623,557,163,1703,855,203,940,21.9239343100028
975,1500,1396,498,1001,614,497,1598,1015,1350,29,108,314,188,154,75,357,1107,483,520,76,425,287,1182,362,604,611,180,1740,943,242,872,24.886961815738484
976,1580,1428,591,1201,671,536,1647,1242,1410,23,100,353,197,154,75,400,1126,485,525,78,473,284,1322,398,637,756,223,1890,1211,308,928,34.77518066147243
977,1518,1402,571,1191,681,552,1594,1214,1315,26,97,337,193,160,78,399,1120,456,519,70,438,295,1270,396,640,761,217,1743,1139,284,886,35.014504061652175
978,1537,1411,552,1114,647,521,1610,1168,1346,22,102,332,197,154,74,369,1119,493,528,79,458,280,1276,380,617,680,208,1803,1119,294,925,30.867011255466586
979,1393,1297,465,948,574,463,1463,928,1239,27,96,288,186,147,69,331,1025,461,471,74,408,258,1092,345,572,581,162,1551,818,198,816,22.81156970515878
980,1447,1337,535,1026,615,497,1550,1144,1285,28,103,327,209,155,72,358,1056,505,488,74,471,266,1243,370,596,623,181,1736,1022,250,849,30.136758531820263
981,1395,1299,479,936,602,495,1472,976,1252,22,101,325,194,149,72,323,1052,435,485,69,434,277,1145,353,572,549,171,1524,793,215,799,23.845955803912286
982,1448,1337,458,934,611,498,1532,890,1287,24,100,275,195,147,67,330,1076,421,505,74,418,279,1087,383,609,533,163,1528,777,191,794,20.71273890189697
983,1481,1376,510,1035,627,497,1566,1072,1344,24,98,301,192,160,74,353,1078,453,487,75,443,267,1194,383,611,617,178,1821,967,252,864,26.637784760151305
984,1434,1328,490,943,608,489,1492,1008,1272,24,100,311,186,156,78,315,1035,497,472,72,434,257,1174,363,563,580,178,1627,830,219,846,25.007579804036908
985,1510,1399,517,1068,643,523,1591,1072,1337,26,105,311,196,160,74,368,1118,467,503,79,444,283,1165,375,600,617,175,1755,1027,261,903,27.231936749769158
986,1427,1326,464,943,604,481,1531,937,1260,29,97,296,188,153,67,321,1084,434,502,86,405,264,1127,374,585,574,165,1553,821,212,823,23.08612793049536
987,1484,1377,532,1113,649,526,1585,1106,1313,26,109,339,200,158,81,384,1093,474,501,72,450,276,1236,384,620,705,202,1822,1150,318,875,31.603951820861077
988,1497,1358,547,1133,629,498,1553,1201,1292,20,100,353,195,146,73,381,1073,471,500,84,466,267,1255,378,599,740,217,1767,1206,324,886,35.913095875902144
989,1504,1388,510,1006,620,495,1591,1052,1353,26,100,309,200,159,76,340,1127,445,530,72,415,278,1183,377,611,635,178,1703,898,221,873,25.802806964016703
990,1352,1248,479,879,573,465,1440,922,1211,17,95,289,174,146,73,306,997,448,457,62,402,252,1123,355,567,506,156,1538,761,192,785,21.167748241157355
991,1492,1383,546,1162,647,521,1559,1164,1332,23,103,338,197,154,79,390,1076,468,498,74,476,267,1262,377,602,732,216,1776,1159,311,893,35.033456951388565
992,1439,1336,497,958,603,489,1527,979,1275,21,96,298,183,153,72,330,1063,457,482,71,444,258,1189,375,589,564,168,1641,898,221,845,24.46051248304697
993,1497,1349,587,1255,661,520,1586,1299,1330,23,118,367,204,151,80,433,1070,479,505,79,481,278,1339,385,605,788,208,1891,1159,294,906,38.667233059939655
994,1366,1264,447,841,569,469,1448,855,1220,22,98,261,179,146,66,298,999,424,454,64,382,255,1041,363,581,458,135,1508,709,176,774,18.58769368183561
995,1457,1332,518,1038,619,508,1521,1121,1288,20,100,297,184,161,72,356,1046,471,489,79,470,263,1220,364,585,633,188,1697,1005,240,873,29.94128181954279
996,1425,1324,530,1018,602,482,1527,1002,1272,27,100,309,195,158,72,356,1060,476,472,73,425,255,1215,362,572,632,185,1705,876,202,861,26.255154551125425
997,1477,1351,580,1109,633,504,1583,1213,1316,22,113,351,204,163,74,380,1090,482,510,72,477,279,1336,402,640,674,189,1768,1042,252,834,32.17742135095666
998,1483,1366,533,1057,614,491,1562,1100,1300,27,100,309,198,156,76,364,1087,508,502,73,475,268,1235,369,599,623,180,1715,1022,248,859,28.152086401540192
999,1547,1436,502,981,627,511,1603,1047,1368,20,105,305,191,157,69,334,1157,440,532,77,440,291,1160,380,618,585,175,1701,934,247,904,24.96812079747413
