,id,tagline
1810,615,"By his wounds, we were healed."
1811,788,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.
1812,380,A journey through understanding and fellowship.
1813,13223,Ever come across somebody you shouldn't have messed with?
1814,10523,A life misunderestimated.
1815,8681,They took his daughter.  He'll take their lives.
1816,239571,You never forget your first love.
1817,619,Never let her out of your sight. Never let your guard down. Never fall in love.
1818,424,"Whoever saves one life, saves the world entire."
1819,50014,Change begins with a whisper.
1820,162903,You can't expose the world's secrets without exposing yourself
1821,11024,They came. They saw. They ran.
1822,208763,The truth is in you
1823,6466,Evil Will Battle Evil
1824,254024,"Forget the truth, find the story."
1825,12589,"He may be small, but he's got a big brain!"
1826,7191,Some Thing Has Found Us
1827,1497,"Cowabunga, it's the new turtle movie."
1828,117,What are you prepared to do?
1829,6977,There are no clean getaways.
1830,168530,Propose to this cop's sister? Rookie mistake.
1831,634,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.
1832,392,...and the world is still indulging!
1833,10327,Bigger. Bolder. Blonder.
1834,88042,Here come the grandparents.  There go the rules.
1835,41630,Friendship has its benefits.
1836,11969,Justice is coming.
1837,2085,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember."
1838,794,It is the greatest mystery of all because no human being will ever solve it.
1839,9286,This Ride Will Be The Death Of You.
1841,1265,"Close your eyes, but keep your mind wide open."
1842,866,Where will your imagination take you?
1843,175555,This Little Fool Thinks She's Getting A Damn Pony
1844,75174,Live or Die on This Day
1845,11096,"Come out, come out, whatever you are."
1846,8699,They bring you the news so you don't have to get it yourself.
1847,769,Three Decades of Life in the Mafia.
1848,10923,Save the world. Get the girl. Pass math.
1849,11283,You'll Learn To Love Her. Warts And All.
1850,111,The world is yours...
1851,11676,"When the odds are against you, sometimes the only bet is yourself."
1852,746,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change."
1853,77866,What would you hide to protect your family?
1854,9416,This ain't no buddy movie.
1855,7345,There Will Be Greed. There Will Be Vengeance.
1856,14317,You don't need extraordinary powers to do extraordinary things.
1857,20694,The Family Vacation Goes Overboard
1858,12277,He's All Action
1859,9779,Laugh. Cry. Share the pants.
1860,2140,Kiss Fear Goodbye
1861,12620,"For the girls of ZETA house college life was no party, until Shelley showed up."
1862,14177,A Cut Above
1863,198185,"Sometimes to win, sometimes you have to change the game"
1864,227156,Search for truth. Find freedom.
1865,10735,Trying to fit in. Born to stand out.
1866,11351,He can taste your fear.
1867,10030,He has to break his curse before she breaks his heart.
1868,10623,Mortal enemies make dangerous friends.
1869,590,The time to hide is over. The time to regret is gone. The time to live is now.
1870,9655,"If you wanna chase your dream, sometimes you gotta break the rules."
1871,1268,Disaster has a passport.
1873,190955,Crime runs in the family.
1874,5123,An incredible journey moving at the speed of sound
1875,4518,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.
1876,11932,Chucky Gets Lucky.
1877,11165,The incredible attack on Pearl Harbor.
1878,6116,You say you want a revolution?
1879,57431,Worst. Babysitter. Ever.
1881,278,Fear can hold you prisoner. Hope can set you free.
1882,9290,He heard there was wildlife in L.A. He didn't know how wild.
1883,11543,You wouldn't want to meet these pinheads in an alley.
1884,284536,The only way out is all in
1885,152737,Misery loves family
1887,8976,There's nothing better than a great romance... to ruin a perfectly good friendship.
1888,319888,"Win or lose, always aim high"
1889,9469,"The father, the son and the holy game."
1890,1909,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!
1891,22971,Love brought them together. Will fate tear them apart?
1892,34813,Anyone Else Would Be Dead By Now.
1893,46261,Fear is never just make believe
1894,10431,Vengeance is the ultimate weapon.
1896,9352,No actual Europeans were harmed in the making of this film.
1898,18147,"No plane, no parents, no problem!"
1900,18975,A new angle on the classic tale... And that's no lie!
1901,15487,Based on a True Story
1902,22825,All you have to do is push the button.
1903,11152,Terror has evolved.
1904,1831,Best Friends Make The Best Mistakes
1905,43931,Only One Has The Power To Save Their Souls
1906,10591,Matt never saw her coming... but all his friends had!
1907,10861,The Other Side of Safety.
1908,12770,Their intentions were honorable. Their methods were criminal.
1909,276907,"Love, fight, live, rule like a legend."
1910,10074,Smack destiny in the face.
1911,65055,Terror runs deep.
1913,200505,The greatest victories don't always happen on the field.
1914,11954,"In the blink of an eye, the terror begins."
1915,60309,One bullet killed the President. But not one man.
1916,9787,"They never thought they'd be famous, but they always thought they'd be friends."
1917,293646,Hope Runs Deep
1918,6978,Adventure doesn't come any bigger!
1920,59440,Fight for Family
1921,1770,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny."
1923,8988,The bravest place to stand is by each other's side.
1924,15992,Watch who you leave behind.
1925,17707,"Their graduation present was a trip to paradise, but they never thought they would land in hell."
1926,77883,Fear The Demon That Doesn't Fear God
1927,40001,The story of a girl who is going from filthy to rich
1928,64639,Everyone Has A Breaking Point
1929,9903,Never let the truth get in the way of a good story.
1930,21338,A cop who enforces his own brand of justice.
1931,20766,In a moment the world changed forever.
1936,9067,"In 2033, justice rides a tank and wears lip gloss."
1939,168705,Revenge never tasted so sweet.
1940,72113,A new comedy of no manners
1942,94352,Experience a Journey Like Never Before
1943,22256,PRE. The way he competed. The way he lived his life.
1944,12404,If you want to discover life learn from the master
1945,152742,A Master of Possession. A Crime of Obsession
1946,11699,The only criminal he can't catch is himself.
1947,49953,He's Turtly Amazing
1948,48034,The one thing friends can't escape is a few home truths.
1949,39845,When It Comes To Love... Everyone Pays A Price.
1952,109091,Sin Is A Choice.
1953,38543,Heavy metal goes medieval.
1955,290864,Kung Fu is a Skill for Killing
1956,242166,Go Rogue
1957,859,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.
1958,83770,The best teacher is experience.
1959,168,The key to saving the future can only be found in the past.
1960,1246,It ain't over 'til it's over.
1961,4233,Someone has taken their love of sequels one step too far.
1964,2069,"In the heart of suburbia, a hit man with heart has just moved in."
1966,11635,"All the fun of college, none of the education."
1967,177,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail."
1968,3600,Someone is dying for a second chance.
1969,2621,A comedy straight from the heart
1970,10358,What would you do to get out of debt?
1971,10480,She's chasing a dream... they're chasing her.
1972,10313,No goats. No glory.
1973,18828,One big shot. One big mouth. The switch is on.
1974,3558,"The crazy thing is, you're not crazy."
1975,13476,"In every love story, there's only room for one leading man."
1976,10208,Space. It's not as deep as you think.
1977,24961,From the book that's an American tradition… from the smash-hit Broadway show… the entertainment of the year!
1978,20697,They're headed to the big time...face first.
1980,70868,"If it were easy, men would do it too."
1981,43593,There's something in the water.
1982,6478,"In the era of cool, Bobby Darin was the soundtrack."
1983,40688,Fish out of water...Surfers in Yellowstone
1986,41283,Slow Justice is no Justice
1987,4935,The two lived there
1988,19908,This place is so dead
1989,10663,You can mess with him. But don't mess with his water.
1990,1891,The Adventure Continues...
1991,9737,Whatcha gonna do?
1992,37137,If you see only one movie this year...you ought to get out more often
1993,9532,No accidents. No coincidences. No escapes. You can't cheat death.
1994,10316,Ambition seduces. Power corrupts.
1995,2787,Don't be afraid of the dark. Be afraid of what's in the dark
1996,12658,The story about the one that got away and the one she never saw coming.
1997,152601,A Spike Jonze Love Story
1998,10866,"It was just a joke, just for fun."
1999,227707,The new name for adventure.
2000,21349,A story of a mother who knows best... and a daughter who knows better.
2002,70435,They left her no choice.
2003,580,"This time, it’s personal."
2004,9819,A story about the years that keep us apart... And the moments that bring us together.
2007,2453,When the going gets tough... the tough take the law into their own hands.
2008,6973,Sometimes finding the truth is easier than facing it.
2009,11156,Before she was France's famous mademoiselle...
2012,11632,"On September 1st, a heroine will rise."
2013,30596,"To save a nations future, they must protect one man from its past."
2014,3021,The only demons in room 1408 are those within you.
2015,957,May the schwartz be with you
2016,256917,To honour a promise. To find his sons. To make his peace.
2017,251,A love that will last forever.
2018,544,Love Is In The Hair.
2019,11395,What if your dad was Santa Claus?
2020,14635,Sometimes dreams come back to life.
2021,13680,"Half his size, twice the trouble ... and she's moving in."
2022,688,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...
2023,11090,He wasn't much of a man... Now he's not much of an animal!
2024,783,His triumph changed the world forever.
2025,228194,Life's greatest journey begins with the first step.
2026,1642,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen."
