,account,ward,aid,business,address,zip
1995,250400,27,,ULLO DESIGNS LTD.,1540 N ORLEANS ST 1 1,60610
1996,25051,28,720,MOUNT SINAI HOSPITAL MEDICAL CENTER,2750 W 15TH PL 1ST,60608
1997,250512,27,763,DIVISION FOOD MART,3701 W DIVISION ST  1,60651
1998,250535,19,,LITTLE HANDS LEARNING CENTER,2324 W 111TH ST,60643
1999,250544,2,775,AION ANTIQUITIES TEAHOUSE,2135 W DIVISION ST  1F,60622
2000,250547,42,743,MUSIC AND DANCE THEATER CHICAGO,205 E RANDOLPH ST,60601
2001,250611,36,775,RESTAURANT EL RANCHITO,5959 W GRAND AVE,60639
2002,250631,10,,Talk Is Cheap,3542 E 118TH ST,60617
2003,250661,14,775,MAXWELL STREET POLISH,4835-37 S ARCHER AVE,60632
2004,250662,46,775,CONNEXIO CAFE,1140 W WILSON AVE,60640
2005,250677,1,,MI CASA,2441 W ARMITAGE AVE,60647
2006,250678,8,,"BADER FOOD, INC.",1958 E 79TH ST,60649
2007,25071,37,,EDWARD J GORDON,5433 W NORTH AVE 1ST,60639
2008,250719,6,,SINCERE,610 E 79TH ST,60619
2009,250732,37,,DOROTHY BROWN,4904 W KAMERLING AVE,60651
2010,250744,13,775,7-ELEVEN,4353 W 55TH ST,60632
2011,250815,41,,TOM 'S  CLEANERS,7642 W TOUHY AVE,60631
2012,250823,17,,RAM PAK,2951 W 63RD ST,60629
2013,250852,29,,"H & F ASSOCIATES, L.L.C.",317 N MAYFIELD AVE,60644
2014,25089,32,,CENTURY LUMBER CO,2785 N CLYBOURN AVE,60614
2015,250901,17,,C & J PROCESSING,6412 S ALBANY AVE,60629
2016,250910,42,,RSM US WEALTH MANAGEMENT LLC,1 S WACKER DR 5-9 500-900,60606
2017,250913,39,,R & B PLUMBING AND  CONSTRUCTIN INC.,3834 W BERTEAU AVE,60618
2018,250924,30,775,MICHAELS RESTAURANT,3384 N MILWAUKEE AVE 1,60641
2019,250956,15,,A.J. WRIGHT #267,1422 W 47TH ST,60609
2020,250962,22,,DNP ACQUISTION CO.,3200 S KILBOURN AVE,60623
2021,25098,28,,JIFFY METAL PRODUCTS INC,5025 W LAKE ST,60644
2022,250988,22,,AZTLAN HEATING-COOLING,2433 S PULASKI RD,60623
2023,25099,37,,MID CITY DIE & MOLD CORP,1743 N KEATING AVE  1ST,60639
2024,25102,28,,TRAMCO PUMP CO,1500 W ADAMS ST 1ST,60607
2025,25103,37,,DURITE SCREW CORP,1817 N LONG AVE,60639
2026,25104,36,,LEMKE SCREW PRODUCTS CO INC,4911 W GRAND AVE 1ST,60639
2027,251050,30,,HN NAILS,5716 W FULLERTON AVE,60639
2028,251057,44,775,GNC,3601 N SOUTHPORT AVE 1ST,60613
2029,251088,2,,DOODLEBUGS,2130 W LE MOYNE ST,60622
2030,25109,23,,CASSI MACHINE COMPANY,6049 S OAK PARK AVE,60638
2031,25116,37,,MAGNUS SCREW PRODUCTS,1818 N LATROBE AVE  1ST,60639
2032,251213,27,,SLATTERY DESIGN GROUP INC.,311 N ABERDEEN ST  200A,60607
2033,25123,16,,GENERAL AUTOMOTIVE MACHINISTS,6032 S ASHLAND AVE,60636
2034,251231,8,,ARTISAN TERRAZZO INCORPORATED,1637 E 87TH ST  428,60617
2035,251246,17,666,Food 4 Less Midwest #552 Fuel Center,6942-6944 S ASHLAND AVE,60636
2036,251280,42,638,THE PEPPER CANISTER,509 N WELLS ST,60610
2037,251283,47,775,WATERHOUSE TAVERN AND GRILL,3407 N PAULINA ST 1,60657
2038,251284,39,666,2001 GAS CENTRAL,6308 N CENTRAL AVE,60646
2039,251299,14,,NAIL ACADEMY,4324 S PULASKI RD,60632
2040,251328,42,624,DOUGLASROSIN DECORATIVE ARTS ANTIQUES,730 N WELLS ST,60610
2041,25135,39,,A-1 QUALITY WELDING,4418 N ELSTON AVE  1,60630
2042,25136,36,,DUALL AUTOMATION & FEEDER CO,5711 W GRAND AVE # 1ST,60639
2043,25137,25,,H ROBERT SLATER CO,2050 W 18TH ST  1,60608
2044,251391,21,763,GAS FOR LESS,8510 S ASHLAND AVE,60620
2045,25140,39,,ALWARD MANUFACTURING CORP,4632 W LAWRENCE AVE 1ST,60630
2046,251430,37,,CMV SHARPER FINISH INC,4500 W AUGUSTA BLVD,60651
2047,251432,21,,KENNETH MITCHELL,746 W 87TH ST,60620
2048,251435,6,,IT'S U CARICATURES,7110 S EMERALD AVE,60621
2049,251438,16,,VAN  T LE,1007 W 63RD ST,60621
2050,251448,45,,SELENI'S BOUTIQUE CORP.,4310 N MILWAUKEE AVE,60641
2051,251468,41,775,NEW CHINA BUFFET,7310 W FOSTER AVE,60656
2052,251519,48,724,"STICKS AND STONES, SURFACES",5544 N GLENWOOD AVE  3-E,60640
2053,251533,48,829,Parlour On Clark,6341 N CLARK ST,60660
2054,251535,25,,BEST SOURCE PARTS CORPORATION,2500 S WESTERN AVE,60608
2055,251544,39,,PETERSON & KIMBALL SHELL,3401 W PETERSON AVE,60659
2056,251546,37,,EVANS WAY CLEANING SVR,956 N HARDING AVE 2,60651
2057,25157,35,,SENTINEL PAINT VARNISH CO,2301 N PULASKI RD,60639
2058,25159,20,,HEISLER GREEN CHEMICAL INC,1116 W 47TH PL  1,60609
2059,251609,7,,Colors For Tots Daycare Center,2301-2305 E 79TH ST 1,60649
2060,25162,8,,KAPPA PROD CORP,1301 E 99TH ST,60628
2061,251629,14,775,DON PAN BAKERY,5154 S KEDZIE AVE 1ST,60632
2062,251639,27,,DINING IN CHICAGO INC,115 N MORGAN ST,60607
2063,251652,20,,JAMES K. JONES,6721 S PRAIRIE AVE,60637
2064,251664,45,,SHOP ESPRESSO,5951 W LAWRENCE AVE,60630
2065,251676,38,713,"IRVING PARK HAND CARWASH, INC.",7413 W IRVING PARK RD,60634
2066,251679,19,,MARKLAND HUBBARD GOURMET,1807 W 95TH ST,60643
2067,25170,19,,BRADY'S PHARMACY,3235 W 111TH ST,60655
2068,251715,2,,GROOMIES INC.,22 E ELM ST,60611
2069,251733,5,,DISCOUNT CLOTHING,7810 S STONY ISLAND AVE,60649
2070,251758,14,,CONTRERAS ENTERPRISES,4059 W 47TH ST,60632
2071,251776,15,779 | 712,HB TIRES INC.,2449 W 47TH ST 1ST,60632
2072,251798,10,712,LUCHAS AUTO SALES AND AUTO REPAIR,3535 E 100TH ST,60617
2073,251811,50,,DOOGMA DESIGN INC,7002 N CALIFORNIA AVE,60645
2074,251839,26,,ARTURO,1943 N HARDING AVE,60647
2075,25184,4,763,MATTHEWS GAS SERVICE INC,4533 S COTTAGE GROVE AVE 1ST,60653
2076,251851,29,,NYRA'S HAIR DESIGN SALON,5614 W DIVISION ST 1,60651
2077,25186,25,725,CLINTON HARRISON PARKING,519 S CLINTON ST # 1ST,60607
2078,251875,7,673,MOUNTAIN TOP HEATING & AIR,8124 S MANISTEE AVE 1ST,60617
2079,251894,38,,AFABLE ACCOUNTING & COMPUTER SERVICES LLC,6621 W CORNELIA AVE,60634
2080,25190,16,829,JOHNITA'S COCKTAIL LOUNGE,6530 S DAMEN AVE 1ST,60636
2081,251904,25,,THE IMAGE STUDIOS,22 N MORGAN ST  215,60607
2082,252007,46,,MONICA.COM INC,4544 N MAGNOLIA AVE,60640
2083,252009,50,,MAKKAH TOURS & TRAVEL,2517 W DEVON AVE  6,60659
2084,252047,15,775,SOUTHSIDE  $1 +INC.,2455 W 47TH ST,60632
2085,252063,6,,"JOICONTACT, INC.",460 E 75TH ST,60619
2086,252064,42,,ACCENT CHICAGO,233 S WACKER DR,60606
2087,252067,34,,ELEGANT IMPRESSION HAIR SALON,849 W 103RD ST,60643
2088,25208,14,825 | 823,TEDDY BEAR NURSERY SCHOOLS INC,2649 W 51ST ST  1,60632
2089,252091,1,,SMART CLEANERS,2311 N MILWAUKEE AVE,60647
2090,252119,27,648,CLEAN AS A WHISTLE,836 W ADAMS ST,60607
2091,252122,12,,DIANA'S FURNITURE & APPLIANCES,2807-09 W CERMAK RD 1,60623
2092,252141,23,,JANINA BRYNIARSKA,6719 W ARCHER AVE,60638
2093,252158,1,911,PENELOPE'S,1913 W DIVISION ST,60622
2094,252175,46,,GENERAL BEAUTY SUPPLY & NAIL CARE,3708 N BROADWAY,60613
2095,252181,31,,M & M CELLULAR INC.,5220 W DIVERSEY AVE,60639
2096,252215,35,638,ROJO GUSANO,3830 W LAWRENCE AVE,60625
2097,252223,44,,"GLOBAL PARKING MANAGEMENT, INC.",952 W NEWPORT AVE,60657
2098,252244,42,,"MEDIALINK WORLDWIDE, INC.",541 N FAIRBANKS CT  1910,60611
2099,252258,44,,V P Salon,3321 N BROADWAY,60657
2100,25226,2,829,ZEBRA LOUNGE,1220 N STATE PKWY 1ST,60610
2101,252270,50,,BABA CORP,2412` W DEVON AVE,60659
2102,252271,37,775,B & I FAST FOOD INC,5267 W NORTH AVE,60639
2103,252275,3,,DOCTORS CHOICE HOME HEALTH,1345 S MICHIGAN AVE 1ST,60605
2104,25228,40,639,ASSYRIAN AMERICAN ASSOCIATION,1618 W DEVON AVE 1,60660
2105,252306,35,,VILLASER TAIDE,4354 W ARMITAGE AVE,60639
2106,252387,12,,ACVARELAS UNISEX,2246 S KEDZIE AVE,60623
2107,252409,39,,GLOBE-TAXI-ASSOCIATION-INC,4118 W LAWRENCE AVE  100,60630
2108,252414,19,,BABY BRITE CLEANER'S LANDRY,10511 S WESTERN AVE,60643
2109,252426,32,,Brasil Legal,2153 N WESTERN AVE,60647
2110,252434,23,,ERIKA'S CORRAL WESTERNWARE,5220 S PULASKI RD,60632
2111,252444,34,624,DISCOUNT DOLLAR PLUS,10634 S HALSTED ST 1ST,60628
2112,252471,50,638,CANDLELIGHT,7452-7454 N WESTERN AVE,60645
2113,252481,9,,"MY HOUSE, YOUR HOUSE",605 E 103RD PL,60628
2114,252584,23,,SPARK AUTO PARTS 63RD INC,3512-3516 W 63RD ST,60629
2115,252585,43,,Dave's Records,2604 N CLARK ST,60614
2116,252591,35,,TERES FLOWERS & GIFTS,3406 W FULLERTON AVE 1,60647
2117,252607,30,775,STAROPOLSKA DELI,3028 N MILWAUKEE AVE,60618
2118,25262,27,,ACE STYLINE,1747 W CARROLL AVE 1ST,60612
2119,252631,44,,ALLTOWN HVAC&R INC,1000 W DIVERSEY PKWY  3E,60614
2120,252639,25,,RIVER CITY CARWASH,800 S WELLS ST,60607
2121,25264,11,,VOGUE FABRICS,623 W ROOSEVELT RD 1ST,60607
2122,252649,31,,MAYA TECHNOLOGIES INC.,2525 N LARAMIE AVE,60639
2123,25266,10,,DANMARIE CABINET & SINK TOP CO,10332 S COMMERCIAL AVE,60617
2124,252661,32,,MIKE SHAN & COMPANY,2139 N DAMEN AVE,60647
2125,252672,48,,HERNANDEZ AUTO REPAIR,5447 N BROADWAY,60640
2126,25270,8,,GROBAN SUPPLY CO INC,9300 S DREXEL AVE  YARD,60619
2127,252730,45,,RICO MUSIC & DANCE,4821 W IRVING PARK RD,60641
2128,25275,30,829,REGINA & JOE'S TAP,2988 N MILWAUKEE AVE 1ST,60618
2129,252770,40,,LANDMARK RECORDS,6526 N CLARK ST  201,60626
2130,252831,47,,SILVIA'S LAUNDORMAT,1965 W MONTROSE AVE 1,60613
2131,25285,32,,MONARCH STEEL CO,2464 N CLYBOURN AVE 1ST,60614
2132,252850,20,,WATSON CLEANERS,621 E 67TH ST,60637
2133,252852,13,775,DUNKIN DONUTS,6925 S PULASKI RD,60629
2134,25287,44,,IMPERIAL STORE FIXTURES INC,3768 N CLARK ST 1ST,60613
2135,252874,28,,JOSEPH D. TIMM,1500 W MONROE ST,60607
2136,252885,39,,JOHN E. REID & ASSOCIATES INC.,6318 N CENTRAL AVE,60646
2137,25289,11,,"TRUCK TIRE SALES, INC",426 W PERSHING RD  1ST,60609
2138,252896,1,,"M D K Development, Inc.",1911 W RACE AVE,60622
2139,25290,27,,BERGER BROS INC,1176 N CHERRY AVE,60622
2140,252918,49,,MIDAS AUTO SYSTEMS EXPERTS,7501 N WESTERN AVE,60645
2141,252963,3,,ENSO YOGA & MARTIAL ARTS,1329 S MICHIGAN AVE,60605
2142,253010,18,,CAR-X AUTO SERVICE,7743 S CICERO AVE,60652
2143,253011,21,,LATANYA D. FOSTER-THOMAS,859 W 86TH PL,60620
2144,253012,3,,DESTER LYNN CORPORATION,451 E 41ST ST,60653
2145,253015,8,,SamTech,8342 S ELLIS AVE 201,60619
2146,253033,40,775,DURAN'S PLACE,2617 W LAWRENCE AVE,60625
2147,253050,47,,Gold Star Cleaners,1619-1621 W MONTROSE AVE,60613
2148,253052,40,,HIS STUFF INC.,5314 N CLARK ST,60640
2149,253086,42,720,Pediatric AIDS Chicago,501 N CLINTON ST  1803,60654
2150,253114,22,,KUKI'S BEAUTY SALON,3759 W 26TH ST  2ND,60623
2151,253116,19,775,7 - ELEVEN,2421 W 103RD ST,60655
2152,25312,32,,JAN DEE JEWELRY,1425 W DIVERSEY PKWY  1ST,60614
2153,253136,33,775,BURRITO HOUSE 2 INC,3145 W ADDISON ST,60618
2154,253181,30,,BELMONT PHARMACY,6148 W BELMONT AVE,60634
2155,253184,3,,BRIDES BUSINESS & INTERIORS,5410 S INDIANA AVE 1ST,60615
2156,25321,14,,MODERN GRAPHIC SYSTEMS INC,4922 S WESTERN AVE  1,60609
2157,253236,32,,IL Cane Dolce,2227 W BELMONT AVE,60618
2158,25326,42,,QUALITY JEWELRY INC,55 E WASHINGTON ST,60602
2159,253291,10,,CLASSIC ELECTRIC SUPPLY INC,9005 S BALTIMORE AVE,60617
2160,253298,23,,ALEX HAIR SALON,3449 W 59TH ST 1 1,60629
2161,253314,26,,CHRISTOPHER J PAQUETTE,2615 W SUPERIOR ST,60612
2162,253318,25,,Discoteca Riviera,2142 W CERMAK RD,60608
2163,25334,20,,NORMAN JEWELERS INC,6355 S HALSTED ST 1ST,60621
2164,253364,42,775,CHICAGO EATS AND TREATS,233 S WACKER DR LL2,60606
2165,253399,31,857,FULLERTON ANIMAL CLINIC P.C.,4303 W FULLERTON AVE 1ST,60639
2166,253411,42,,MIDWEST BENEFIT COMMUNICATIONS INC,330 S WELLS ST  1404,60606
2167,253423,17,775,RIVER NILE RESTAURNAT,3259 W 63RD ST 1,60629
2168,253428,42,,RIVER WEST BRANDS LLC,648 W RANDOLPH ST  400,60661
2169,253469,24,,OLMOS AUTO SALES INC,2658 W CERMAK RD,60608
2170,25347,3,,RUBBER INC,2419 S MICHIGAN AVE  1,60616
2171,25351,23,,GOOD EARTH MARKET,6190 S ARCHER AVE # 1,60638
2172,253517,46,720,REFUGEEONE,4753 N BROADWAY   401,60640
2173,253539,33,763,NEW DOLLAR STORE PLUS,3184 N ELSTON AVE,60618
2174,253572,15,864,"FLEISCHMANN'S VINEGAR COMPANY,INC.",4801 S OAKLEY AVE,60609
2175,253617,32,,DENISE'S,2500 N MILWAUKEE AVE  202,60647
2176,253635,34,,INSPIRED CREATIONS,10351 S EMERALD AVE 2ND,60628
2177,253657,42,775,AVEC,615 W RANDOLPH ST,60661
2178,253673,32,692,WASHING WELL,3010 N ASHLAND AVE,60657
2179,25369,45,,A J SMOY,5346 N NORTHWEST HWY 1ST,60630
2180,253703,22,,PULASKI GENERAL MERCHANDISE,4001 W OGDEN AVE,60623
2181,25371,1,763,GRANDBAR,1600 W GRAND AVE 1ST,60622
2182,253748,3,,SHOE REPAIR,117 E 47TH ST,60653
2183,253771,2,,ELLEN F HAKE,70 W BURTON PL  407,60610
2184,25382,33,,INTERNATIONAL AUTO SERVICE,3056 W LAWRENCE AVE,60625
2185,25387,1,,FRANCISCO BURGAS,2407 W HOMER ST  1ST,60647
2186,253873,42,,J.S.B. INC,32 E ADAMS ST,60603
2187,253919,17,,TAMMIE'S PLEASURE SHACK,2341 W MARQUETTE RD,60636
2188,25393,21,,LOLLY-POP NURSERY AND KINDERGARTEN SCHOOL,1656 W 87TH ST 1ST,60620
2189,253942,42,774,7-ELEVEN #33725,201 E OHIO ST,60611
2190,253954,9,775,JJ'S TOP DOG,16 E 95TH ST,60619
2191,253956,22,,AZTECA INSURANCE GROUP,3635 W 31ST ST,60623
2192,254000,2,,BED BATH & BEYOND OF CALIFORNIA LLC,1800 N CLYBOURN AVE,60614
2193,254008,43,775,ANGELA'S BURRITO STYLE,2556 N CLARK ST,60614
2194,254010,4,775,NICKY'S CHINESE FOOD,5231 S WOODLAWN AVE,60615
2195,25403,31,,A CARING WORLD INC,4310 W FULLERTON AVE 1ST,60639
2196,254036,42,720,THE CARA PROGRAM,703 W MONROE ST,60661
2197,25405,12,,TINO AND SON INC,3056 W 26TH ST,60623
2198,254051,20,,CHETOS APPLIANCES,5032 S ASHLAND AVE 1ST,60609
2199,254064,11,,ALPHA & OMEGA CONTRACTORS,2201 S HALSTED ST,60608
2200,254122,15,,FRENCHY TOWEL LAUNDRY,6532 S ASHLAND AVE,60636
2201,254133,32,775,COAST SUSHI CORPORATION,2045 N DAMEN AVE 1ST,60647
2202,25416,41,,AAA MOLD FINISHERS,7208 W PRATT AVE  1ST,60631
2203,254169,10,775,LAS DELICIAS,10530 S TORRENCE AVE,60617
2204,254184,31,,ALANTE FINANCIAL GROUP INC.,3002 N CICERO AVE,60641
2205,254191,9,,"""YO"" WAY HAIR SALON",20 E 112TH ST,60628
2206,25420,8,829,SOMETHING KOOL COCKTAIL LOUNGE,8022-8024 S COTTAGE GROVE AVE,60619
2207,25421,27,864,"WEINSTEIN WHOLESALE MEATS, INC.",1328 W RANDOLPH ST 1ST,60607
2208,254223,35,775,EXPRESS DELI INC.,3937 W LAWRENCE AVE,60625
2209,25423,24,,DELICIAS ICE CREAM,2654 W CERMAK RD,60608
2210,25424,40,,NELSON-HARKINS INDUSTRIES,5301 N KEDZIE AVE,60625
2211,25430,2,,ASHLAND FUNERAL HOME,1237 N ASHLAND AVE 1ST,60622
2212,254321,4,,MOUTH PIECE OF THE ANCESTORS SIRIUS BOOKS,5206 S HARPER AVE,60615
2213,254340,16,775,K & H SUPER STEAK AND HOAGY,5506 S ASHLAND AVE,60636
2214,254365,42,,FUSION CHAMBER,11 E HUBBARD ST  4A,60611
2215,25437,22,,FRANK MARIK & SONS FUNERAL H,2534 S PULASKI RD  1ST,60623
2216,254398,12,,JAIME RIVERA,2640 S KEDZIE AVE,60623
2217,254434,40,,ROSAS DESIGNS,5633 N ASHLAND AVE,60660
2218,254451,50,,STEVE KREATSOULAS,6418 N ALBANY AVE,60645
2219,254465,1,723,ST. VOLODYMYR & OLHA UKRAINIAN CATHOLIC PARISH,2245 W SUPERIOR ST,60612
2220,254469,41,,RAINBOW NAILS II,7218-D W FOSTER AVE,60656
2221,25451,11,,MOORE FUNERAL HOME,2878 S THROOP ST 1ST,60608
2222,254563,48,,HOANG KIM,1025 W ARGYLE ST,60640
2223,254577,24,,TEXAS AUTO,1848 S PULASKI RD,60623
2224,254599,33,,SOURN VIDEO,3123 W LAWRENCE AVE,60625
2225,254610,15,,MARY'S BEAUTY SALON,2735 W POPE JOHN PAUL II DR,60632
2226,254615,20,,NAIL LOUNGE,552 E 63RD ST 1,60637
2227,254622,43,,DOROTHY MILLER GALLERY,2425 1/2 N CLARK ST,60614
2228,254627,34,,HOPKINS CONTRACTING CORP.,12033 S HALSTED ST,60628
2229,254633,25,,PLOTE CONSTRUCTION/ALLIED ASPHALT PAVING CO.,2424 S LAFLIN ST,60608
2230,25464,14,709,SZYKOWNY FUNERAL HOME LTD,4901 S ARCHER AVE  1ST,60632
2231,254667,27,775,TERRY'S FOOD MART INC,1408 N SEDGWICK ST,60610
2232,254683,27,,"JUMP TRADING, LLC",600 W CHICAGO AVE  825,60610
2233,254693,42,775,SUBWAY SANDWICHES,335 S FRANKLIN ST,60606
2234,25484,16,,BURTON FUNERAL HOME,6217 S ASHLAND AVE  1ST,60636
2235,25485,29,,CAPPETTA FUNERAL HOME INC,5858 W ROOSEVELT RD,60644
2236,25488,12,,TITAN ORNAMENTAL IRON WORK INC,2239 W 35TH ST  1,60609
2237,254881,6,,ANOTHER BEAUTY HAIR WEAVING SALON,7306 S COTTAGE GROVE AVE,60619
2238,254885,8,775,PARADISE SUPERMARKET INC,8101 S COTTAGE GROVE AVE,60619
2239,254894,25,,CYBER LAB,2306 S WENTWORTH AVE,60616
2240,254921,25,,MATA ELECTRONICS,2002 S WENTWORTH AVE,60616
2241,25493,49,,STARS INN LOUNGE,7030 N CLARK ST,60626
2242,25495,15,,LATINO FASHION,4640 S ASHLAND AVE,60609
2243,254993,25,,ESM LIMITED,1160 W 19TH PL  2,60608
2244,254997,44,638,KUBO,1232 W BELMONT AVE 1,60657
2245,25502,41,,WALLY'S FLOORING INC,6691 N NORTHWEST HWY,60631
2246,255036,41,775,Travel Traders #3081 @ Hilton O'hare,11601 W TOUHY AVE 1ST TERM 2,60666
2247,25504,30,,LINCOLN PROPERTY,3650 W DIVERSEY AVE  1ST,60647
2248,255042,3,,ABAN INC,4315 S STATE ST 2 201,60609
2249,255044,42,,AMERICAN INTERNET SOLUTIONS,216 W JACKSON BLVD  1050,60606
2250,255098,28,,PEOPLES LANDSCAPING,3306 W CONGRESS PKWY,60624
2251,255128,30,,ALES KOSINA CONSTRUCTION,2442 N MENARD AVE,60639
2252,255166,31,775,Aquarius Club & Restaurant,2457-2459 N PULASKI RD,60639
2253,25517,13,712,AAMCO TRANSMISSIONS,6435 S CICERO AVE  1,60638
2254,255187,27,,GRANDA LITURGICAL ARTS,939 W NORTH AVE  875,60622
2255,255201,43,775,Solstice Cafe',2666 N HALSTED ST,60614
2256,255222,39,,CHICAGO CYBER CAFE,3220 W BRYN MAWR AVE,60659
2257,255251,32,,CAT'S EYE,2038 N DAMEN AVE,60647
2258,255255,17,775,CHICAGO FRIED CHICKEN INC,7055 S DAMEN AVE,60636
2259,25526,25,864,TROPICAL MEAT CO,1919 S LAFLIN ST 1ST,60608
2260,255270,41,,"CISCO SYSTEMS, INC.",8735 W HIGGINS RD  300,60631
2261,255271,22,725,AIRPORT PARKING,4832 - 34 W 47TH ST,60638
2262,255288,29,,BUDGET  WASH,5920 W MADISON ST,60644
2263,25529,31,,THE HOUSE OF SAFETY INC,4418 W DIVERSEY AVE 1ST,60639
2264,255313,5,775,SEE THRU CHINESE KITCHEN INC,6700 S STONY ISLAND AVE,60649
2265,25532,22,829,MISKA'S,4044-4046 W 26TH ST 1ST,60623
2266,255321,23,864,BEST FOOD SERVICES,7131 W 61ST ST,60638
2267,25534,27,864,"B.B.M. PACKING CO., INC.",874 N MILWAUKEE AVE  1,60642
2268,255359,1,763,B DOLLAR PLUS,1001 N WESTERN AVE,60622
2269,25536,47,,RUDY HABERNEGG,3541 N LINCOLN AVE 1ST,60657
2270,255370,37,816,MR.  ANTHONY'S CLEANERS,5136 W CHICAGO AVE,60651
2271,255388,18,775,CHICAGO CHEESE STEAK COMPANY,7759 S CICERO AVE,60652
2272,255391,2,775,NOBLE PANTRY INC.,932 N NOBLE ST,60642
2273,255395,2,775,7-ELEVEN,1349 W FULLERTON AVE,60614
2274,255400,2,,JOHN'S CLEANERS,1260 N DEARBORN ST,60610
2275,255405,12,,OLIVERA EXCAVATING & DEMOLITION,3225 S WESTERN AVE,60608
2276,255429,31,,GRANITE CITY CORPORATED,5041 W BELMONT AVE,60641
2277,255443,33,638,FAVORITE CAFE,3256 W LAWRENCE AVE,60625
2278,255471,27,763,"DRAKE FOOD MART, INC.",2748 W MADISON ST 1ST,60612
2279,255472,38,,ALWAYS HEATING & COOLING,6055 W IRVING PARK RD,60634
2280,255509,47,763,AFFY SALES CONSULTING INC,4825 N WESTERN AVE  C,60625
2281,25553,1,,ELMAMEY LOUNGE,2645 W NORTH AVE 1,60647
2282,255537,20,,J-MART,1158 W 51ST ST,60609
2283,255548,42,775,One Stop Mart,207 W JACKSON BLVD,60606
2284,255555,32,,"Sierra Auto Group, Inc.",2352 W BELMONT AVE,60618
2285,255569,16,820,ALLISON'S INFANT & TODDLER CENTER,5522 S RACINE AVE,60636
2286,255574,47,,KINDERLAND MODA,4753 N LINCOLN AVE,60625
2287,255588,6,,WANDAMARIE B CRAWFORD,7036 S LOOMIS BLVD,60636
2288,255589,42,,CINGULAR WIRELESS,205 W MONROE ST,60606
2289,25559,30,829,MARY'S BAR,5301 W NEWPORT AVE 1ST,60641
2290,255592,8,,NORTH STAR OASIS FOR URBAN YOURH INC.,1458 E 72ND ST,60619
2291,255598,29,,ANTHONY D CISTERNINO,3215 N NEVA AVE,60634
2292,25564,39,639,CHICAGO LATVIAN ASSOCIATION,4146 N ELSTON AVE 1ST,60618
2293,255667,3,,PREMIER HEALTHLINK,4221 S WABASH AVE,60653
2294,255697,1,775,PHILLY'S BEST EXPRESS,2436 N MILWAUKEE AVE,60647
2295,255740,27,,TISHA'S GARDEN,2841 W FIFTH AVE,60612
2296,255746,32,775,CRENSHAW'S,2020 N LEAVITT ST,60647
2297,255773,34,763,HOT SPOT ON HALSTED INC,10857 S HALSTED ST,60628
2298,255803,40,,FOSTER AVENUE BLEACH,1927 W FOSTER AVE,60640
2299,25583,30,,DUGAN'S TRANSMISSION CORP,3100 N LARAMIE AVE 1ST,60641
2300,255902,13,,YUDIT BUETY SALON,5904 W 63RD ST 1ST FL,60638
2301,255905,4,,"COMFORT MATTERS, INC",4528 S WOODLAWN AVE,60653
2302,25591,50,850,PAK AMERICAN TRAVEL BUREAU INC,2900 W PETERSON AVE  1,60659
2303,255914,42,,AVAYA INC,160 E ILLINOIS ST  302,60611
2304,255942,6,,SANDRA AFRICAN HAIR BRAIDING,507 E 79TH ST,60619
2305,255945,1,763,MARATHON,649 N ASHLAND AVE,60622
2306,255954,9,,"T & J  FOOD MARKET, INC.",418 E 107TH ST,60628
2307,255965,39,,PABLO'S FINE CARPENTRY,4036 N PULASKI RD  3B,60641
2308,255999,6,,FEFE AFRICAN HAIR,436 E 75TH ST,60619
2309,25600,30,,P & S AUTO REPAIRS INC,6002 W DIVERSEY AVE 1ST,60639
2310,25601,42,,WACKER APARTMENT HOTEL,111 W HURON ST 1ST,60610
2311,25604,23,712,C & R TIRE & AUTOMOTIVE,6800 W 63RD ST,60638
2312,256071,14,,QUERUBINES KID'S WARE,3204 W 55TH ST,60632
2313,256090,31,,MR LEE DOLLAR,4205 W FULLERTON AVE  1,60639
2314,256120,13,763,KILDARE & 67TH MARATHON,4300 W MARQUETTE RD,60629
2315,256138,44,717,Pizza Panino's Inc.,3600 N HALSTED ST,60613
2316,256175,46,648,3600 NORTH CLEANERS,3600 N LAKE SHORE DR 1ST,60613
2317,256200,14,,FRANCIA UNISEX,3315 1/2 W 55TH ST,60632
2318,256239,20,,HOUSE OF STYLE,6546 S COTTAGE GROVE AVE,60637
2319,256244,13,775,MONICA'S PIZZA CORPORATION,6448 S PULASKI RD,60629
2320,256249,16,,J & M AUTO  REPAIR,1014 W 63RD ST,60621
2321,256261,49,,DENITA,7014 N CLARK ST,60626
2322,256263,9,,DOLLAR FUNCTIONS INC,319 E 103RD ST,60628
2323,256274,22,,DONALDO WESTERN WEAR,4119 W OGDEN AVE,60623
2324,25631,35,712,GEORGE'S AUTO REPAIR,3209 W BARRY AVE  1ST,60618
2325,256330,32,,M. GRACE DESIGNS,2030 W WABANSIA AVE,60647
2326,256333,41,,PARAG  CREATION INC.,7200 W SEMINOLE ST,60631
2327,256364,30,,CELLULAR EXPRESS # 3,4758 W BELMONT AVE,60641
2328,256386,26,,SUPERIOR HOME HEALTH,4054 W NORTH AVE,60639
2329,256390,2,,IMPERIAL CLEANERS,1221 N DEARBORN ST,60610
2330,25640,44,,LAKE SHORE FLOWER SHOP,3140 N BROADWAY,60657
2331,256457,14,775,MEXICAN RESTAURANT,4225 W 47TH ST,60632
