,vid,make,model,year,fuel_type,owner
1229,4382,TOYOTA,CAMRY,2011,HYBRID,BALACH & SHATAJ CAB CO
1230,6299,TOYOTA,PRIUS,2014,HYBRID,RICHMOND CAB CO INC
1231,1203,TOYOTA,CAMRY,2013,HYBRID,OZITO CORP
1232,6215,FORD,ESCAPE,2011,HYBRID,CHICAGO TAXI INC
1233,1081,TOYOTA,CAMRY,2012,HYBRID,DRISS COMPANY
1234,2631,TOYOTA,CAMRY,2012,HYBRID,RAMIZ INC
1235,4843,TOYOTA,CAMRY,2014,HYBRID,WESTERN CAB CO
1236,2218,NISSAN,SENTRA,2019,GASOLINE,ANY CAB CORP.
1237,6649,NISSAN,ALTIMA,2011,HYBRID,JNR III INC.
1238,5725,TOYOTA,CAMRY,2013,HYBRID,CHICAGO METRO EXPRESS INC
1239,2084,TOYOTA,CAMRY,2016,HYBRID,VEGAS CORP
1240,4334,TOYOTA,PRIUS,2013,HYBRID,SEWIT EXPRESS INC
1241,2791,TOYOTA,CAMRY,2014,HYBRID,CHAUDHRY TAXICAB INC
1242,427,TOYOTA,SIENNA,2020,GASOLINE,"ASSYRIAN WHEELS, INC."
1243,309,FORD,FUSION,2014,HYBRID,CAPRICORN CAB INC
1244,5715,FORD,ESCAPE,2012,HYBRID,MILA AND MIKE INC
1245,962,TOYOTA,PRIUS,2014,HYBRID,MAMA FOUR CAB CORP.
1246,4996,TOYOTA,CAMRY,2017,HYBRID,AJKLSG & B.D. CORP. INC.
1247,2928,DODGE,CARAVAN,2012,FLEX FUEL,LEMAJ INC
1248,4022,NISSAN,ALTIMA,2011,HYBRID,GOLD COAST TRANSPORTATION INC
1249,437,TOYOTA,CAMRY,2014,HYBRID,MCCAB VIII CORP.
1250,3823,TOYOTA,CAMRY,2013,HYBRID,K.M.M. INC.
1251,5674,TOYOTA,COROLLA,2016,GASOLINE,QT&Q INC
1252,3316,TOYOTA,CAMRY,2016,HYBRID,ADEBIDAYEKUN INC
1253,1763,FORD,ESCAPE,2012,HYBRID,AUGUST CAB CORP.
1254,3617,TOYOTA,CAMRY,2015,HYBRID,CHICAGO 5 STAR TAXI CAB INC
1255,6823,TOYOTA,CAMRY,2016,HYBRID,FILE ZANI CORP.
1256,6961,DODGE,GRAND CARAVAN,2016,FLEX FUEL,FAST CAB AND LIMO SERVICES INC
1257,777,TOYOTA,PRIUS,2016,HYBRID,"SHAUN LOVES CHICAGO, INC."
1258,2366,TOYOTA,SIENNA,2017,GASOLINE,NOWARMA INC.
1259,2743,TOYOTA,PRIUS,2014,HYBRID,STEVE JAKUPI
1260,2780,DODGE,GRAND CARAVAN,2014,FLEX FUEL,G.G. TRANSIT CORP.
1261,4641,TOYOTA,SIENNA,2019,GASOLINE,M & M TAXI INC
1262,1078,TOYOTA,CAMRY,2014,HYBRID,MAM CAB CO
1263,2790,TOYOTA,CAMRY,2014,HYBRID,RANGI CAB CO
1264,1025,TOYOTA,CAMRY,2012,HYBRID,PRIME TAXI CORP.
1265,151,TOYOTA,CAMRY,2014,HYBRID,SAH CAB CORP.
1266,3014,TOYOTA,CAMRY,2016,HYBRID,MONITOR TAXI CORP
1267,368,FORD,FUSION,2013,HYBRID,TAURUS CAB INC
1268,1629,TOYOTA,CAMRY,2014,HYBRID,SARON TAXI CORP
1269,5337,TOYOTA,RAV4,2014,GASOLINE,SHABBIR ALIMOHAMMAD
1270,1307,DODGE,CARAVAN,2016,GASOLINE,"PED 1, LLC"
1271,4152,NISSAN,ALTIMA,2011,HYBRID,LEIPZIG TAXI LLC
1272,1466,TOYOTA,COROLLA,2018,GASOLINE,MILOS CAB CORP
1273,1253,TOYOTA,CAMRY,2012,HYBRID,SHAKIRA B. ZAIDI
1274,3548,TOYOTA,CAMRY,2016,HYBRID,3548 TAXI CORP
1275,1689,TOYOTA,CAMRY,2014,HYBRID,MICHAEL GIORGIS
1276,242,TOYOTA,RAV4,2015,GASOLINE,NABLUS CAB CO
1277,5365,TOYOTA,CAMRY,2014,HYBRID,BLESSING INC
1278,2260,TOYOTA,SIENNA,2019,GASOLINE,LINCOLN PARK EXPRESS INC
1279,2112,TOYOTA,CAMRY,2012,HYBRID,SAIM SARWAR CORP.
1280,1316,TOYOTA,RAV4,2017,GASOLINE,BHEROSAW CAB CORP
1281,4213,TOYOTA,CAMRY,2013,HYBRID,TOLIMA TAXI SERVICE INC
1282,4520,VPG,MV-1,2014,GASOLINE,IL 5 CORP.
1283,1040,TOYOTA,PRIUS,2014,HYBRID,BRANDON INC.
1284,3225,TOYOTA,CAMRY,2013,HYBRID,STEFANIE AND AUDREY CAB CORP.
1285,2486,TOYOTA,CAMRY,2012,HYBRID,KAHSAY CAB CORP.
1286,2311,DODGE,CARAVAN,2010,FLEX FUEL,SHOKABAGO CAB CO
1287,2561,TOYOTA,CAMRY,2011,HYBRID,A & L CAB CO
1288,903,TOYOTA,CAMRY,2012,HYBRID,MEDALLION FUNDING CHICAGO CORP II
1289,6727,HYUNDAI,ELANTRA,2018,GASOLINE,SAMOS CAB CORP
1290,4726,FORD,ESCAPE,2012,HYBRID,SCORPION CAB CO.
1291,5895,TOYOTA,CAMRY,2012,HYBRID,AIM TRANSPORTATION INC
1292,3465,TOYOTA,CAMRY,2014,HYBRID,AMIR EXPRESS INC
1293,1163,TOYOTA,CAMRY,2015,HYBRID,REMZIJE CEKA
1294,5806,DODGE,CARAVAN,2012,FLEX FUEL,RASHEED O SANYAOLU
1295,6719,FORD,ESCAPE,2012,HYBRID,BUNDY CAB CO. INC.
1296,5819,TOYOTA,CAMRY,2017,HYBRID,"MDT TRANS, INC."
1297,1872,FORD,ESCAPE,2012,HYBRID,AQUA ZONE CAB CO.
1298,1710,NISSAN,ALTIMA,2011,HYBRID,OCEANIS TAXI LTD
1299,2374,TOYOTA,CAMRY,2014,HYBRID,MY CHASE TAXI INC.
1300,4156,TOYOTA,CAMRY,2012,HYBRID,CHICAB THREE INC.
1301,6753,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 37
1302,4231,TOYOTA,CAMRY,2014,HYBRID,ALQUSH CORP.
1303,3082,TOYOTA,PRIUS,2016,HYBRID,CHARM CAB CORP.
1304,6565,TOYOTA,RAV4,2017,HYBRID,O'KSONS HOLDINGS COMPANY
1305,6089,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
1306,1450,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP, LLC - SERIES I"
1307,2237,TOYOTA,CAMRY,2013,HYBRID,PHASCO ONE INC
1308,1942,TOYOTA,SIENNA,2018,GASOLINE,"FLAZ LIMO AND TAXI, INC"
1309,6327,TOYOTA,PRIUS,2013,HYBRID,CHICAGO AUCTION CAB CO.
1310,4995,FORD,ESCAPE,2012,HYBRID,SLSJETS II CAB CORP.
1311,1544,TOYOTA,SIENNA,2020,GASOLINE,"FLAZ LIMO AND TAXI, INC"
1312,805,NISSAN,NV200,2015,HYBRID,"CHICAGO POLO V, INC."
1313,1954,TOYOTA,RAV4,2016,GASOLINE,ZONIC INC
1314,6460,TOYOTA,PRIUS,2011,HYBRID,FARHAN TRANSPORTATION INC.
1315,2736,TOYOTA,PRIUS,2013,HYBRID,"TAXI MEDALLION GROUP,LLC SERIES VII"
1316,311,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
1317,1085,TOYOTA,RAV4,2016,GASOLINE,N AND W CAB CO
1318,6636,FORD,ESCAPE,2012,HYBRID,LEEFON CORP.
1319,3660,TOYOTA,CAMRY,2013,HYBRID,SURINA CAB CO
1320,2287,TOYOTA,PRIUS,2016,HYBRID,K E J TAN CAB CO
1321,5179,TOYOTA,CAMRY,2013,HYBRID,AZZI EXPRESS INC.
1322,351,DODGE,CARAVAN,2016,FLEX FUEL,MCCAB XXIII CORP.
1323,3875,TOYOTA,PRIUS,2018,HYBRID,"ELEVEN STAR, INC"
1324,1251,TOYOTA,CAMRY,2014,HYBRID,JO JO CAB CO
1325,1459,FORD,ESCAPE,2012,HYBRID,JAKE TRANSIT CO.
1326,570,DODGE,CARAVAN,2017,FLEX FUEL,ZAKARNEH CAB CORP
1327,2124,TOYOTA,COROLLA,2017,HYBRID,"ALEXIS CAB CO., INC."
1328,2429,TOYOTA,PRIUS,2015,HYBRID,CELLULAR CAB CO
1329,6078,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
1330,4491,TOYOTA,RAV4,2017,HYBRID,BARKA CAB CORP
1331,5578,TOYOTA,PRIUS,2015,HYBRID,KESHTI CAB CO
1332,3375,TOYOTA,CAMRY,2015,HYBRID,A V CAB CORP
1333,2341,TOYOTA,RAV4,2016,HYBRID,INSUMA INC.
1334,1669,TOYOTA,PRIUS,2016,HYBRID,SLSJETS IV CAB CORP.
1335,2811,FORD,ESCAPE,2012,HYBRID,JULY CAB CORP.
1336,3424,TOYOTA,CAMRY,2014,HYBRID,FURTUNA CAB CO
1337,5369,TOYOTA,CAMRY,2013,HYBRID,EXCEL CAB SERVICES INC
1338,2168,TOYOTA,CAMRY,2013,HYBRID,K BAKALOV CAB CO.
1339,611,TOYOTA,CAMRY,2014,HYBRID,HIMALAYA CORP
1340,4247,TOYOTA,SIENNA,2018,GASOLINE,MADITTO INC.
1341,3761,DODGE,GRAND CARAVAN,2017,FLEX FUEL,TROJAN CAB CORP
1342,4127,TOYOTA,CAMRY,2015,HYBRID,EEL TAXI CORP.
1343,438,TOYOTA,CAMRY,2014,HYBRID,MCCAB VIII CORP.
1344,1210,TOYOTA,XB,2015,GASOLINE,AL RABEA CORP
1345,481,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1346,4284,DODGE,CARAVAN,2017,FLEX FUEL,RIVERSIDE CAB CORP
1347,5236,TOYOTA,CAMRY,2014,HYBRID,MAS TAXI INC
1348,3734,TOYOTA,CAMRY,2016,HYBRID,LAKAB INC.
1349,1977,TOYOTA,PRIUS,2017,HYBRID,A. S. INC. II
1350,1667,TOYOTA,PRIUS,2014,HYBRID,CCC CAB CORP
1351,360,TOYOTA,CAMRY,2014,HYBRID,IL 11 CORP
1352,6526,TOYOTA,CAMRY,2016,HYBRID,BHATTI TAXI INC
1353,3998,TOYOTA,SIENNA,2020,GASOLINE,"BOURGAS, CORP."
1354,5571,TOYOTA,SIENNA,2017,GASOLINE,ALLEN BALDWIN
1355,3304,NISSAN,SENTRA,2019,GASOLINE,ANY CAB CORP.
1356,5119,TOYOTA,CAMRY,2012,HYBRID,MOHAMMAD A. AHMED
1357,2335,TOYOTA,CAMRY,2013,HYBRID,BANGA CAB CO.
1358,6444,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVI, INC"
1359,1223,TOYOTA,PRIUS,2015,HYBRID,NEXT GEN TAXI II INC
1360,515,FORD,ESCAPE,2012,HYBRID,TASEP LLC
1361,1261,TOYOTA,PRIUS,2015,HYBRID,ERENA TRANS INC
1362,4294,NISSAN,ALTIMA,2011,HYBRID,MODENA TAXI LLC
1363,1357,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1364,1143,FORD,C-MAX,2013,HYBRID,GRAPEVINE TAXI LLC
1365,6956,TOYOTA,SIENNA,2019,GASOLINE,OYE CORP.
1366,1816,TOYOTA,SIENNA,2016,GASOLINE,DEPOTE TRANSPORTATION INC
1367,6093,TOYOTA,CAMRY,2014,HYBRID,"BOLBLIK, INC."
1368,1962,TOYOTA,CAMRY,2014,HYBRID,KARY CAB COMPANY
1369,4176,TOYOTA,PRIUS,2013,HYBRID,IL 4 CORP.
1370,3851,TOYOTA,CAMRY,2016,HYBRID,SANG IN
1371,2280,TOYOTA,CAMRY,2012,HYBRID,BUDGET CAB CORP
1372,4440,DODGE,CARAVAN,2016,GASOLINE,SILKY CAB CORP.
1373,538,TOYOTA,CAMRY,2012,HYBRID,MCCAB VIII CORP.
1374,4003,TOYOTA,COROLLA,2018,HYBRID,GURU 1313 INC
1375,2671,TOYOTA,PRIUS,2013,HYBRID,SOPHIE TAXI LLC
1376,2393,DODGE,CARAVAN,2016,GASOLINE,JUHI INC
1377,6344,TOYOTA,SIENNA,2018,GASOLINE,MYNEWLOVE INC.
1378,4076,TOYOTA,CAMRY,2017,HYBRID,RED SEA EXPRESS INC
1379,3677,TOYOTA,PRIUS,2013,HYBRID,BO & PV CORP
1380,2731,TOYOTA,CAMRY,2013,HYBRID,JIMMY 53 TRANS INC
1381,2419,TOYOTA,CAMRY,2013,HYBRID,RAMALLA CAB CO
1382,4774,TOYOTA,SIENNA,2018,GASOLINE,MYKONOS CAB CORP.
1383,2896,TOYOTA,CAMRY,2013,HYBRID,SRHH INC
1384,1144,FORD,FUSION,2012,HYBRID,ALAN M PORETT
1385,6797,FORD,ESCAPE,2011,HYBRID,PAULA H CORP.
1386,595,TOYOTA,PRIUS,2014,HYBRID,SHIIL TRANSPORTATION CORP.
1387,5074,TOYOTA,PRIUS,2012,HYBRID,AHZMI INC
1388,6931,TOYOTA,CAMRY,2016,HYBRID,T.D. CAB COMPANY
1389,4697,KIA,OPTIMA,2015,HYBRID,CHICAGO STAR TAXICAB INC.
1390,2693,TOYOTA,PRIUS,2013,HYBRID,JEROME CAB CO
1391,838,TOYOTA,CAMRY,2016,HYBRID,BAZ CORP
1392,5431,TOYOTA,PRIUS,2015,HYBRID,SHOWTIME CAB CORP
1393,3064,TOYOTA,CAMRY,2010,HYBRID,RADIANT CAB CO INC
1394,261,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
1395,1890,TOYOTA,SIENNA,2017,GASOLINE,ADAM VALI CAB INC
1396,6459,TOYOTA,CAMRY,2014,HYBRID,ALI PRINCE INC.
1397,2005,TOYOTA,RAV4,2017,HYBRID,ESQUEDA SERVICES INC
1398,1205,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
1399,5632,TOYOTA,CAMRY,2012,HYBRID,ARELLANO CAB CORP
1400,5557,DODGE,GRAND CARAVAN,2013,FLEX FUEL,LAGOS & NIGER EXPRESS CORP
1401,2148,TOYOTA,CAMRY,2011,HYBRID,"DERLY'S CAB CO., INC."
1402,5639,TOYOTA,PRIUS,2015,HYBRID,ANK CAB INC
1403,6952,DODGE,GRAND CARAVAN,2012,FLEX FUEL,AKYOU CORPORATION
1404,2608,TOYOTA,PRIUS,2015,HYBRID,"TAXI MEDALLION GROUP,LLC-SERIES V"
1405,1897,HYUNDAI,ELANTRA,2018,GASOLINE,ZEUS CAB CORP.
1406,2012,TOYOTA,COROLLA,2017,GASOLINE,ITHAKA CAB CORP
1407,2377,TOYOTA,CAMRY,2017,GASOLINE,"LDU 10, CORP."
1408,3990,TOYOTA,PRIUS,2015,HYBRID,AXUM CORP
1409,5552,TOYOTA,CAMRY,2012,HYBRID,ZEEMAAN CORP.
1410,2152,TOYOTA,CAMRY,2014,HYBRID,G S BHATTI TAXI INC
1411,1361,FORD,ESCAPE,2012,HYBRID,BARBIE IN CHICAGO CAB CORP
1412,4116,HONDA,ODYSSEY,2016,GASOLINE,CHICAGO MEDALLION TWO LLC.
1413,6635,TOYOTA,CAMRY,2013,HYBRID,PJ CAB CO
1414,3730,TOYOTA,CAMRY,2016,HYBRID,CELEBRITY CHICAGO CORP.
1415,3776,TOYOTA,CAMRY,2015,HYBRID,ALEEM TRANS INC
1416,4602,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION FOUR LLC.
1417,2186,TOYOTA,PRIUS,2011,HYBRID,VEE-DOR CAB CO.
1418,2358,TOYOTA,CAMRY,2010,HYBRID,SHEZAN INC
1419,2894,NISSAN,QUEST,2017,GASOLINE,IMC CAB CORP
1420,1823,TOYOTA,CAMRY,2016,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
1421,1860,TOYOTA,PRIUS,2013,HYBRID,JANDI INC.
1422,6967,DODGE,CARAVAN,2017,FLEX FUEL,AANADIL INC
1423,5537,FORD,FUSION,2018,HYBRID,ADAMS TAXI LLC
1424,1457,TOYOTA,SIENNA,2018,GASOLINE,CHAND CAB CO
1425,2937,TOYOTA,PRIUS,2013,HYBRID,GILL TAXI COMPANY
1426,4036,TOYOTA,CAMRY,2012,HYBRID,PADO CAB INC.
1427,3311,TOYOTA,PRIUS,2013,HYBRID,AHMED VOHRA CAB CO.
1428,6639,TOYOTA,PRIUS,2016,HYBRID,DIAMOND JUBILEE ENT INC
1429,388,NISSAN,SENTRA,2019,GASOLINE,DEKA CAB CORP
1430,3305,FORD,TAURUS,2016,FLEX FUEL,CHICAGO RED WHITE CAB CO.
1431,5845,TOYOTA,CAMRY,2018,GASOLINE,"TAHIR Q RAZAVI, INC."
1432,4084,TOYOTA,COROLLA,2014,GASOLINE,GURIYA INC.
1433,3515,TOYOTA,CAMRY,2014,HYBRID,MAS TAXI INC
1434,2719,TOYOTA,CAMRY,2016,HYBRID,EUN CAB COMPANY
1435,6106,TOYOTA,CAMRY,2012,HYBRID,SCOTT F MADSON
1436,658,HYUNDAI,ELANTRA,2018,GASOLINE,ZEUS CAB CORP.
1437,2072,TOYOTA,CAMRY,2014,HYBRID,ADEBAYO FALETI
1438,6510,TOYOTA,PRIUS,2013,HYBRID,FAVEN CORP.
1439,5108,TOYOTA,CAMRY,2011,HYBRID,CHICAGO CAB 5108 CO.
1440,2210,TOYOTA,CAMRY,2016,HYBRID,SAGE TRANS INC
1441,3019,TOYOTA,CAMRY,2010,HYBRID,HERETIC INC
1442,2492,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
1443,6621,TOYOTA,CAMRY,2014,HYBRID,NORTH KING CAB COMPANY
1444,5388,TOYOTA,CAMRY,2012,HYBRID,NEW CITY CAB CORP
1445,3987,TOYOTA,CAMRY,2016,HYBRID,VALIEASR TAXI CORP.
1446,3957,TOYOTA,COROLLA,2014,GASOLINE,BORHAN INC
1447,5981,TOYOTA,CAMRY,2014,HYBRID,ENGINEER'S CAB CORP
1448,1857,TOYOTA,CAMRY,2014,HYBRID,AKI EXPRESS INC.
1449,4059,TOYOTA,PRIUS,2013,HYBRID,SLSJETS V CAB CORP.
1450,2974,TOYOTA,CAMRY,2015,HYBRID,SHARIF INC
1451,304,TOYOTA,PRIUS,2014,HYBRID,IL 10 CORP
1452,4129,TOYOTA,PRIUS,2014,HYBRID,J & N TAXI INC.
1453,6325,TOYOTA,CAMRY,2017,HYBRID,BLISS TAXI INC.
1454,4638,TOYOTA,RAV4,2018,HYBRID,"RONEK, INC."
1455,1747,TOYOTA,SIENNA,2020,HYBRID,SENEGAL TRANSIT INC.
1456,4659,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION FOUR LLC.
1457,1996,VPG,MV-1,2012,COMPRESSED NATURAL GAS,LIGHT BREEZE CAB CORP.
1458,1255,TOYOTA,PRIUS,2016,HYBRID,YC21 LLC
1459,5196,VPG,MV-1,2012,COMPRESSED NATURAL GAS,JULY CAB CORP.
1460,1486,FORD,ESCAPE,2012,HYBRID,RAINSTORM II HACKING CORP.
1461,2439,TOYOTA,PRIUS,2016,HYBRID,SURANI INC
1462,2441,DODGE,CARAVAN,2016,FLEX FUEL,D. K. ENTERPRISES INC
1463,2453,TOYOTA,CAMRY,2015,HYBRID,HARKISHAN BHATTI
1464,2467,TOYOTA,CAMRY,2012,HYBRID,SUNSET TAXI CORP
1465,4667,TOYOTA,PRIUS,2013,HYBRID,BOMBAY TAXI SERVICE
1466,3708,TOYOTA,CAMRY,2014,HYBRID,SANTORINI THREE CAB CORP.
1467,231,TOYOTA,PRIUS,2016,HYBRID,BABY CAB CORP.
1468,4038,TOYOTA,CAMRY,2012,HYBRID,SUMAR INC
1469,5035,TOYOTA,PRIUS,2016,HYBRID,HEITOR G. GARCIA
1470,6417,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
1471,3500,TOYOTA,PRIUS,2014,HYBRID,MUSA TAXI CORP
1472,222,TOYOTA,RAV4,2016,HYBRID,ANSONG TRANS INC
1473,4117,TOYOTA,PRIUS,2014,HYBRID,SENAIT MEBRAHTU
1474,4169,TOYOTA,CAMRY,2012,HYBRID,DENBENA INC
1475,2651,TOYOTA,PRIUS,2015,HYBRID,MEBRET CORP.
1476,2656,TOYOTA,PRIUS,2014,HYBRID,LYLE CAB COMPANY
1477,2105,TOYOTA,RAV4,2017,HYBRID,"ILIRIDA TRANS, INC."
1478,881,TOYOTA,PRIUS,2013,HYBRID,TEGORBA CAB CORP
1479,3654,TOYOTA,PRIUS,2012,HYBRID,CHADWICK CAPITAL CORP
1480,1101,FORD,ESCAPE,2011,HYBRID,HAFIZ CAB CORP
1481,4684,TOYOTA,PRIUS,2012,HYBRID,AQUARIUS CAB INC.
1482,5852,KIA,SOUL,2016,GASOLINE,CHICAGO MEDALLION FIVE LLC
1483,874,TOYOTA,SIENNA,2018,GASOLINE,TAXI ME INC
1484,949,TOYOTA,PRIUS,2014,HYBRID,GREENVALE TAXI LLC
1485,4693,TOYOTA,CAMRY,2012,HYBRID,PAPPU TRANS INC.
1486,2925,TOYOTA,PRIUS,2013,HYBRID,LEMAJ INC
1487,5229,FORD,ESCAPE,2011,HYBRID,PUNJAB CORP
1488,290,TOYOTA,SIENNA,2019,GASOLINE,ANALLAH CAB CO.
1489,1209,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO X, INC."
1490,1988,TOYOTA,CAMRY,2015,HYBRID,LINCOLNSHIRE SERVICE CORP.
1491,2169,TOYOTA,PRIUS,2012,HYBRID,KIMBERLY TAXI CO
1492,5717,TOYOTA,RAV4,2017,HYBRID,JORO CAB COMPANY INCORPORATED
1493,2774,TOYOTA,PRIUS,2013,HYBRID,RELAX CAB CO INC
1494,2784,TOYOTA,CAMRY,2014,HYBRID,DARLING CAB CO
1495,6329,TOYOTA,PRIUS,2014,HYBRID,"TAXI MEDALLION GROUP,LLC SERIESVIII"
1496,987,TOYOTA,PRIUS,2012,HYBRID,BLUE EYES CAB CORP.
1497,3243,DODGE,CARAVAN,2016,FLEX FUEL,SYED W AHMED
1498,2735,TOYOTA,RAV4,2020,HYBRID,MESSE & YAT INC
1499,2120,TOYOTA,RAV4,2016,GASOLINE,PAAKWASI INC
1500,53,FORD,FUSION,2014,HYBRID,MR TAXI 2 INC
1501,3674,TOYOTA,RAV4,2015,GASOLINE,DING DONG TAXICAB INC
1502,6362,TOYOTA,RAV4,2017,HYBRID,NASREEN CAB CO
1503,6810,TOYOTA,CAMRY,2017,GASOLINE,POKU TAXI CORP
1504,2174,TOYOTA,SCION,2013,GASOLINE,W & D CAB CO
1505,2407,TOYOTA,CAMRY,2013,HYBRID,SETARE INC.
1506,3259,TOYOTA,CAMRY,2016,HYBRID,JARAL CAB CO
1507,2265,TOYOTA,CAMRY,2014,HYBRID,JACOB ABRAHAM CAB CO
1508,3959,TOYOTA,PRIUS,2014,HYBRID,J K T CAB CO
1509,2235,VPG,MV-1,2014,GASOLINE,CHITOWN CAB INC. # III
1510,6199,TOYOTA,CAMRY,2013,HYBRID,NEEYAT CORP.
1511,4765,TOYOTA,PRIUS,2014,HYBRID,ASLI TAXI INC
1512,5512,TOYOTA,PRIUS,2013,HYBRID,JESSIE 1 INC.
1513,2747,DODGE,GRAND CARAVAN,2012,FLEX FUEL,LEMAJ INC
1514,3899,TOYOTA,CAMRY,2014,HYBRID,GREAT WAYS TAXI INC
1515,4493,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
1516,344,TOYOTA,CAMRY,2012,HYBRID,MCCAB XX CORP.
1517,997,FORD,ESCAPE,2012,HYBRID,PLAYING POLO IN CHICAGO INC
1518,3892,TOYOTA,PRIUS,2014,HYBRID,CHIMTAL INC.
1519,4014,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
1520,2141,TOYOTA,PRIUS,2012,HYBRID,CHADWICK CAPITAL CORP
1521,3969,TOYOTA,RAV4,2016,GASOLINE,PEZHMAN CAB CO
1522,2630,TOYOTA,CAMRY,2015,HYBRID,MCCAB  IV CORP.
1523,3921,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC # II
1524,589,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
1525,4671,TOYOTA,CAMRY,2013,HYBRID,I & F CAB CO.
1526,2830,TOYOTA,PRIUS,2012,HYBRID,HASEEB INC
1527,2860,TOYOTA,CAMRY,2014,HYBRID,A & Z CAB INC
1528,2980,TOYOTA,CAMRY,2017,HYBRID,CHICAGOS FIVE STAR EXPRESS INC
1529,4898,TOYOTA,CAMRY,2015,HYBRID,E & E TAXI COMPANY
1530,3809,TOYOTA,PRIUS,2015,HYBRID,JBL Express Inc.
1531,5382,TOYOTA,CAMRY,2016,HYBRID,D. K. CAB CO.
1532,262,TOYOTA,CAMRY,2016,GASOLINE,CHI-TOWN TAXI LLC
1533,5570,TOYOTA,CAMRY,2013,HYBRID,MECHID INC
1534,1455,TOYOTA,PRIUS,2014,HYBRID,ROSE TAXICAB INC
1535,1979,TOYOTA,PRIUS,2014,HYBRID,NEW MILLENNIUM INC. #1
1536,1330,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1537,2929,TOYOTA,CAMRY,2012,HYBRID,CLASSICAL CAB COMPANY
1538,4105,TOYOTA,CAMRY,2014,HYBRID,NOBLE TAXICAB INC.
1539,1414,TOYOTA,PRIUS,2013,HYBRID,MAI-BELLA INC
1540,3322,TOYOTA,CAMRY,2012,HYBRID,AKAL CAB COMPANY
1541,4034,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION ONE LLC.
1542,1800,TOYOTA,CAMRY,2014,HYBRID,AD & GIU EXPRESS CORP.
1543,6306,NISSAN,ALTIMA,2011,HYBRID,LEMAJ INC
1544,3994,TOYOTA,CAMRY,2017,HYBRID,RUMEX INC
1545,2646,TOYOTA,PRIUS,2013,HYBRID,LUCKY 7 CAB COMPANY
1546,183,FORD,ESCAPE,2012,HYBRID,KING EDWARD CAB CORP.
1547,2989,TOYOTA,CAMRY,2014,HYBRID,SHUMAILA CAB CO
1548,172,TOYOTA,PRIUS,2013,HYBRID,IL 8 CORP
1549,2991,TOYOTA,CAMRY,2013,HYBRID,KIM CAB INC
1550,6620,TOYOTA,CAMRY,2017,HYBRID,NORTH KING CAB COMPANY
1551,2499,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
1552,5892,TOYOTA,CAMRY,2012,HYBRID,LAKEPOINT CAB CO
1553,3196,TOYOTA,RAV4,2018,HYBRID,ADDISU CAB CORPORATION
1554,6624,TOYOTA,CAMRY,2017,HYBRID,TAXI 4 YOU INC
1555,2285,TOYOTA,CAMRY,2013,HYBRID,S & A TRANSPORTATION
1556,2864,TOYOTA,CAMRY,2014,HYBRID,SKY TAXI INC
1557,3036,TOYOTA,COROLLA,2016,GASOLINE,LUCKY 7 CAB COMPANY
1558,843,DODGE,GRAND CARAVAN,2016,GASOLINE,MCCAB IX CORP.
1559,3213,TOYOTA,CAMRY,2013,HYBRID,AKAL TRANSPORT CORP
1560,6419,TOYOTA,CAMRY,2012,HYBRID,ARBAB INC.
1561,3250,TOYOTA,SIENNA,2017,GASOLINE,SHOSHOO CAB INC.
1562,3273,TOYOTA,CAMRY,2016,HYBRID,K & Y CAB INC.
1563,1916,NISSAN,ALTIMA,2011,HYBRID,TOCCA TAXI LLC
1564,1297,TOYOTA,CAMRY,2014,HYBRID,ANNAFO INC
1565,4141,HONDA,CRV,2015,GASOLINE,"AMPONSAH, CORP."
1566,1583,TOYOTA,CAMRY,2013,HYBRID,ATTY CAB CO
1567,2597,TOYOTA,PRIUS,2013,HYBRID,RIDEWAY CAB CO
1568,4742,TOYOTA,CAMRY,2016,HYBRID,JUICY J INC
