,R1,R2,R3,R4,R5,Class,Explanation
3526,4,9,5,11,11,1,One pair
3527,4,3,11,2,7,0,Nothing in hand
3528,13,10,10,2,6,1,One pair
3529,4,8,7,9,12,0,Nothing in hand
3530,6,9,5,10,2,0,Nothing in hand
3531,9,13,12,4,13,1,One pair
3532,10,8,9,6,2,0,Nothing in hand
3533,12,10,8,11,9,4,Straight
3534,7,8,13,3,4,0,Nothing in hand
3535,8,9,13,12,5,0,Nothing in hand
3536,8,1,8,6,13,1,One pair
3537,4,7,8,6,13,0,Nothing in hand
3538,8,12,5,2,9,0,Nothing in hand
3539,12,13,7,1,11,0,Nothing in hand
3540,2,12,3,8,13,0,Nothing in hand
3541,1,3,10,2,12,0,Nothing in hand
3542,12,1,11,12,10,1,One pair
3543,3,9,6,1,7,0,Nothing in hand
3544,6,2,8,4,3,0,Nothing in hand
3545,5,5,6,12,1,1,One pair
3546,7,9,4,9,13,1,One pair
3547,4,4,8,3,1,1,One pair
3548,11,5,10,4,4,1,One pair
3549,5,2,6,10,8,0,Nothing in hand
3550,11,2,9,10,11,1,One pair
3551,12,10,10,6,1,1,One pair
3552,7,7,13,5,12,1,One pair
3553,2,8,6,9,9,1,One pair
3554,5,3,5,13,12,1,One pair
3555,2,9,8,11,12,0,Nothing in hand
3556,5,1,3,2,5,1,One pair
3557,10,13,10,2,4,1,One pair
3558,3,5,3,11,2,1,One pair
3559,9,1,4,12,4,1,One pair
3560,2,1,13,10,3,0,Nothing in hand
3561,6,3,11,9,13,0,Nothing in hand
3562,5,6,7,9,8,4,Straight
3563,3,8,6,11,12,0,Nothing in hand
3564,3,3,12,9,2,1,One pair
3565,1,2,2,12,1,2,Two pairs
3566,13,9,4,13,3,1,One pair
3567,11,11,9,7,12,1,One pair
3568,2,8,7,5,6,0,Nothing in hand
3569,12,11,9,10,11,1,One pair
3570,2,5,7,2,11,1,One pair
3571,9,8,5,1,11,0,Nothing in hand
3572,6,4,13,5,1,0,Nothing in hand
3573,3,7,2,3,4,1,One pair
3574,10,6,9,5,10,1,One pair
3575,8,6,11,7,3,0,Nothing in hand
3576,3,7,11,8,12,0,Nothing in hand
3577,11,6,2,2,1,1,One pair
3578,1,3,5,4,2,4,Straight
3579,3,5,5,7,1,1,One pair
3580,3,11,12,4,11,1,One pair
3581,8,13,6,11,2,0,Nothing in hand
3582,4,7,9,13,2,0,Nothing in hand
3583,1,6,4,8,2,0,Nothing in hand
3584,4,10,9,1,11,0,Nothing in hand
3585,5,11,3,7,3,1,One pair
3586,10,8,12,1,12,1,One pair
3587,13,3,5,4,5,1,One pair
3588,4,5,3,7,7,1,One pair
3589,1,5,1,3,5,2,Two pairs
3590,9,4,11,1,6,0,Nothing in hand
3591,1,12,11,10,13,4,Straight
3592,7,2,1,6,5,0,Nothing in hand
3593,6,9,8,7,3,0,Nothing in hand
3594,7,10,6,3,9,0,Nothing in hand
3595,12,2,4,8,10,0,Nothing in hand
3596,4,4,12,2,8,1,One pair
3597,4,1,13,10,3,0,Nothing in hand
3598,4,13,2,12,6,0,Nothing in hand
3599,11,8,6,1,8,1,One pair
3600,12,5,13,4,12,1,One pair
3601,6,8,3,13,13,1,One pair
3602,7,5,2,2,1,1,One pair
3603,8,6,10,1,7,0,Nothing in hand
3604,11,4,8,7,7,1,One pair
3605,10,10,6,6,8,2,Two pairs
3606,1,9,4,1,2,1,One pair
3607,1,1,4,5,6,1,One pair
3608,2,10,9,5,3,0,Nothing in hand
3609,8,5,5,10,13,1,One pair
3610,6,7,10,12,3,0,Nothing in hand
3611,5,7,4,6,13,0,Nothing in hand
3612,3,9,2,7,9,1,One pair
3613,4,1,6,8,6,1,One pair
3614,4,11,1,1,11,2,Two pairs
3615,6,11,13,2,9,0,Nothing in hand
3616,5,6,3,4,9,0,Nothing in hand
3617,8,4,10,5,6,0,Nothing in hand
3618,8,4,7,3,12,0,Nothing in hand
3619,8,6,7,9,11,0,Nothing in hand
3620,10,7,4,13,12,0,Nothing in hand
3621,11,11,1,2,10,1,One pair
3622,6,3,13,13,8,1,One pair
3623,11,10,9,13,2,0,Nothing in hand
3624,13,10,8,8,4,1,One pair
3625,8,10,6,2,8,1,One pair
3626,7,4,12,8,1,0,Nothing in hand
3627,8,1,13,8,1,2,Two pairs
3628,7,12,13,11,10,0,Nothing in hand
3629,3,9,3,10,5,1,One pair
3630,9,8,5,13,2,0,Nothing in hand
3631,10,4,8,5,6,0,Nothing in hand
3632,2,8,6,1,5,0,Nothing in hand
3633,4,12,3,3,11,1,One pair
3634,4,6,5,5,9,1,One pair
3635,7,9,6,13,4,0,Nothing in hand
3636,9,11,8,1,3,0,Nothing in hand
3637,10,12,2,7,6,0,Nothing in hand
3638,3,9,4,11,9,1,One pair
3639,7,10,2,6,11,0,Nothing in hand
3640,1,2,3,5,6,0,Nothing in hand
3641,11,9,13,2,4,0,Nothing in hand
3642,1,7,6,5,6,1,One pair
3643,12,6,7,7,1,1,One pair
3644,4,6,5,9,2,0,Nothing in hand
3645,11,9,4,12,12,1,One pair
3646,6,4,5,6,8,1,One pair
3647,10,13,11,4,7,0,Nothing in hand
3648,2,5,6,13,11,0,Nothing in hand
3649,10,9,1,11,9,1,One pair
3650,13,13,9,13,5,3,Three of a kind
3651,4,9,11,3,13,0,Nothing in hand
3652,2,3,4,13,1,0,Nothing in hand
3653,12,13,2,8,3,0,Nothing in hand
3654,5,7,9,11,12,0,Nothing in hand
3655,5,4,6,4,3,1,One pair
3656,4,3,6,9,2,0,Nothing in hand
3657,11,10,11,13,9,1,One pair
3658,5,4,12,6,2,0,Nothing in hand
3659,8,2,6,11,9,0,Nothing in hand
3660,5,8,1,3,9,0,Nothing in hand
3661,2,5,1,3,4,4,Straight
3662,1,12,1,10,11,1,One pair
3663,9,3,6,3,3,3,Three of a kind
3664,4,2,8,13,1,0,Nothing in hand
3665,3,7,1,1,7,2,Two pairs
3666,3,5,2,4,8,0,Nothing in hand
3667,1,6,10,10,1,2,Two pairs
3668,8,3,1,11,8,1,One pair
3669,11,10,2,8,12,0,Nothing in hand
3670,8,3,11,1,8,1,One pair
3671,8,11,3,1,7,0,Nothing in hand
3672,11,1,10,7,7,1,One pair
3673,4,4,11,6,8,1,One pair
3674,5,12,10,4,5,1,One pair
3675,6,12,11,6,7,1,One pair
3676,13,9,11,10,11,1,One pair
3677,4,12,11,5,5,1,One pair
3678,7,9,1,8,4,0,Nothing in hand
3679,1,5,12,8,2,0,Nothing in hand
3680,1,6,5,11,12,0,Nothing in hand
3681,7,5,2,9,7,1,One pair
3682,4,9,4,6,13,1,One pair
3683,11,1,4,6,1,1,One pair
3684,3,8,9,2,4,0,Nothing in hand
3685,11,4,11,9,5,1,One pair
3686,6,2,11,4,2,1,One pair
3687,8,8,6,5,7,1,One pair
3688,7,12,3,2,9,5,Flush
3689,10,1,11,3,1,1,One pair
3690,1,9,13,1,6,1,One pair
3691,1,3,5,10,2,0,Nothing in hand
3692,5,4,4,5,8,2,Two pairs
3693,12,2,9,6,2,1,One pair
3694,12,1,4,9,2,0,Nothing in hand
3695,13,11,7,8,12,0,Nothing in hand
3696,11,3,13,5,13,1,One pair
3697,9,12,2,9,10,1,One pair
3698,13,11,10,4,1,0,Nothing in hand
3699,7,2,12,3,3,1,One pair
3700,3,7,10,11,6,0,Nothing in hand
3701,4,7,1,8,9,0,Nothing in hand
3702,12,7,12,3,5,1,One pair
3703,6,10,2,5,7,0,Nothing in hand
3704,7,5,9,7,3,1,One pair
3705,3,11,7,5,5,1,One pair
3706,13,12,11,12,7,1,One pair
3707,7,10,10,9,3,1,One pair
3708,13,3,7,3,10,1,One pair
3709,6,4,13,7,12,0,Nothing in hand
3710,4,7,12,11,4,1,One pair
3711,5,5,10,9,11,1,One pair
3712,8,10,3,2,3,1,One pair
3713,3,4,4,8,7,1,One pair
3714,11,6,10,7,4,0,Nothing in hand
3715,12,2,12,9,11,1,One pair
3716,8,5,12,7,12,1,One pair
3717,8,7,2,6,13,0,Nothing in hand
3718,11,9,12,10,3,0,Nothing in hand
3719,11,4,4,10,3,1,One pair
3720,9,1,3,5,7,0,Nothing in hand
3721,7,12,2,8,8,1,One pair
3722,9,13,3,5,11,0,Nothing in hand
3723,10,1,11,5,4,0,Nothing in hand
3724,4,13,8,2,8,1,One pair
3725,1,11,7,9,7,1,One pair
3726,8,10,2,1,3,0,Nothing in hand
3727,11,9,13,4,13,1,One pair
3728,5,3,4,8,8,1,One pair
3729,11,12,1,10,1,1,One pair
3730,9,13,11,3,9,1,One pair
3731,10,2,5,8,7,0,Nothing in hand
3732,5,5,10,2,9,1,One pair
3733,1,6,4,8,8,1,One pair
3734,9,7,2,4,1,0,Nothing in hand
3735,12,2,6,13,1,0,Nothing in hand
3736,3,8,9,11,13,0,Nothing in hand
3737,10,7,7,2,11,1,One pair
3738,7,6,13,9,9,1,One pair
3739,1,11,3,6,9,0,Nothing in hand
3740,2,8,13,13,6,1,One pair
3741,8,3,4,7,9,0,Nothing in hand
3742,10,11,9,5,6,0,Nothing in hand
3743,13,8,4,12,3,0,Nothing in hand
3744,8,4,6,1,6,1,One pair
3745,9,10,13,4,2,0,Nothing in hand
3746,1,8,5,13,10,0,Nothing in hand
3747,8,4,1,9,4,1,One pair
3748,2,5,9,12,6,0,Nothing in hand
3749,1,6,8,4,6,1,One pair
3750,10,5,12,3,12,1,One pair
3751,4,1,2,11,12,0,Nothing in hand
3752,1,4,4,6,10,1,One pair
3753,12,2,1,5,9,0,Nothing in hand
3754,9,7,2,1,8,0,Nothing in hand
3755,11,11,10,2,1,1,One pair
3756,2,12,13,10,6,0,Nothing in hand
3757,9,10,11,12,13,4,Straight
3758,9,7,1,8,2,0,Nothing in hand
3759,13,7,3,1,6,0,Nothing in hand
3760,9,9,6,1,4,1,One pair
3761,4,3,6,10,2,0,Nothing in hand
3762,2,8,8,7,11,1,One pair
3763,2,1,6,10,2,1,One pair
3764,11,1,3,3,7,1,One pair
3765,10,11,8,1,2,0,Nothing in hand
3766,11,11,8,4,10,1,One pair
3767,4,9,8,12,8,1,One pair
3768,5,10,1,3,4,0,Nothing in hand
3769,6,6,11,1,10,1,One pair
3770,12,1,2,6,3,0,Nothing in hand
3771,9,7,12,6,10,0,Nothing in hand
3772,5,13,7,12,4,0,Nothing in hand
3773,10,8,11,5,8,1,One pair
3774,1,3,1,8,2,1,One pair
3775,1,1,7,3,9,1,One pair
3776,10,7,6,2,13,0,Nothing in hand
3777,7,3,10,8,13,0,Nothing in hand
3778,9,9,13,3,12,1,One pair
3779,10,3,11,5,3,1,One pair
3780,11,4,7,3,3,1,One pair
3781,7,13,4,7,4,2,Two pairs
3782,9,13,9,5,8,1,One pair
3783,9,8,5,3,3,1,One pair
3784,1,6,12,2,10,0,Nothing in hand
3785,6,5,4,10,11,0,Nothing in hand
3786,3,1,6,7,1,1,One pair
3787,4,9,9,11,10,1,One pair
3788,10,2,5,2,5,2,Two pairs
3789,8,10,7,9,4,0,Nothing in hand
3790,10,3,11,4,11,1,One pair
3791,12,13,4,9,11,0,Nothing in hand
3792,10,13,8,9,7,0,Nothing in hand
3793,7,13,4,9,8,0,Nothing in hand
3794,10,4,11,4,13,1,One pair
3795,12,9,13,4,1,0,Nothing in hand
3796,10,6,4,1,6,1,One pair
3797,6,2,10,6,7,1,One pair
3798,4,7,12,8,6,0,Nothing in hand
3799,10,3,4,13,2,0,Nothing in hand
3800,5,9,4,6,13,0,Nothing in hand
3801,7,11,6,3,13,0,Nothing in hand
3802,2,8,8,12,6,1,One pair
3803,9,11,1,13,10,0,Nothing in hand
3804,10,3,9,13,2,0,Nothing in hand
3805,5,12,10,1,6,0,Nothing in hand
3806,4,1,7,6,11,0,Nothing in hand
3807,4,5,10,6,1,0,Nothing in hand
3808,2,8,10,8,13,1,One pair
3809,11,3,12,1,7,0,Nothing in hand
3810,4,1,1,5,7,1,One pair
3811,10,8,11,2,6,0,Nothing in hand
3812,10,1,6,1,4,1,One pair
3813,12,3,4,9,6,0,Nothing in hand
3814,13,2,8,7,4,0,Nothing in hand
3815,5,12,4,2,11,0,Nothing in hand
3816,2,12,3,13,13,1,One pair
3817,2,4,8,4,8,2,Two pairs
3818,1,12,10,3,10,1,One pair
3819,11,10,4,9,1,0,Nothing in hand
3820,5,1,12,2,9,0,Nothing in hand
3821,3,7,1,9,13,0,Nothing in hand
3822,8,7,5,10,1,0,Nothing in hand
3823,7,2,9,11,13,0,Nothing in hand
3824,7,13,10,1,13,1,One pair
3825,5,2,6,7,1,0,Nothing in hand
3826,9,2,3,5,6,0,Nothing in hand
3827,8,8,7,11,3,1,One pair
3828,3,4,7,8,5,0,Nothing in hand
3829,13,3,8,4,11,0,Nothing in hand
3830,2,5,10,7,4,0,Nothing in hand
3831,13,10,5,11,10,1,One pair
3832,9,9,10,7,13,1,One pair
3833,12,1,6,3,2,0,Nothing in hand
3834,2,13,3,12,5,0,Nothing in hand
3835,13,3,12,6,8,0,Nothing in hand
3836,6,11,4,6,8,1,One pair
3837,9,3,1,9,3,2,Two pairs
3838,13,6,13,4,3,1,One pair
3839,13,9,10,6,9,1,One pair
3840,11,3,3,3,13,3,Three of a kind
3841,5,5,8,11,8,2,Two pairs
3842,12,5,5,8,5,3,Three of a kind
3843,8,6,8,10,9,1,One pair
3844,2,1,8,6,3,0,Nothing in hand
3845,12,4,10,4,9,1,One pair
3846,5,11,2,6,1,5,Flush
3847,5,13,12,1,10,0,Nothing in hand
3848,12,1,12,8,6,1,One pair
3849,8,12,13,4,7,0,Nothing in hand
3850,9,3,12,1,5,0,Nothing in hand
3851,6,11,2,1,11,1,One pair
3852,3,3,10,7,4,1,One pair
3853,7,2,8,5,9,0,Nothing in hand
3854,3,11,3,6,2,1,One pair
3855,8,1,3,2,3,1,One pair
3856,1,4,5,6,9,0,Nothing in hand
3857,6,13,12,1,3,0,Nothing in hand
3858,6,10,9,2,6,1,One pair
3859,10,1,5,7,8,0,Nothing in hand
3860,8,5,8,1,1,2,Two pairs
3861,10,8,1,3,1,1,One pair
3862,8,10,10,5,2,1,One pair
3863,3,6,11,7,10,0,Nothing in hand
3864,13,8,10,8,1,1,One pair
3865,2,8,2,7,9,1,One pair
3866,4,8,12,9,13,0,Nothing in hand
3867,13,2,7,9,9,1,One pair
3868,10,10,1,6,7,1,One pair
3869,7,5,3,4,13,0,Nothing in hand
3870,8,9,10,4,12,0,Nothing in hand
3871,3,13,7,8,11,0,Nothing in hand
3872,12,11,7,9,4,0,Nothing in hand
3873,8,6,5,13,4,0,Nothing in hand
3874,6,7,2,3,5,0,Nothing in hand
3875,12,9,10,9,9,3,Three of a kind
3876,5,1,9,12,8,0,Nothing in hand
3877,9,6,1,4,13,0,Nothing in hand
3878,9,10,8,11,2,0,Nothing in hand
3879,4,1,13,4,12,1,One pair
3880,13,7,5,3,4,0,Nothing in hand
3881,3,5,5,9,10,1,One pair
3882,12,8,12,6,5,1,One pair
3883,1,1,12,9,5,1,One pair
3884,9,4,5,7,2,0,Nothing in hand
3885,1,10,11,7,6,0,Nothing in hand
3886,8,9,7,2,3,0,Nothing in hand
3887,4,12,1,3,7,0,Nothing in hand
3888,11,2,7,5,4,0,Nothing in hand
3889,1,12,10,7,2,0,Nothing in hand
3890,7,6,1,7,4,1,One pair
3891,3,12,13,6,13,1,One pair
3892,3,10,11,6,5,0,Nothing in hand
3893,10,3,8,13,9,0,Nothing in hand
3894,12,11,13,10,12,1,One pair
3895,5,6,11,12,4,0,Nothing in hand
3896,2,4,4,11,9,1,One pair
3897,3,2,7,12,4,0,Nothing in hand
3898,11,4,11,12,9,1,One pair
3899,11,3,7,9,13,0,Nothing in hand
3900,2,9,13,6,12,0,Nothing in hand
3901,6,12,2,8,12,1,One pair
3902,8,3,5,12,5,1,One pair
3903,6,9,13,1,12,0,Nothing in hand
3904,11,6,10,12,11,1,One pair
3905,7,7,8,12,8,2,Two pairs
3906,1,4,2,2,9,1,One pair
3907,2,7,2,9,1,1,One pair
3908,10,12,2,11,1,0,Nothing in hand
3909,2,4,11,5,7,0,Nothing in hand
3910,9,4,8,6,6,1,One pair
3911,5,4,4,5,8,2,Two pairs
3912,6,13,9,9,8,1,One pair
3913,13,10,1,1,13,2,Two pairs
3914,9,5,11,13,10,0,Nothing in hand
3915,2,6,11,7,3,0,Nothing in hand
3916,2,12,5,8,6,0,Nothing in hand
3917,3,6,2,3,2,2,Two pairs
3918,12,13,12,4,7,1,One pair
3919,8,12,7,9,3,0,Nothing in hand
3920,1,6,2,8,11,0,Nothing in hand
3921,13,5,11,8,5,1,One pair
3922,9,2,10,13,2,1,One pair
3923,8,7,13,1,12,0,Nothing in hand
3924,8,9,4,9,11,1,One pair
3925,11,2,1,10,12,0,Nothing in hand
3926,8,3,5,9,13,0,Nothing in hand
3927,1,13,6,2,1,1,One pair
3928,1,12,12,6,10,1,One pair
3929,12,7,7,3,8,1,One pair
3930,4,12,12,3,11,1,One pair
3931,5,2,5,11,1,1,One pair
3932,2,13,2,2,4,3,Three of a kind
3933,5,8,7,8,5,2,Two pairs
3934,11,9,1,11,1,2,Two pairs
3935,12,1,13,2,11,0,Nothing in hand
3936,13,9,10,9,2,1,One pair
3937,11,8,2,11,6,1,One pair
3938,13,9,9,10,4,1,One pair
3939,1,4,13,12,9,0,Nothing in hand
3940,1,8,6,4,7,0,Nothing in hand
3941,11,3,4,8,7,0,Nothing in hand
3942,5,8,6,8,13,1,One pair
3943,6,2,11,12,9,0,Nothing in hand
3944,2,2,6,3,8,1,One pair
3945,4,7,2,13,6,0,Nothing in hand
3946,12,7,1,6,9,0,Nothing in hand
3947,9,7,8,9,12,1,One pair
3948,5,1,1,8,2,1,One pair
3949,12,7,6,4,3,0,Nothing in hand
3950,7,8,1,4,11,0,Nothing in hand
3951,12,9,3,1,8,0,Nothing in hand
3952,4,7,9,13,12,0,Nothing in hand
3953,9,12,13,6,8,0,Nothing in hand
3954,9,9,10,2,1,1,One pair
3955,3,3,3,1,12,3,Three of a kind
3956,7,4,13,9,4,1,One pair
3957,1,4,4,7,10,1,One pair
3958,2,2,13,6,6,2,Two pairs
3959,5,10,1,3,2,0,Nothing in hand
3960,10,2,11,13,12,0,Nothing in hand
3961,9,7,6,5,9,1,One pair
3962,3,7,7,1,11,1,One pair
3963,12,13,8,12,3,1,One pair
3964,7,6,9,2,4,0,Nothing in hand
3965,1,4,10,6,12,0,Nothing in hand
3966,1,7,13,13,9,1,One pair
3967,5,7,5,5,1,3,Three of a kind
3968,13,11,1,7,5,0,Nothing in hand
3969,9,8,4,2,5,0,Nothing in hand
3970,7,13,2,1,10,0,Nothing in hand
3971,4,2,12,1,10,0,Nothing in hand
3972,13,1,10,9,2,0,Nothing in hand
3973,9,13,5,12,5,1,One pair
3974,13,13,13,2,5,3,Three of a kind
3975,1,3,11,11,12,1,One pair
3976,2,11,8,12,12,1,One pair
3977,7,1,5,1,4,1,One pair
3978,12,8,8,10,13,1,One pair
3979,6,4,1,8,7,0,Nothing in hand
3980,1,8,9,7,1,1,One pair
3981,6,8,7,2,9,0,Nothing in hand
3982,9,3,3,8,9,2,Two pairs
3983,7,9,6,11,7,1,One pair
3984,3,7,11,3,7,2,Two pairs
3985,3,5,1,5,13,1,One pair
3986,6,12,8,8,10,1,One pair
3987,11,4,7,11,3,1,One pair
3988,8,3,7,6,2,0,Nothing in hand
3989,7,3,5,5,5,3,Three of a kind
3990,5,9,4,6,8,0,Nothing in hand
3991,3,2,2,11,11,2,Two pairs
3992,6,9,8,1,5,0,Nothing in hand
3993,7,2,3,8,4,0,Nothing in hand
3994,4,13,2,13,11,1,One pair
3995,6,5,4,10,7,0,Nothing in hand
3996,1,11,10,2,13,0,Nothing in hand
3997,11,1,9,3,12,0,Nothing in hand
3998,4,12,7,13,8,0,Nothing in hand
3999,6,12,13,7,5,0,Nothing in hand
4000,7,10,10,4,5,1,One pair
4001,2,1,6,9,10,0,Nothing in hand
4002,3,5,10,10,7,1,One pair
4003,12,11,6,7,5,0,Nothing in hand
4004,4,9,13,3,6,0,Nothing in hand
4005,7,5,13,13,5,2,Two pairs
4006,9,10,12,5,11,0,Nothing in hand
4007,3,12,6,12,7,1,One pair
4008,11,6,6,3,9,1,One pair
4009,4,11,11,13,7,1,One pair
4010,11,9,2,10,1,0,Nothing in hand
4011,9,12,6,8,13,0,Nothing in hand
4012,2,13,10,7,1,0,Nothing in hand
4013,3,2,7,9,2,1,One pair
4014,1,7,12,3,10,0,Nothing in hand
4015,1,8,3,6,4,0,Nothing in hand
4016,7,13,7,8,9,1,One pair
4017,5,7,9,4,10,0,Nothing in hand
4018,1,13,10,2,9,0,Nothing in hand
4019,12,6,12,9,5,1,One pair
4020,12,10,7,7,3,1,One pair
4021,9,12,4,8,11,0,Nothing in hand
4022,13,2,6,4,3,0,Nothing in hand
4023,13,1,8,4,7,0,Nothing in hand
4024,6,6,2,7,5,1,One pair
4025,12,8,6,12,13,1,One pair
4026,6,12,5,5,4,1,One pair
4027,8,8,13,6,1,1,One pair
4028,8,3,2,11,13,0,Nothing in hand
4029,9,2,12,6,8,0,Nothing in hand
4030,10,8,12,13,12,1,One pair
4031,2,12,9,5,13,0,Nothing in hand
4032,5,13,7,9,4,0,Nothing in hand
4033,8,5,3,12,4,0,Nothing in hand
4034,10,1,3,4,13,0,Nothing in hand
4035,10,12,9,4,3,0,Nothing in hand
4036,13,9,8,9,13,2,Two pairs
4037,10,6,13,1,8,0,Nothing in hand
4038,13,13,7,12,3,1,One pair
4039,11,5,3,4,7,0,Nothing in hand
4040,5,9,5,9,6,2,Two pairs
4041,3,9,9,6,1,1,One pair
4042,2,9,4,8,13,0,Nothing in hand
4043,5,7,3,6,6,1,One pair
4044,7,12,4,7,12,2,Two pairs
4045,10,13,2,10,11,1,One pair
4046,4,4,10,9,12,1,One pair
4047,1,4,12,4,1,2,Two pairs
4048,3,6,13,2,10,0,Nothing in hand
4049,6,5,9,12,3,0,Nothing in hand
4050,8,1,10,4,1,1,One pair
4051,8,5,6,2,5,1,One pair
4052,4,8,13,1,9,0,Nothing in hand
4053,9,2,8,12,12,1,One pair
4054,13,10,1,10,9,1,One pair
4055,9,3,6,2,4,0,Nothing in hand
4056,1,5,1,11,12,1,One pair
4057,4,1,4,8,5,1,One pair
4058,7,4,10,5,13,0,Nothing in hand
4059,9,1,3,1,8,1,One pair
4060,5,8,5,11,2,1,One pair
4061,2,9,7,6,4,0,Nothing in hand
4062,6,10,13,11,5,0,Nothing in hand
4063,2,3,9,6,12,0,Nothing in hand
4064,8,9,11,10,9,1,One pair
4065,4,13,13,12,4,2,Two pairs
4066,10,13,3,7,12,0,Nothing in hand
4067,3,2,6,1,10,0,Nothing in hand
4068,3,10,10,11,8,1,One pair
4069,4,12,4,3,4,3,Three of a kind
4070,3,11,6,1,12,0,Nothing in hand
4071,1,4,9,1,3,1,One pair
4072,6,4,4,1,1,2,Two pairs
4073,3,6,1,4,4,1,One pair
4074,4,12,9,12,5,1,One pair
4075,2,4,5,11,13,0,Nothing in hand
4076,5,4,9,8,9,1,One pair
4077,8,11,2,9,13,0,Nothing in hand
4078,2,3,12,10,1,0,Nothing in hand
4079,5,8,10,9,3,0,Nothing in hand
4080,3,11,3,7,1,1,One pair
4081,6,12,13,4,11,0,Nothing in hand
4082,7,8,7,6,1,1,One pair
4083,8,11,9,8,10,1,One pair
4084,1,8,5,10,7,0,Nothing in hand
4085,5,6,4,5,12,1,One pair
4086,5,6,12,9,2,0,Nothing in hand
4087,1,8,2,2,3,1,One pair
4088,12,9,4,5,7,0,Nothing in hand
4089,5,13,10,3,8,0,Nothing in hand
4090,9,13,12,6,2,0,Nothing in hand
4091,8,12,8,11,3,1,One pair
4092,5,13,13,8,13,3,Three of a kind
4093,5,1,8,13,2,0,Nothing in hand
4094,12,4,13,1,3,0,Nothing in hand
4095,10,13,2,1,2,1,One pair
4096,2,7,5,7,8,1,One pair
4097,13,10,12,8,11,0,Nothing in hand
4098,3,5,9,11,4,0,Nothing in hand
4099,5,6,11,1,9,0,Nothing in hand
4100,1,1,3,3,12,2,Two pairs
4101,11,4,3,6,9,0,Nothing in hand
4102,2,8,5,6,1,0,Nothing in hand
4103,1,9,5,8,11,0,Nothing in hand
4104,8,5,1,2,4,0,Nothing in hand
4105,1,12,9,8,10,0,Nothing in hand
4106,1,7,3,9,2,0,Nothing in hand
4107,1,10,7,3,12,0,Nothing in hand
4108,13,3,12,4,7,0,Nothing in hand
4109,10,10,9,1,7,1,One pair
4110,8,9,7,13,8,1,One pair
4111,11,9,11,1,3,1,One pair
4112,9,7,4,6,2,0,Nothing in hand
4113,12,7,10,4,6,0,Nothing in hand
4114,3,12,10,9,6,0,Nothing in hand
4115,4,12,6,9,11,0,Nothing in hand
4116,6,9,5,11,6,1,One pair
4117,3,7,5,1,13,0,Nothing in hand
4118,7,5,8,11,12,0,Nothing in hand
4119,5,4,6,4,7,1,One pair
4120,10,6,1,11,6,1,One pair
4121,10,12,4,6,7,0,Nothing in hand
4122,2,3,13,13,12,1,One pair
4123,10,9,1,4,1,1,One pair
4124,1,11,10,2,6,0,Nothing in hand
4125,4,11,12,5,12,1,One pair
4126,8,11,2,10,4,0,Nothing in hand
4127,1,6,10,5,7,0,Nothing in hand
4128,5,13,13,7,8,1,One pair
4129,1,3,5,4,9,0,Nothing in hand
4130,13,5,4,8,10,0,Nothing in hand
4131,11,10,13,5,9,0,Nothing in hand
4132,1,11,2,1,11,2,Two pairs
4133,6,11,5,7,7,1,One pair
4134,6,11,1,11,5,1,One pair
4135,5,11,1,3,1,1,One pair
4136,7,10,3,11,9,0,Nothing in hand
4137,13,4,12,10,9,0,Nothing in hand
4138,1,2,12,4,6,0,Nothing in hand
4139,13,6,4,10,8,0,Nothing in hand
4140,9,7,7,11,12,1,One pair
4141,11,9,3,10,4,0,Nothing in hand
4142,8,3,2,11,7,0,Nothing in hand
4143,8,10,3,6,1,0,Nothing in hand
4144,12,12,11,13,3,1,One pair
4145,2,7,13,4,7,1,One pair
4146,2,8,9,12,4,0,Nothing in hand
4147,8,9,1,1,7,1,One pair
4148,12,9,7,6,9,1,One pair
4149,2,5,13,10,3,0,Nothing in hand
4150,7,11,2,6,12,0,Nothing in hand
4151,7,9,7,5,6,1,One pair
4152,3,2,4,8,7,0,Nothing in hand
4153,7,3,10,11,3,1,One pair
4154,3,1,13,12,7,0,Nothing in hand
4155,5,12,4,8,6,0,Nothing in hand
4156,12,8,11,3,12,1,One pair
4157,4,11,5,12,6,0,Nothing in hand
4158,13,9,1,8,5,0,Nothing in hand
4159,7,9,8,8,1,1,One pair
4160,7,13,9,8,7,1,One pair
4161,7,4,9,10,11,0,Nothing in hand
4162,4,6,4,8,9,1,One pair
4163,12,4,5,2,11,0,Nothing in hand
4164,7,8,9,4,8,1,One pair
4165,2,12,12,4,3,1,One pair
4166,2,1,7,5,4,0,Nothing in hand
4167,4,12,12,8,6,1,One pair
4168,1,8,6,8,8,3,Three of a kind
4169,13,9,3,6,9,1,One pair
4170,4,1,9,13,9,1,One pair
4171,5,1,6,8,13,0,Nothing in hand
4172,12,12,13,9,1,1,One pair
4173,1,12,2,8,4,0,Nothing in hand
4174,5,9,3,3,3,3,Three of a kind
4175,7,12,2,6,2,1,One pair
4176,4,11,6,9,6,1,One pair
4177,11,5,4,8,4,1,One pair
4178,2,7,13,11,5,0,Nothing in hand
4179,2,1,4,8,1,1,One pair
4180,11,2,9,5,3,0,Nothing in hand
4181,12,9,4,5,3,0,Nothing in hand
4182,13,5,3,10,4,0,Nothing in hand
4183,1,12,3,8,4,0,Nothing in hand
4184,5,2,5,13,7,1,One pair
4185,5,13,4,6,3,0,Nothing in hand
4186,5,1,13,10,7,0,Nothing in hand
4187,1,7,7,8,9,1,One pair
